time,BG331
2021-01-01,-0.99611115
2021-01-02,-1.8444445
2021-01-03,-1.4294444
2021-01-04,-1.9005555
2021-01-05,-2.048889
2021-01-06,-2.0344443
2021-01-07,-3.7877781
2021-01-08,-4.7222223
2021-01-09,-3.1094446
2021-01-10,-2.3005555
2021-01-11,-3.2972221
2021-01-12,-2.4833333
2021-01-13,-1.0216665
2021-01-14,-1.2488889
2021-01-15,0.5988889
2021-01-16,1.5688888
2021-01-17,2.5749998
2021-01-18,2.2672224
2021-01-19,0.9077778
2021-01-20,2.3899999
2021-01-21,5.5550003
2021-01-22,4.7622223
2021-01-23,4.5350003
2021-01-24,5.616667
2021-01-25,5.229444
2021-01-26,5.62
2021-01-27,10.607223
2021-01-28,10.684999
2021-01-29,9.027222
2021-01-30,6.371111
2021-01-31,7.212778
2021-02-01,8.078888
2021-02-02,8.7705555
2021-02-03,8.004444
2021-02-04,9.435555
2021-02-05,9.393333
2021-02-06,5.4249997
2021-02-07,2.8033335
2021-02-08,4.0416665
2021-02-09,3.7111113
2021-02-10,4.2799997
2021-02-11,7.3738885
2021-02-12,6.77
2021-02-13,6.068333
2021-02-14,6.4616666
2021-02-15,7.9166665
2021-02-16,8.093889
2021-02-17,8.263889
2021-02-18,8.791111
2021-02-19,8.901112
2021-02-20,9.810555
2021-02-21,7.778888
2021-02-22,3.7766664
2021-02-23,7.2349997
2021-02-24,8.954999
2021-02-25,7.738889
2021-02-26,9.009444
2021-02-27,7.918333
2021-02-28,4.6077776
2021-03-01,4.7466664
2021-03-02,6.9988885
2021-03-03,7.437222
2021-03-04,7.806111
2021-03-05,7.786112
2021-03-06,6.319444
2021-03-07,7.226667
2021-03-08,4.959444
2021-03-09,2.3272219
2021-03-10,4.6094446
2021-03-11,9.896111
2021-03-12,6.5449996
2021-03-13,5.728333
2021-03-14,6.325555
2021-03-15,6.2755556
2021-03-16,7.2294445
2021-03-17,7.7483325
2021-03-18,4.206111
2021-03-19,3.1511111
2021-03-20,2.0083334
2021-03-21,3.8116667
2021-03-22,5.587778
2021-03-23,7.497221
2021-03-24,8.623889
2021-03-25,9.807777
2021-03-26,9.323888
2021-03-27,8.318333
2021-03-28,9.982778
2021-03-29,12.4361105
2021-03-30,13.725555
2021-03-31,13.4794445
2021-04-01,14.582223
2021-04-02,13.056667
2021-04-03,10.609445
2021-04-04,8.384999
2021-04-05,9.967222
2021-04-06,8.6483345
2021-04-07,6.594444
2021-04-08,9.581111
2021-04-09,7.9533334
2021-04-10,10.468334
2021-04-11,5.615
2021-04-12,6.5405555
2021-04-13,7.078333
2021-04-14,10.374444
2021-04-15,8.475
2021-04-16,5.465555
2021-04-17,4.4155555
2021-04-18,7.741111
2021-04-19,9.592777
2021-04-20,10.44
2021-04-21,10.006667
2021-04-22,9.659444
2021-04-23,11.570555
2021-04-24,12.046667
2021-04-25,11.778889
2021-04-26,11.316667
2021-04-27,10.938889
2021-04-28,10.609999
2021-04-29,9.756111
2021-04-30,9.070556
2021-05-01,6.586667
2021-05-02,7.119444
2021-05-03,8.922222
2021-05-04,10.525556
2021-05-05,12.693334
2021-05-06,13.397222
2021-05-07,15.811666
2021-05-08,16.66111
2021-05-09,12.387221
2021-05-10,9.438889
2021-05-11,8.150556
2021-05-12,10.7272215
2021-05-13,8.412222
2021-05-14,11.036667
2021-05-15,14.125
2021-05-16,15.248333
2021-05-17,13.422222
2021-05-18,13.930554
2021-05-19,11.799444
2021-05-20,14.554999
2021-05-21,15.923333
2021-05-22,11.507777
2021-05-23,9.845554
2021-05-24,10.778333
2021-05-25,12.007221
2021-05-26,13.158333
2021-05-27,15.873888
2021-05-28,18.727777
2021-05-29,19.033333
2021-05-30,18.787222
2021-05-31,19.491112
2021-06-01,15.693889
2021-06-02,15.563333
2021-06-03,17.636665
2021-06-04,15.140553
2021-06-05,14.217221
2021-06-06,15.838889
2021-06-07,17.787777
2021-06-08,19.742777
2021-06-09,20.16111
2021-06-10,20.02611
2021-06-11,19.537222
2021-06-12,19.01389
2021-06-13,20.83889
2021-06-14,22.30833
2021-06-15,21.26278
2021-06-16,21.165554
