time,EL542
2021-01-01,-6.177143
2021-01-02,-5.634286
2021-01-03,-8.255238
2021-01-04,-8.108333
2021-01-05,-6.213809
2021-01-06,-7.0583334
2021-01-07,-9.254763
2021-01-08,-9.162381
2021-01-09,-3.8711903
2021-01-10,-5.137857
2021-01-11,-8.629048
2021-01-12,-5.481428
2021-01-13,-10.233571
2021-01-14,-11.685237
2021-01-15,-9.734285
2021-01-16,-8.769524
2021-01-17,-3.8545234
2021-01-18,-2.7557142
2021-01-19,-4.0119047
2021-01-20,-3.4297616
2021-01-21,0.25833336
2021-01-22,-0.37833333
2021-01-23,-1.8795239
2021-01-24,-4.7428565
2021-01-25,-7.895
2021-01-26,-5.043571
2021-01-27,-8.488095
2021-01-28,-7.1766663
2021-01-29,-5.7711906
2021-01-30,-3.7340474
2021-01-31,-5.0102377
2021-02-01,-9.234523
2021-02-02,-11.877857
2021-02-03,-14.678572
2021-02-04,-14.261428
2021-02-05,-12.590476
2021-02-06,-12.298571
2021-02-07,-12.315476
2021-02-08,-13.226429
2021-02-09,-13.433094
2021-02-10,-10.522618
2021-02-11,-13.68
2021-02-12,-12.803808
2021-02-13,-9.287381
2021-02-14,-8.005714
2021-02-15,-3.085714
2021-02-16,-1.6659524
2021-02-17,-1.4357142
2021-02-18,0.28833336
2021-02-19,1.9064283
2021-02-20,3.8409522
2021-02-21,6.1535716
2021-02-22,3.5033336
2021-02-23,3.075714
2021-02-24,5.31
2021-02-25,3.6271427
2021-02-26,1.032619
2021-02-27,3.7464287
2021-02-28,2.8688097
2021-03-01,2.7454762
2021-03-02,1.922857
2021-03-03,-0.42571425
2021-03-04,-4.827619
2021-03-05,-3.068809
2021-03-06,-2.0107143
2021-03-07,-5.390476
2021-03-08,-5.6378565
2021-03-09,-2.122381
2021-03-10,-2.2861905
2021-03-11,0.18642858
2021-03-12,0.6059524
2021-03-13,-0.7666666
2021-03-14,-2.6069047
2021-03-15,-3.2464283
2021-03-16,-4.0233335
2021-03-17,-3.175952
2021-03-18,-0.8007142
2021-03-19,0.4692857
2021-03-20,1.3819048
2021-03-21,-2.8623807
2021-03-22,2.0269048
2021-03-23,5.110476
2021-03-24,1.9161904
2021-03-25,0.9607142
2021-03-26,4.055
2021-03-27,1.0792856
2021-03-28,1.6090477
2021-03-29,3.1733334
2021-03-30,1.4100001
2021-03-31,-0.29047617
2021-04-01,-0.5657143
2021-04-02,-1.3821428
2021-04-03,0.42809522
2021-04-04,-0.35999998
2021-04-05,-4.1780953
2021-04-06,-2.2657142
2021-04-07,-3.6161907
2021-04-08,-3.530476
2021-04-09,-3.3092859
2021-04-10,-3.3733332
2021-04-11,-2.7366664
2021-04-12,-2.3592856
2021-04-13,-2.8885713
2021-04-14,-1.5428572
2021-04-15,-0.09833336
2021-04-16,0.48976186
2021-04-17,1.2359523
2021-04-18,4.6190476
2021-04-19,6.0161905
2021-04-20,4.9471426
2021-04-21,-1.3659524
2021-04-22,-2.555238
2021-04-23,-2.8195238
2021-04-24,-3.0138097
2021-04-25,-2.512857
