time,DEB14
2021-01-01,4.63
2021-01-02,5.5699997
2021-01-03,5.23
2021-01-04,4.25
2021-01-05,3.27
2021-01-06,2.69
2021-01-07,3.1499999
2021-01-08,2.1
2021-01-09,1.9699999
2021-01-10,1.74
2021-01-11,0.85999995
2021-01-12,0.76
2021-01-13,1.9399999
2021-01-14,4.7799997
2021-01-15,3.6499999
2021-01-16,1.53
2021-01-17,2.32
2021-01-18,0.31
2021-01-19,1.3199999
2021-01-20,4.87
2021-01-21,6.89
2021-01-22,8.22
2021-01-23,6.2999997
2021-01-24,4.64
2021-01-25,4.36
2021-01-26,3.12
2021-01-27,1.54
2021-01-28,4.46
2021-01-29,6.33
2021-01-30,6.37
2021-01-31,5.8599997
2021-02-01,6.17
2021-02-02,7.29
2021-02-03,8.15
2021-02-04,9.92
2021-02-05,9.67
2021-02-06,9.33
2021-02-07,8.24
2021-02-08,6.77
2021-02-09,8.26
2021-02-10,8.46
2021-02-11,7.8199997
2021-02-12,3.26
2021-02-13,-1.05
2021-02-14,-1.52
2021-02-15,-0.01
2021-02-16,4.0699997
2021-02-17,6.72
2021-02-18,6.89
2021-02-19,8.0
2021-02-20,7.7599998
2021-02-21,7.85
2021-02-22,8.55
2021-02-23,8.809999
2021-02-24,10.45
2021-02-25,9.559999
2021-02-26,9.78
2021-02-27,9.51
2021-02-28,7.52
2021-03-01,5.85
2021-03-02,6.52
2021-03-03,6.31
2021-03-04,6.8399997
2021-03-05,8.96
2021-03-06,5.62
2021-03-07,4.88
2021-03-08,6.42
2021-03-09,6.71
2021-03-10,6.31
2021-03-11,7.2599998
2021-03-12,9.57
2021-03-13,8.349999
2021-03-14,7.2799997
2021-03-15,6.64
2021-03-16,8.34
2021-03-17,6.37
2021-03-18,4.93
2021-03-19,3.74
2021-03-20,3.77
2021-03-21,3.86
2021-03-22,6.22
2021-03-23,5.48
2021-03-24,6.99
2021-03-25,8.53
2021-03-26,9.11
2021-03-27,9.76
2021-03-28,10.41
2021-03-29,11.38
2021-03-30,13.21
2021-03-31,14.0
2021-04-01,14.679999
2021-04-02,14.17
2021-04-03,12.11
2021-04-04,8.78
2021-04-05,8.5199995
2021-04-06,5.77
2021-04-07,4.13
2021-04-08,6.24
2021-04-09,8.2699995
2021-04-10,8.849999
2021-04-11,10.969999
2021-04-12,11.0199995
2021-04-13,6.81
2021-04-14,6.5699997
2021-04-15,6.91
2021-04-16,7.35
2021-04-17,7.94
2021-04-18,7.98
2021-04-19,8.179999
2021-04-20,8.98
2021-04-21,10.4
2021-04-22,10.91
2021-04-23,11.78
2021-04-24,12.46
2021-04-25,13.96
2021-04-26,12.82
2021-04-27,10.99
2021-04-28,12.4
2021-04-29,13.29
2021-04-30,14.86
2021-05-01,15.089999
2021-05-02,13.38
2021-05-03,12.54
2021-05-04,11.849999
2021-05-05,13.099999
2021-05-06,14.309999
2021-05-07,15.009999
2021-05-08,14.29
2021-05-09,16.57
2021-05-10,17.4
2021-05-11,13.54
2021-05-12,13.08
2021-05-13,12.45
2021-05-14,12.21
2021-05-15,12.429999
2021-05-16,14.17
2021-05-17,14.87
2021-05-18,14.28
2021-05-19,13.36
2021-05-20,13.28
2021-05-21,14.63
2021-05-22,15.21
2021-05-23,17.59
2021-05-24,14.48
2021-05-25,14.5
