time,ITF32
2021-01-01,1.075
2021-01-02,0.17
2021-01-03,1.995
2021-01-04,1.9699999
2021-01-05,2.645
2021-01-06,2.195
2021-01-07,-0.84999996
2021-01-08,0.195
2021-01-09,0.385
2021-01-10,2.11
2021-01-11,5.8999996
2021-01-12,4.6349998
2021-01-13,2.905
2021-01-14,4.14
2021-01-15,0.64
2021-01-16,4.1499996
2021-01-17,5.585
2021-01-18,4.355
2021-01-19,7.13
2021-01-20,6.845
2021-01-21,3.425
2021-01-22,2.585
2021-01-23,0.565
2021-01-24,-0.805
2021-01-25,0.32
2021-01-26,2.33
2021-01-27,5.285
2021-01-28,6.185
2021-01-29,6.4349995
2021-01-30,3.9299998
2021-01-31,0.18
2021-02-01,3.21
2021-02-02,4.835
2021-02-03,6.6099997
2021-02-04,6.0
2021-02-05,5.93
2021-02-06,4.6099997
2021-02-07,2.405
2021-02-08,0.525
2021-02-09,-0.225
2021-02-10,-0.335
2021-02-11,-1.795
2021-02-12,0.42499998
2021-02-13,0.355
2021-02-14,3.625
2021-02-15,7.68
2021-02-16,9.15
2021-02-17,8.07
2021-02-18,7.5649996
2021-02-19,6.8399997
2021-02-20,9.719999
2021-02-21,9.36
2021-02-22,8.66
2021-02-23,8.105
2021-02-24,11.594999
2021-02-25,8.35
2021-02-26,6.0199995
2021-02-27,6.21
2021-02-28,5.915
2021-03-01,4.825
2021-03-02,3.935
2021-03-03,3.9899998
2021-03-04,4.6899996
2021-03-05,3.77
2021-03-06,2.775
2021-03-07,3.495
2021-03-08,5.595
2021-03-09,7.4249997
2021-03-10,8.475
2021-03-11,8.36
2021-03-12,6.0899997
2021-03-13,5.3999996
2021-03-14,6.625
2021-03-15,8.7
2021-03-16,9.855
2021-03-17,7.1499996
2021-03-18,7.63
2021-03-19,8.84
2021-03-20,8.66
2021-03-21,8.735
2021-03-22,6.9700003
2021-03-23,7.915
2021-03-24,8.73
2021-03-25,8.15
2021-03-26,8.645
2021-03-27,6.01
2021-03-28,9.82
2021-03-29,12.004999
2021-03-30,11.799999
2021-03-31,11.48
2021-04-01,8.115
2021-04-02,6.4700003
2021-04-03,6.1
2021-04-04,7.1449995
2021-04-05,4.6099997
2021-04-06,3.31
2021-04-07,3.29
2021-04-08,7.015
2021-04-09,5.3599997
2021-04-10,2.875
2021-04-11,3.315
2021-04-12,4.255
2021-04-13,5.245
2021-04-14,6.41
2021-04-15,6.035
2021-04-16,5.955
2021-04-17,6.6049995
2021-04-18,6.875
2021-04-19,8.75
2021-04-20,9.135
2021-04-21,8.969999
2021-04-22,7.0299997
2021-04-23,8.78
2021-04-24,9.155
2021-04-25,7.94
2021-04-26,7.1499996
2021-04-27,8.165
2021-04-28,7.58
2021-04-29,6.0099998
2021-04-30,6.6899996
2021-05-01,6.0699997
2021-05-02,6.765
2021-05-03,8.37
2021-05-04,7.98
2021-05-05,5.7799997
2021-05-06,5.84
2021-05-07,6.745
2021-05-08,8.955
2021-05-09,11.844999
2021-05-10,12.059999
2021-05-11,10.455
2021-05-12,9.65
2021-05-13,10.65
2021-05-14,10.049999
2021-05-15,10.3949995
2021-05-16,10.525
2021-05-17,11.059999
2021-05-18,10.879999
2021-05-19,10.695
2021-05-20,9.62
2021-05-21,10.695
2021-05-22,9.744999
2021-05-23,8.58
2021-05-24,9.715
2021-05-25,10.974999
2021-05-26,10.275
2021-05-27,11.07
2021-05-28,12.17
2021-05-29,14.514999
2021-05-30,13.42
2021-05-31,14.004999
2021-06-01,16.925
2021-06-02,17.165
2021-06-03,15.51
2021-06-04,13.51
2021-06-05,14.555
2021-06-06,15.555
2021-06-07,14.934999
2021-06-08,15.23
2021-06-09,16.43
2021-06-10,17.835
2021-06-11,16.789999
2021-06-12,15.025
2021-06-13,17.335
2021-06-14,16.335
2021-06-15,14.295
2021-06-16,16.605
2021-06-17,15.315
2021-06-18,13.924999
2021-06-19,13.53
2021-06-20,13.844999
2021-06-21,13.32
2021-06-22,12.594999
2021-06-23,13.344999
2021-06-24,16.205
2021-06-25,12.975
2021-06-26,13.764999
2021-06-27,15.664999
2021-06-28,15.459999
2021-06-29,16.904999
2021-06-30,14.929999
2021-07-01,14.879999
2021-07-02,16.73
2021-07-03,17.23
2021-07-04,17.259998
2021-07-05,15.674999
2021-07-06,14.424999
2021-07-07,16.985
2021-07-08,16.895
2021-07-09,16.454998
2021-07-10,17.0
2021-07-11,16.17
2021-07-12,17.009998
2021-07-13,17.814999
2021-07-14,17.07
2021-07-15,17.925
2021-07-16,19.055
2021-07-17,20.485
2021-07-18,20.904999
2021-07-19,20.98
2021-07-20,21.105
2021-07-21,20.454998
2021-07-22,21.255001
2021-07-23,19.085
2021-07-24,17.744999
2021-07-25,17.365
2021-07-26,18.91
2021-07-27,18.58
2021-07-28,16.695
2021-07-29,16.075
2021-07-30,15.735
2021-07-31,16.404999
2021-08-01,15.26
2021-08-02,14.395
2021-08-03,14.62
2021-08-04,16.025
2021-08-05,15.975
2021-08-06,16.66
2021-08-07,16.074999
2021-08-08,16.425
2021-08-09,15.709999
2021-08-10,16.465
2021-08-11,16.09
2021-08-12,15.355
2021-08-13,16.71
2021-08-14,16.3
2021-08-15,15.955
2021-08-16,14.78
2021-08-17,14.914999
2021-08-18,16.575
2021-08-19,16.029999
2021-08-20,16.759998
2021-08-21,17.17
2021-08-22,16.994999
2021-08-23,16.5
2021-08-24,16.335
2021-08-25,16.445
2021-08-26,15.815
2021-08-27,14.33
2021-08-28,14.869999
2021-08-29,14.754999
2021-08-30,15.459999
2021-08-31,14.764999
2021-09-01,14.6
2021-09-02,14.99
2021-09-03,14.365
2021-09-04,15.58
2021-09-05,16.64
2021-09-06,18.785
2021-09-07,19.945
2021-09-08,19.689999
2021-09-09,17.849998
2021-09-10,18.055
2021-09-11,17.365
2021-09-12,14.16
2021-09-13,14.494999
2021-09-14,15.76
2021-09-15,15.25
2021-09-16,15.08
2021-09-17,16.145
2021-09-18,16.335
2021-09-19,16.119999
2021-09-20,13.305
2021-09-21,14.8949995
2021-09-22,15.465
2021-09-23,15.745
2021-09-24,16.255001
2021-09-25,17.48
2021-09-26,16.98
2021-09-27,13.37
2021-09-28,12.95
2021-09-29,10.88
2021-09-30,12.045
2021-10-01,13.23
2021-10-02,10.44
2021-10-03,10.664999
2021-10-04,12.36
2021-10-05,11.365
2021-10-06,12.03
2021-10-07,15.414999
2021-10-08,15.834999
2021-10-09,14.245
2021-10-10,12.68
2021-10-11,11.525
2021-10-12,11.815001
2021-10-13,13.15
2021-10-14,12.599999
2021-10-15,10.44
2021-10-16,10.369999
2021-10-17,12.915
2021-10-18,13.304999
2021-10-19,15.57
2021-10-20,12.129999
2021-10-21,8.22
2021-10-22,10.02
2021-10-23,10.565
2021-10-24,12.559999
2021-10-25,12.235
2021-10-26,10.934999
2021-10-27,14.725
2021-10-28,13.83
2021-10-29,11.5199995
2021-10-30,9.5
2021-10-31,8.83
2021-11-01,9.139999
2021-11-02,7.1549997
2021-11-03,6.1949997
2021-11-04,6.6
2021-11-05,7.0699997
2021-11-06,10.9
2021-11-07,10.174999
2021-11-08,8.495
2021-11-09,12.17
2021-11-10,10.065001
2021-11-11,9.299999
2021-11-12,11.17
2021-11-13,10.91
2021-11-14,9.514999
2021-11-15,8.855
2021-11-16,9.219999
2021-11-17,8.82
2021-11-18,10.41
2021-11-19,11.855
2021-11-20,10.334999
2021-11-21,6.2999997
2021-11-22,4.35
2021-11-23,5.95
2021-11-24,5.7799997
2021-11-25,3.86
2021-11-26,5.4300003
2021-11-27,3.2350001
2021-11-28,1.575
2021-11-29,2.075
2021-11-30,7.88
2021-12-01,7.35
2021-12-02,2.745
2021-12-03,5.185
2021-12-04,5.0950003
2021-12-05,5.02
2021-12-06,2.9699998
2021-12-07,3.6149998
2021-12-08,4.91
2021-12-09,5.84
2021-12-10,4.7799997
2021-12-11,5.58
2021-12-12,10.275
2021-12-13,8.165
2021-12-14,8.37
2021-12-15,9.875
2021-12-16,8.155
2021-12-17,6.685
2021-12-18,5.06
2021-12-19,4.0649996
2021-12-20,4.7299995
2021-12-21,3.725
2021-12-22,1.39
2021-12-23,5.8949995
2021-12-24,6.395
2021-12-25,5.27
2021-12-26,5.2200003
2021-12-27,6.245
2021-12-28,6.545
2021-12-29,6.5550003
2021-12-30,10.83
2021-12-31,11.04
