time,DEA47
2021-01-01,4.6
2021-01-02,6.59
2021-01-03,5.515
2021-01-04,4.3949995
2021-01-05,4.2749996
2021-01-06,2.53
2021-01-07,1.855
2021-01-08,1.8199999
2021-01-09,1.6899999
2021-01-10,2.3600001
2021-01-11,0.114999995
2021-01-12,-0.45
2021-01-13,0.08
2021-01-14,1.685
2021-01-15,2.0349998
2021-01-16,0.24
2021-01-17,0.375
2021-01-18,-0.53499997
2021-01-19,-2.59
2021-01-20,0.865
2021-01-21,2.3849998
2021-01-22,5.6499996
2021-01-23,6.22
2021-01-24,3.36
2021-01-25,1.855
2021-01-26,1.9499999
2021-01-27,0.55499995
2021-01-28,0.92999995
2021-01-29,1.6899999
2021-01-30,3.98
2021-01-31,6.095
2021-02-01,3.725
2021-02-02,3.9899998
2021-02-03,4.8599997
2021-02-04,7.1749997
2021-02-05,7.8999996
2021-02-06,8.53
2021-02-07,9.42
2021-02-08,8.815001
2021-02-09,8.879999
2021-02-10,8.87
2021-02-11,5.955
2021-02-12,2.685
2021-02-13,0.10999999
2021-02-14,0.099999994
2021-02-15,0.765
2021-02-16,4.0249996
2021-02-17,6.4649997
2021-02-18,7.575
2021-02-19,8.445
2021-02-20,9.205
2021-02-21,7.8599997
2021-02-22,8.46
2021-02-23,6.3
2021-02-24,9.695
2021-02-25,10.9
2021-02-26,10.55
2021-02-27,9.2
2021-02-28,6.63
2021-03-01,6.63
2021-03-02,7.6499996
2021-03-03,7.6349998
2021-03-04,8.535
2021-03-05,10.6
2021-03-06,6.4799995
2021-03-07,4.83
2021-03-08,5.76
2021-03-09,6.6299996
2021-03-10,7.575
2021-03-11,8.25
2021-03-12,9.775
2021-03-13,9.57
2021-03-14,6.785
2021-03-15,7.255
2021-03-16,8.605
2021-03-17,8.075
2021-03-18,6.305
2021-03-19,4.76
2021-03-20,4.17
2021-03-21,4.4
2021-03-22,7.215
2021-03-23,7.88
2021-03-24,8.26
2021-03-25,9.24
2021-03-26,10.65
2021-03-27,11.385
2021-03-28,12.059999
2021-03-29,12.6
2021-03-30,14.184999
2021-03-31,15.594999
2021-04-01,16.555
2021-04-02,16.97
2021-04-03,12.59
2021-04-04,8.99
2021-04-05,9.664999
2021-04-06,5.685
2021-04-07,4.68
2021-04-08,8.0
2021-04-09,9.965
2021-04-10,11.6449995
2021-04-11,10.94
2021-04-12,12.25
2021-04-13,7.8599997
2021-04-14,7.64
2021-04-15,6.955
2021-04-16,7.8149996
2021-04-17,8.705
2021-04-18,10.445
2021-04-19,10.465
2021-04-20,12.334999
2021-04-21,12.674999
2021-04-22,13.129999
2021-04-23,13.115
2021-04-24,14.58
2021-04-25,16.08
2021-04-26,13.514999
2021-04-27,12.215
2021-04-28,14.2699995
2021-04-29,15.655
2021-04-30,16.965
2021-05-01,16.15
2021-05-02,16.55
2021-05-03,14.1449995
2021-05-04,15.264999
2021-05-05,16.575
2021-05-06,14.775
2021-05-07,17.86
2021-05-08,15.66
2021-05-09,17.025
2021-05-10,18.275
2021-05-11,16.09
2021-05-12,16.130001
2021-05-13,15.43
2021-05-14,14.664999
2021-05-15,15.91
2021-05-16,17.21
2021-05-17,16.475
2021-05-18,17.119999
2021-05-19,14.98
2021-05-20,16.095
2021-05-21,17.56
2021-05-22,18.61
2021-05-23,19.58
2021-05-24,14.84
2021-05-25,17.31
2021-05-26,16.939999
2021-05-27,18.65
2021-05-28,18.195
2021-05-29,19.375
2021-05-30,18.505
2021-05-31,17.955
2021-06-01,18.42
2021-06-02,19.755001
2021-06-03,21.939999
2021-06-04,22.875
2021-06-05,23.599998
2021-06-06,20.845
2021-06-07,20.544998
2021-06-08,22.14
2021-06-09,23.45
2021-06-10,23.07
2021-06-11,22.105
2021-06-12,23.994999
2021-06-13,24.89
2021-06-14,23.14
2021-06-15,23.075
2021-06-16,23.895
2021-06-17,25.305
2021-06-18,25.949999
2021-06-19,26.3
2021-06-20,27.06
2021-06-21,27.305
2021-06-22,26.355
2021-06-23,26.145
2021-06-24,26.445
2021-06-25,24.649998
2021-06-26,24.744999
2021-06-27,25.974998
2021-06-28,26.32
2021-06-29,27.364998
2021-06-30,25.345
2021-07-01,24.445
2021-07-02,24.675
2021-07-03,25.33
2021-07-04,22.515
2021-07-05,23.52
2021-07-06,25.564999
2021-07-07,27.289999
2021-07-08,26.32
2021-07-09,23.88
2021-07-10,25.064999
2021-07-11,26.099998
2021-07-12,26.285
2021-07-13,24.939999
2021-07-14,21.96
2021-07-15,22.599998
2021-07-16,21.425
2021-07-17,22.789999
2021-07-18,25.395
2021-07-19,26.57
2021-07-20,26.48
2021-07-21,26.195
2021-07-22,26.005001
2021-07-23,25.904999
2021-07-24,26.855
2021-07-25,27.615
2021-07-26,25.21
2021-07-27,23.59
2021-07-28,25.355
2021-07-29,26.244999
2021-07-30,27.07
2021-07-31,27.234999
2021-08-01,24.989998
2021-08-02,22.525
2021-08-03,23.695
2021-08-04,23.785
2021-08-05,24.235
2021-08-06,24.325
2021-08-07,25.029999
2021-08-08,25.935
2021-08-09,25.189999
2021-08-10,25.43
2021-08-11,26.904999
2021-08-12,27.46
2021-08-13,27.435
2021-08-14,28.82
2021-08-15,29.039999
2021-08-16,28.015
2021-08-17,23.984999
2021-08-18,22.585
2021-08-19,23.105
2021-08-20,24.439999
2021-08-21,25.47
2021-08-22,26.31
2021-08-23,22.039999
2021-08-24,22.359999
2021-08-25,22.355
2021-08-26,22.494999
2021-08-27,18.880001
2021-08-28,18.89
2021-08-29,19.48
2021-08-30,19.509998
2021-08-31,19.35
2021-09-01,21.064999
2021-09-02,20.634998
2021-09-03,20.645
2021-09-04,21.199999
2021-09-05,21.275
2021-09-06,21.915
2021-09-07,21.404999
2021-09-08,21.175
2021-09-09,21.064999
2021-09-10,21.47
2021-09-11,21.689999
2021-09-12,22.17
2021-09-13,23.25
2021-09-14,23.689999
2021-09-15,24.325
2021-09-16,21.83
2021-09-17,21.994999
2021-09-18,21.49
2021-09-19,20.08
2021-09-20,19.255
2021-09-21,17.965
2021-09-22,16.7
2021-09-23,17.29
2021-09-24,18.654999
2021-09-25,20.064999
2021-09-26,19.11
2021-09-27,18.01
2021-09-28,19.305
2021-09-29,20.3
2021-09-30,18.849998
2021-10-01,16.724998
2021-10-02,16.77
2021-10-03,20.119999
2021-10-04,20.275
2021-10-05,19.465
2021-10-06,16.555
2021-10-07,14.469999
2021-10-08,15.969999
2021-10-09,13.3949995
2021-10-10,12.065
2021-10-11,12.539999
2021-10-12,12.495
2021-10-13,11.735
