time,DED51
2021-01-01,4.3554835
2021-01-02,2.309032
2021-01-03,2.2132256
2021-01-04,1.388387
2021-01-05,0.3880645
2021-01-06,-0.25451612
2021-01-07,0.88548386
2021-01-08,0.85677415
2021-01-09,1.0693548
2021-01-10,0.8390323
2021-01-11,-0.32129034
2021-01-12,-0.6674193
2021-01-13,0.7329032
2021-01-14,1.8129032
2021-01-15,2.1596775
2021-01-16,3.521613
2021-01-17,3.81129
2021-01-18,3.8006449
2021-01-19,3.7538707
2021-01-20,5.348709
2021-01-21,9.711291
2021-01-22,9.403226
2021-01-23,7.966451
2021-01-24,10.14387
2021-01-25,11.053871
2021-01-26,12.249032
2021-01-27,13.659676
2021-01-28,12.766451
2021-01-29,11.697419
2021-01-30,10.547741
2021-01-31,9.377096
2021-02-01,10.885484
2021-02-02,10.488386
2021-02-03,11.366129
2021-02-04,11.067419
2021-02-05,11.054837
2021-02-06,8.907096
2021-02-07,7.9654837
2021-02-08,9.052258
2021-02-09,8.949033
2021-02-10,10.684839
2021-02-11,11.784192
2021-02-12,10.98516
2021-02-13,9.681613
2021-02-14,8.918709
2021-02-15,9.868709
2021-02-16,10.096128
2021-02-17,11.181935
2021-02-18,10.538387
2021-02-19,11.2358055
2021-02-20,11.81516
2021-02-21,9.318386
2021-02-22,8.029354
2021-02-23,8.776773
2021-02-24,10.770646
2021-02-25,10.439677
2021-02-26,11.112257
2021-02-27,10.337742
2021-02-28,9.365162
2021-03-01,9.902581
2021-03-02,10.891936
2021-03-03,11.767742
2021-03-04,10.498387
2021-03-05,10.135806
2021-03-06,10.941613
2021-03-07,9.657097
2021-03-08,8.565483
2021-03-09,8.687742
2021-03-10,8.608387
2021-03-11,11.393227
2021-03-12,10.723226
2021-03-13,9.784516
2021-03-14,10.342903
2021-03-15,10.780968
2021-03-16,11.295162
2021-03-17,12.037742
2021-03-18,8.918386
2021-03-19,6.9951615
2021-03-20,6.624516
2021-03-21,6.7887096
2021-03-22,9.079354
2021-03-23,10.825162
2021-03-24,12.32613
2021-03-25,13.338709
2021-03-26,13.748711
2021-03-27,13.259031
2021-03-28,14.462258
2021-03-29,15.651936
2021-03-30,15.96129
2021-03-31,16.773548
2021-04-01,16.41258
2021-04-02,14.939355
2021-04-03,13.746773
2021-04-04,13.417096
2021-04-05,14.52613
2021-04-06,15.40516
2021-04-07,14.228708
2021-04-08,14.21355
2021-04-09,13.31645
2021-04-10,14.088386
2021-04-11,13.672582
2021-04-12,12.61258
2021-04-13,14.632902
2021-04-14,14.520644
2021-04-15,11.618387
2021-04-16,11.8422575
2021-04-17,10.903227
2021-04-18,11.83903
2021-04-19,14.678065
2021-04-20,14.926452
2021-04-21,13.676453
2021-04-22,14.26742
2021-04-23,14.209678
2021-04-24,13.425808
2021-04-25,12.613548
2021-04-26,14.775807
2021-04-27,14.500645
2021-04-28,14.923224
2021-04-29,12.958065
2021-04-30,11.769677
2021-05-01,11.918064
2021-05-02,12.798387
2021-05-03,13.940645
2021-05-04,15.645484
2021-05-05,16.863226
2021-05-06,18.337744
2021-05-07,19.299353
2021-05-08,19.986448
2021-05-09,15.863548
2021-05-10,13.020323
2021-05-11,12.215484
2021-05-12,14.834516
2021-05-13,15.364839
2021-05-14,16.829676
2021-05-15,19.45
2021-05-16,20.26129
2021-05-17,20.763548
2021-05-18,20.649677
2021-05-19,20.457418
2021-05-20,21.197096
2021-05-21,22.196451
2021-05-22,19.023548
2021-05-23,15.215806
2021-05-24,15.738709
2021-05-25,18.49
2021-05-26,20.376127
2021-05-27,20.185484
2021-05-28,21.367098
2021-05-29,22.553225
2021-05-30,24.709675
2021-05-31,23.761292
2021-06-01,21.054514
2021-06-02,20.470966
2021-06-03,22.309032
2021-06-04,22.552904
2021-06-05,19.578386
2021-06-06,21.458708
2021-06-07,24.12226
2021-06-08,25.435486
2021-06-09,26.294514
2021-06-10,26.49613
2021-06-11,25.883549
2021-06-12,24.522259
2021-06-13,25.757095
2021-06-14,26.557096
2021-06-15,25.934835
2021-06-16,24.506453
2021-06-17,19.732258
2021-06-18,20.406128
2021-06-19,19.514519
2021-06-20,19.108067
2021-06-21,18.648066
2021-06-22,19.359678
2021-06-23,19.681936
2021-06-24,22.67258
2021-06-25,25.027742
2021-06-26,26.562258
2021-06-27,25.176771
2021-06-28,22.900002
2021-06-29,23.28871
2021-06-30,25.230967
2021-07-01,26.431934
2021-07-02,27.368385
2021-07-03,26.310968
2021-07-04,26.624838
2021-07-05,27.335808
2021-07-06,23.489677
2021-07-07,22.529032
2021-07-08,23.808712
2021-07-09,26.6429
2021-07-10,29.344193
2021-07-11,31.314194
2021-07-12,25.173548
2021-07-13,22.623869
2021-07-14,23.277096
2021-07-15,25.411936
2021-07-16,27.18871
2021-07-17,28.502258
2021-07-18,29.256128
2021-07-19,28.168386
2021-07-20,28.586775
2021-07-21,28.749031
2021-07-22,29.785482
2021-07-23,28.813549
2021-07-24,26.85355
2021-07-25,25.81903
2021-07-26,25.469032
2021-07-27,26.313868
2021-07-28,28.667095
2021-07-29,29.176773
2021-07-30,28.201933
2021-07-31,23.270645
2021-08-01,21.966452
2021-08-02,23.827417
2021-08-03,25.566772
2021-08-04,26.920643
2021-08-05,27.617098
2021-08-06,27.82742
2021-08-07,24.74
2021-08-08,24.288387
2021-08-09,26.898386
2021-08-10,28.502579
2021-08-11,30.706772
2021-08-12,31.647097
2021-08-13,33.02387
2021-08-14,34.04838
2021-08-15,33.3629
2021-08-16,30.324514
2021-08-17,26.963549
2021-08-18,26.749676
2021-08-19,26.676126
2021-08-20,27.190966
2021-08-21,28.070644
2021-08-22,28.46
2021-08-23,28.349674
2021-08-24,26.715479
2021-08-25,25.286129
2021-08-26,26.846773
2021-08-27,27.54613
2021-08-28,25.801292
2021-08-29,25.101934
2021-08-30,24.52613
2021-08-31,25.018387
2021-09-01,22.880644
2021-09-02,22.047743
2021-09-03,23.289677
2021-09-04,24.341291
2021-09-05,26.034513
2021-09-06,27.851612
2021-09-07,26.421936
2021-09-08,23.675482
2021-09-09,22.441288
2021-09-10,22.888708
2021-09-11,23.124193
2021-09-12,24.490965
2021-09-13,23.480646
2021-09-14,19.418709
2021-09-15,20.080967
2021-09-16,20.499031
2021-09-17,21.200644
2021-09-18,21.408709
2021-09-19,19.408064
2021-09-20,19.484514
2021-09-21,17.48516
2021-09-22,18.11903
2021-09-23,20.13516
2021-09-24,20.239029
2021-09-25,19.572258
2021-09-26,18.460001
2021-09-27,19.821291
2021-09-28,20.306774
2021-09-29,19.525484
2021-09-30,20.625484
2021-10-01,20.217096
2021-10-02,20.216776
2021-10-03,16.274193
2021-10-04,14.069355
2021-10-05,16.07258
2021-10-06,18.309679
2021-10-07,17.866129
2021-10-08,18.434515
2021-10-09,17.79613
2021-10-10,18.099676
2021-10-11,18.092579
2021-10-12,17.887417
2021-10-13,17.09742
2021-10-14,16.935482
2021-10-15,17.74774
2021-10-16,16.908064
2021-10-17,19.229353
2021-10-18,19.795483
2021-10-19,19.467098
2021-10-20,19.40387
2021-10-21,17.131289
2021-10-22,14.28871
2021-10-23,14.068709
2021-10-24,13.800322
2021-10-25,13.632903
2021-10-26,15.077419
2021-10-27,14.392259
2021-10-28,14.61484
2021-10-29,15.6996765
2021-10-30,16.949999
2021-10-31,18.705807
2021-11-01,15.109677
2021-11-02,11.802258
2021-11-03,9.6596775
2021-11-04,7.974517
2021-11-05,7.5458064
2021-11-06,7.0880647
2021-11-07,6.8332257
2021-11-08,9.960645
2021-11-09,9.587741
2021-11-10,9.562579
2021-11-11,9.380322
2021-11-12,10.0590315
2021-11-13,10.588065
2021-11-14,10.532258
2021-11-15,9.579355
2021-11-16,7.6329036
2021-11-17,7.8293543
2021-11-18,8.944193
2021-11-19,10.893548
2021-11-20,10.853547
2021-11-21,11.634838
2021-11-22,8.211935
2021-11-23,5.108065
2021-11-24,4.7841935
2021-11-25,5.758064
2021-11-26,6.351935
2021-11-27,5.1996775
2021-11-28,4.0625806
2021-11-29,8.653547
2021-11-30,7.5058064
2021-12-01,5.4016128
2021-12-02,6.3103223
2021-12-03,6.520323
2021-12-04,6.5941935
2021-12-05,7.558064
2021-12-06,7.4245152
2021-12-07,7.8819346
2021-12-08,7.759354
2021-12-09,7.15871
2021-12-10,9.712581
2021-12-11,10.673225
2021-12-12,9.0590315
2021-12-13,7.1232257
2021-12-14,7.002903
2021-12-15,7.8722577
2021-12-16,7.4241934
2021-12-17,7.0977416
2021-12-18,6.6232257
2021-12-19,7.5267744
2021-12-20,7.18
2021-12-21,9.795806
2021-12-22,10.120322
2021-12-23,9.21871
2021-12-24,10.21
2021-12-25,10.102258
2021-12-26,11.445483
2021-12-27,12.780322
2021-12-28,10.844194
2021-12-29,9.809676
2021-12-30,8.855806
2021-12-31,9.598387
