time,BG315
2021-01-01,0.35933334
2021-01-02,-1.562
2021-01-03,-0.672
2021-01-04,-0.63133335
2021-01-05,-2.2220001
2021-01-06,-2.1080003
2021-01-07,-2.116
2021-01-08,-3.9446666
2021-01-09,-2.4886665
2021-01-10,-2.2413332
2021-01-11,-3.5013337
2021-01-12,-2.2286668
2021-01-13,-1.114
2021-01-14,-1.3606666
2021-01-15,-0.23333332
2021-01-16,0.70399994
2021-01-17,0.93933326
2021-01-18,2.784
2021-01-19,2.108
2021-01-20,5.5379996
2021-01-21,7.1519995
2021-01-22,5.4680004
2021-01-23,5.624666
2021-01-24,5.81
2021-01-25,8.452
2021-01-26,10.182666
2021-01-27,11.7613325
2021-01-28,11.508667
2021-01-29,9.955999
2021-01-30,7.5680003
2021-01-31,8.242666
2021-02-01,8.226
2021-02-02,9.13
2021-02-03,9.252666
2021-02-04,7.1119995
2021-02-05,8.125333
2021-02-06,4.948
2021-02-07,3.8353336
2021-02-08,5.416
2021-02-09,4.614667
2021-02-10,7.210666
2021-02-11,10.413333
2021-02-12,7.6153326
2021-02-13,6.6546664
2021-02-14,7.630667
2021-02-15,8.879333
2021-02-16,10.213333
2021-02-17,9.362667
2021-02-18,9.931334
2021-02-19,9.246667
2021-02-20,9.822666
2021-02-21,6.4806666
2021-02-22,4.479333
2021-02-23,5.552667
2021-02-24,8.312
2021-02-25,8.336
2021-02-26,9.931333
2021-02-27,8.639333
2021-02-28,6.3700004
2021-03-01,6.025333
2021-03-02,7.4440002
2021-03-03,8.36
2021-03-04,9.077333
2021-03-05,9.063999
2021-03-06,7.9033337
2021-03-07,7.770666
2021-03-08,4.3933334
2021-03-09,3.812667
2021-03-10,5.8146663
2021-03-11,10.159332
2021-03-12,6.3326664
2021-03-13,4.9213333
2021-03-14,6.0286665
2021-03-15,6.7693334
2021-03-16,7.4346666
2021-03-17,8.320666
2021-03-18,4.1086664
2021-03-19,4.1373334
2021-03-20,2.0899997
2021-03-21,3.139333
2021-03-22,5.427333
2021-03-23,7.466
2021-03-24,9.411333
2021-03-25,9.973333
2021-03-26,9.221999
2021-03-27,8.124667
2021-03-28,11.917999
2021-03-29,13.064
2021-03-30,13.319333
2021-03-31,15.318666
2021-04-01,15.345334
2021-04-02,11.602
2021-04-03,10.3566675
2021-04-04,8.819333
2021-04-05,10.937333
2021-04-06,10.351333
2021-04-07,9.394
2021-04-08,11.662665
2021-04-09,9.956666
2021-04-10,11.622
2021-04-11,7.9133334
2021-04-12,7.9186664
2021-04-13,9.638
2021-04-14,12.326665
2021-04-15,10.852
2021-04-16,7.4386663
2021-04-17,5.7933335
2021-04-18,7.6286664
2021-04-19,11.612
2021-04-20,11.212667
2021-04-21,9.771333
2021-04-22,11.156
2021-04-23,11.839999
2021-04-24,12.104001
2021-04-25,10.805333
2021-04-26,11.8566675
2021-04-27,11.758
2021-04-28,11.524
2021-04-29,9.445999
2021-04-30,8.65
2021-05-01,8.2699995
2021-05-02,8.392667
2021-05-03,10.641998
2021-05-04,11.362
2021-05-05,12.797333
2021-05-06,14.604666
2021-05-07,16.196665
2021-05-08,16.557333
2021-05-09,10.378
2021-05-10,8.957999
2021-05-11,7.9113336
2021-05-12,11.7786665
2021-05-13,10.635333
2021-05-14,12.488
2021-05-15,15.102666
2021-05-16,15.238
2021-05-17,14.3046665
2021-05-18,15.264667
2021-05-19,13.598666
2021-05-20,17.065332
2021-05-21,17.007334
2021-05-22,11.057999
2021-05-23,11.418667
2021-05-24,12.002
2021-05-25,13.39
2021-05-26,16.938665
2021-05-27,18.102667
2021-05-28,18.501333
2021-05-29,19.611998
2021-05-30,20.793999
2021-05-31,21.135334
2021-06-01,17.015999
2021-06-02,16.730667
2021-06-03,17.499332
2021-06-04,16.698666
2021-06-05,16.78
2021-06-06,18.179998
2021-06-07,20.152666
2021-06-08,21.67
2021-06-09,21.647999
2021-06-10,22.076664
2021-06-11,22.292665
2021-06-12,21.208
2021-06-13,21.895332
2021-06-14,22.376669
2021-06-15,21.757998
2021-06-16,20.898664
2021-06-17,16.991333
2021-06-18,15.745333
2021-06-19,15.130667
2021-06-20,15.061999
2021-06-21,13.372666
2021-06-22,14.693332
2021-06-23,14.781333
2021-06-24,16.97
2021-06-25,20.329332
2021-06-26,21.668
2021-06-27,18.328667
2021-06-28,15.8933325
2021-06-29,17.475334
2021-06-30,20.095333
2021-07-01,21.491999
2021-07-02,22.415998
2021-07-03,21.333334
2021-07-04,19.973333
2021-07-05,22.260664
2021-07-06,15.906
2021-07-07,16.070667
2021-07-08,17.571333
2021-07-09,21.509333
2021-07-10,24.231998
2021-07-11,26.552666
2021-07-12,16.862665
2021-07-13,15.928666
2021-07-14,17.664665
2021-07-15,20.056665
2021-07-16,22.590666
2021-07-17,23.742
2021-07-18,23.258
2021-07-19,23.135336
2021-07-20,24.494667
2021-07-21,24.582666
2021-07-22,24.719332
2021-07-23,22.547333
2021-07-24,19.239998
2021-07-25,19.576666
2021-07-26,20.400667
2021-07-27,22.330666
2021-07-28,22.953333
2021-07-29,24.287998
2021-07-30,22.282
2021-07-31,16.676666
2021-08-01,16.25
2021-08-02,19.14533
2021-08-03,20.862667
2021-08-04,21.949333
2021-08-05,22.23
2021-08-06,21.616667
2021-08-07,18.048
2021-08-08,18.680666
2021-08-09,22.066
2021-08-10,24.108002
2021-08-11,26.374666
2021-08-12,27.252665
2021-08-13,27.714666
2021-08-14,29.571331
2021-08-15,27.69333
2021-08-16,22.562666
2021-08-17,19.901333
2021-08-18,20.274666
2021-08-19,21.084665
2021-08-20,22.868666
2021-08-21,23.297333
2021-08-22,24.078667
2021-08-23,24.328667
2021-08-24,22.722002
2021-08-25,21.443333
2021-08-26,23.092001
2021-08-27,23.284
2021-08-28,21.924665
2021-08-29,21.084002
2021-08-30,20.865332
2021-08-31,21.299334
2021-09-01,18.262
2021-09-02,17.404667
2021-09-03,18.914667
2021-09-04,19.99
2021-09-05,22.173332
2021-09-06,24.299334
2021-09-07,22.091331
2021-09-08,18.564667
2021-09-09,18.331331
2021-09-10,17.643333
2021-09-11,17.493334
2021-09-12,19.963999
2021-09-13,19.258667
2021-09-14,15.233999
2021-09-15,15.730666
2021-09-16,16.661333
2021-09-17,17.099333
2021-09-18,15.906666
2021-09-19,14.433334
2021-09-20,13.908667
2021-09-21,12.728667
2021-09-22,14.672
2021-09-23,16.346666
2021-09-24,16.698
2021-09-25,14.628
2021-09-26,15.175333
2021-09-27,15.794665
2021-09-28,15.574
2021-09-29,13.650666
2021-09-30,14.944667
2021-10-01,16.014668
2021-10-02,15.709332
2021-10-03,11.181333
2021-10-04,10.068666
2021-10-05,13.073999
2021-10-06,14.038666
2021-10-07,14.3793335
2021-10-08,14.8133335
2021-10-09,13.662
2021-10-10,13.447332
2021-10-11,14.368
2021-10-12,14.468
2021-10-13,13.382
2021-10-14,13.874
2021-10-15,14.065333
2021-10-16,13.415333
2021-10-17,15.592666
2021-10-18,17.071333
2021-10-19,17.764
2021-10-20,17.308664
2021-10-21,12.401333
2021-10-22,10.307332
2021-10-23,9.92
2021-10-24,10.360666
2021-10-25,10.535334
2021-10-26,10.9
2021-10-27,11.488001
2021-10-28,10.707999
2021-10-29,11.731999
2021-10-30,14.151999
2021-10-31,14.315999
2021-11-01,9.878667
2021-11-02,8.198667
2021-11-03,5.2046666
2021-11-04,4.1646667
2021-11-05,3.5413332
2021-11-06,3.8860002
2021-11-07,3.8413332
2021-11-08,7.563333
2021-11-09,7.185333
2021-11-10,6.982
2021-11-11,5.8226657
2021-11-12,6.6106668
2021-11-13,6.0466666
2021-11-14,5.3946667
2021-11-15,5.1159997
2021-11-16,4.74
2021-11-17,4.456
2021-11-18,4.7693334
2021-11-19,8.273334
2021-11-20,8.705999
2021-11-21,8.138
2021-11-22,3.128
2021-11-23,0.67266667
2021-11-24,1.8526666
2021-11-25,3.2726667
2021-11-26,2.3133333
2021-11-27,1.3840001
2021-11-28,1.0766666
2021-11-29,5.6573334
2021-11-30,4.4726663
2021-12-01,3.0186665
2021-12-02,2.4093332
2021-12-03,3.912
2021-12-04,6.727333
2021-12-05,4.0133333
2021-12-06,5.734667
2021-12-07,8.092
2021-12-08,2.9153335
2021-12-09,4.46
2021-12-10,7.803333
2021-12-11,7.3379993
2021-12-12,7.5106664
2021-12-13,6.9966664
2021-12-14,6.4446664
2021-12-15,6.9673333
2021-12-16,6.7833333
2021-12-17,6.615333
2021-12-18,4.8613334
2021-12-19,6.025333
2021-12-20,6.7640004
2021-12-21,9.914667
2021-12-22,8.754667
2021-12-23,7.3146667
2021-12-24,7.558
2021-12-25,6.694
2021-12-26,8.486666
2021-12-27,9.373999
2021-12-28,8.739333
2021-12-29,8.489333
2021-12-30,9.275332
2021-12-31,10.858666
