time,BG321
2021-01-01,0.11923076
2021-01-02,-0.66999996
2021-01-03,-0.45692307
2021-01-04,-1.4511539
2021-01-05,-1.763846
2021-01-06,-1.0180769
2021-01-07,-2.9573073
2021-01-08,-3.5211537
2021-01-09,-2.2838461
2021-01-10,-1.0442307
2021-01-11,-1.4319232
2021-01-12,-0.9476923
2021-01-13,0.55615383
2021-01-14,0.5934616
2021-01-15,1.9257692
2021-01-16,0.42115387
2021-01-17,1.6207693
2021-01-18,2.389231
2021-01-19,2.7573078
2021-01-20,5.088077
2021-01-21,7.638077
2021-01-22,5.6011534
2021-01-23,5.378077
2021-01-24,5.7734613
2021-01-25,5.033846
2021-01-26,6.5592303
2021-01-27,11.412308
2021-01-28,10.966924
2021-01-29,10.604229
2021-01-30,7.1530766
2021-01-31,7.8623075
2021-02-01,9.176153
2021-02-02,8.938461
2021-02-03,8.939615
2021-02-04,7.7069225
2021-02-05,8.249615
2021-02-06,4.4726925
2021-02-07,2.1342306
2021-02-08,5.3369236
2021-02-09,4.422308
2021-02-10,5.373846
2021-02-11,8.127692
2021-02-12,6.8034616
2021-02-13,5.697692
2021-02-14,7.196154
2021-02-15,9.353846
2021-02-16,8.211538
2021-02-17,9.045769
2021-02-18,9.388845
2021-02-19,10.436922
2021-02-20,11.365769
2021-02-21,7.248077
2021-02-22,3.885
2021-02-23,6.833462
2021-02-24,10.068076
2021-02-25,7.611923
2021-02-26,8.7069235
2021-02-27,7.6719236
2021-02-28,4.9123073
2021-03-01,6.3392305
2021-03-02,8.483846
2021-03-03,8.206538
2021-03-04,8.105769
2021-03-05,7.6330767
2021-03-06,5.6661534
2021-03-07,5.633846
2021-03-08,3.1507692
2021-03-09,1.5334615
2021-03-10,4.562692
2021-03-11,9.903076
2021-03-12,6.5061536
2021-03-13,5.987308
2021-03-14,5.7615385
2021-03-15,5.7719226
2021-03-16,6.8592305
2021-03-17,7.460384
2021-03-18,3.7461538
2021-03-19,4.0123076
2021-03-20,2.3549998
2021-03-21,4.186154
2021-03-22,5.143461
2021-03-23,6.8196154
2021-03-24,8.264616
2021-03-25,9.791154
2021-03-26,8.928077
2021-03-27,8.138077
2021-03-28,9.651154
2021-03-29,13.15346
2021-03-30,14.138846
2021-03-31,14.820001
2021-04-01,14.337692
2021-04-02,12.1353855
2021-04-03,9.008462
2021-04-04,7.2
2021-04-05,8.6061535
2021-04-06,7.1203847
2021-04-07,5.62
2021-04-08,8.891923
2021-04-09,8.769615
2021-04-10,10.596923
2021-04-11,4.506539
2021-04-12,4.561923
2021-04-13,5.569616
2021-04-14,9.467691
2021-04-15,7.0603848
2021-04-16,3.9984612
2021-04-17,3.4165385
2021-04-18,6.688077
2021-04-19,8.798077
2021-04-20,9.895769
2021-04-21,9.861923
2021-04-22,9.904615
