time,FRH04
2021-07-17,22.959581
2021-07-18,20.856249
2021-07-19,18.20875
2021-07-20,17.41125
2021-07-21,17.8375
2021-07-22,18.732084
2021-07-23,18.81458
2021-07-24,20.791248
2021-07-25,21.840834
2021-07-26,23.018332
2021-07-27,23.39583
2021-07-28,20.90125
2021-07-29,20.239582
2021-07-30,18.523748
2021-07-31,19.674583
2021-08-01,17.710833
2021-08-02,16.863333
2021-08-03,16.532082
2021-08-04,17.065834
2021-08-05,16.659164
2021-08-06,18.103333
2021-08-07,18.5575
2021-08-08,19.429585
2021-08-09,18.274582
2021-08-10,18.122084
2021-08-11,17.266249
2021-08-12,18.318333
2021-08-13,21.175
2021-08-14,20.729166
2021-08-15,19.531248
2021-08-16,19.53875
2021-08-17,15.839583
2021-08-18,15.967915
2021-08-19,17.6875
2021-08-20,16.998335
2021-08-21,16.637085
2021-08-22,16.550001
2021-08-23,16.129583
2021-08-24,15.208751
2021-08-25,13.625834
2021-08-26,14.38
2021-08-27,13.929166
2021-08-28,14.185
2021-08-29,15.398334
2021-08-30,15.369582
2021-08-31,16.049166
2021-09-01,15.880001
2021-09-02,16.20708
2021-09-03,15.712085
2021-09-04,14.30375
2021-09-05,14.747917
2021-09-06,15.426666
2021-09-07,16.982082
2021-09-08,17.018333
2021-09-09,18.682081
2021-09-10,19.944166
2021-09-11,19.072084
2021-09-12,18.177916
2021-09-13,16.567917
2021-09-14,15.301248
2021-09-15,16.730417
2021-09-16,17.753334
2021-09-17,15.187916
2021-09-18,13.146251
2021-09-19,11.68875
2021-09-20,12.029999
2021-09-21,10.808333
2021-09-22,12.248333
2021-09-23,13.347917
2021-09-24,14.282917
2021-09-25,16.33875
2021-09-26,16.335417
2021-09-27,16.082083
2021-09-28,14.778335
2021-09-29,13.804166
2021-09-30,11.508334
2021-10-01,11.659167
2021-10-02,13.242499
2021-10-03,15.594998
2021-10-04,15.288333
2021-10-05,16.05375
2021-10-06,14.186248
2021-10-07,11.904583
2021-10-08,11.066667
2021-10-09,7.952083
2021-10-10,7.366667
2021-10-11,7.9912505
2021-10-12,8.445001
2021-10-13,7.25125
2021-10-14,8.586667
2021-10-15,11.096665
2021-10-16,8.69125
2021-10-17,9.4037485
2021-10-18,9.566667
2021-10-19,11.812084
2021-10-20,15.520416
2021-10-21,12.48
2021-10-22,7.452083
2021-10-23,7.3058333
2021-10-24,6.69
2021-10-25,7.046667
2021-10-26,8.727499
2021-10-27,11.509167
2021-10-28,12.097084
2021-10-29,9.3012495
2021-10-30,9.912084
2021-10-31,12.002918
2021-11-01,9.855833
2021-11-02,8.6
2021-11-03,6.7437496
2021-11-04,6.7512493
2021-11-05,7.737499
2021-11-06,8.252917
2021-11-07,7.8354173
2021-11-08,7.5766664
2021-11-09,6.235
2021-11-10,5.940417
2021-11-11,4.856667
2021-11-12,7.08625
2021-11-13,6.2724996
2021-11-14,5.466667
2021-11-15,5.3295836
2021-11-16,5.0724998
2021-11-17,4.597083
2021-11-18,6.8329163
2021-11-19,10.422917
2021-11-20,10.942084
2021-11-21,7.4762497
2021-11-22,3.9679163
2021-11-23,3.3600004
2021-11-24,6.4937496
2021-11-25,4.6291666
2021-11-26,3.6245835
2021-11-27,1.5479168
2021-11-28,1.5024999
2021-11-29,1.2866668
2021-11-30,1.4362499
2021-12-01,2.11
2021-12-02,3.1425
2021-12-03,-0.32333335
2021-12-04,0.59499997
2021-12-05,-0.15958332
2021-12-06,-0.82125
2021-12-07,-2.2475002
2021-12-08,-3.01625
2021-12-09,-3.3141668
2021-12-10,-1.2675
2021-12-11,-2.1104167
2021-12-12,-1.8649998
2021-12-13,1.6283332
2021-12-14,4.4199996
2021-12-15,6.105417
2021-12-16,6.9191666
2021-12-17,4.5554166
2021-12-18,4.27
2021-12-19,4.2675004
2021-12-20,0.86041665
2021-12-21,-1.0945833
2021-12-22,-2.6362498
2021-12-23,-2.1091666
2021-12-24,-0.5729167
2021-12-25,-6.031667
2021-12-26,-8.2074995
2021-12-27,-7.999583
2021-12-28,-4.2758327
2021-12-29,-0.24625002
2021-12-30,3.783333
2021-12-31,9.759999
