time,CH012
2021-01-01,-0.20411766
2021-01-02,-0.52147055
2021-01-03,-1.2929411
2021-01-04,-1.970294
2021-01-05,-1.3155882
2021-01-06,-1.6232352
2021-01-07,-2.8805883
2021-01-08,-3.5073528
2021-01-09,-6.212647
2021-01-10,-6.738529
2021-01-11,-3.6070588
2021-01-12,-1.8682353
2021-01-13,-2.3108823
2021-01-14,-8.510588
2021-01-15,-15.493236
2021-01-16,-18.139116
2021-01-17,-15.5558815
2021-01-18,-9.631176
2021-01-19,-9.0773535
2021-01-20,-9.729706
2021-01-21,-3.3544116
2021-01-22,1.8382353
2021-01-23,1.2349999
2021-01-24,1.8291175
2021-01-25,0.9620588
2021-01-26,0.021176472
2021-01-27,0.27264708
2021-01-28,-1.8382353
2021-01-29,-2.4941177
2021-01-30,-3.9370584
2021-01-31,-3.7567647
2021-02-01,-3.1488235
2021-02-02,-4.9564705
2021-02-03,-3.6988235
2021-02-04,-8.517059
2021-02-05,-12.026764
2021-02-06,-15.990295
2021-02-07,-14.441765
2021-02-08,-10.395882
2021-02-09,-12.287941
2021-02-10,-13.93
2021-02-11,-13.012058
2021-02-12,-14.346471
2021-02-13,-8.400588
2021-02-14,-4.947941
2021-02-15,-9.754999
2021-02-16,-5.4911766
2021-02-17,-12.241765
2021-02-18,-15.75294
2021-02-19,-12.474706
2021-02-20,-7.2082353
2021-02-21,1.6135294
2021-02-22,1.6411765
2021-02-23,-0.59323525
2021-02-24,2.3488235
2021-02-25,5.7120585
2021-02-26,4.0655885
2021-02-27,1.38
2021-02-28,2.4620588
2021-03-01,3.082353
2021-03-02,3.1032352
2021-03-03,1.3211764
2021-03-04,-0.4314706
2021-03-05,-3.897941
2021-03-06,-3.4235291
2021-03-07,-2.5947058
2021-03-08,-6.379706
2021-03-09,-7.867647
2021-03-10,-5.48647
2021-03-11,-3.387059
2021-03-12,0.22264706
2021-03-13,2.6735291
2021-03-14,2.657647
2021-03-15,2.0035293
2021-03-16,1.5438235
2021-03-17,-0.67264706
2021-03-18,-0.6585294
2021-03-19,-3.9735296
2021-03-20,-5.1073527
2021-03-21,0.10470588
2021-03-22,-0.8232352
2021-03-23,-0.73617643
2021-03-24,4.1864705
2021-03-25,4.4747057
2021-03-26,5.074412
2021-03-27,6.602941
2021-03-28,5.6367645
2021-03-29,5.1352944
2021-03-30,8.147353
2021-03-31,7.2544117
2021-04-01,4.1370587
2021-04-02,1.9297059
2021-04-03,2.1008823
2021-04-04,2.648235
2021-04-05,3.180294
2021-04-06,0.7970588
2021-04-07,1.6079412
2021-04-08,1.4511764
2021-04-09,3.370588
2021-04-10,4.292647
2021-04-11,5.3311763
2021-04-12,12.502058
2021-04-13,6.2505884
