time,ITH10
2021-01-01,0.57
2021-01-02,2.07
2021-01-03,2.3799999
2021-01-04,3.46
2021-01-05,2.61
2021-01-06,2.3799999
2021-01-07,-0.089999996
2021-01-08,-0.099999994
2021-01-09,1.16
2021-01-10,1.68
2021-01-11,5.18
2021-01-12,5.93
2021-01-13,2.9299998
2021-01-14,4.25
2021-01-15,0.69
2021-01-16,3.32
2021-01-17,4.72
2021-01-18,4.38
2021-01-19,8.179999
2021-01-20,9.61
2021-01-21,4.74
2021-01-22,2.9299998
2021-01-23,1.02
2021-01-24,-0.91999996
2021-01-25,0.72999996
2021-01-26,2.46
2021-01-27,5.81
2021-01-28,7.81
2021-01-29,8.57
2021-01-30,4.2999997
2021-01-31,0.53
2021-02-01,3.3999999
2021-02-02,5.7599998
2021-02-03,8.309999
2021-02-04,5.85
2021-02-05,7.8999996
2021-02-06,5.19
2021-02-07,1.3
2021-02-08,-1.09
2021-02-09,-0.74
2021-02-10,-0.29
2021-02-11,-2.12
2021-02-12,-0.89
2021-02-13,-1.54
2021-02-14,0.87
2021-02-15,7.3399997
2021-02-16,9.03
2021-02-17,8.7699995
2021-02-18,8.45
2021-02-19,6.3999996
2021-02-20,10.91
2021-02-21,11.03
2021-02-22,8.57
2021-02-23,9.2
2021-02-24,13.5199995
2021-02-25,10.24
2021-02-26,6.56
2021-02-27,5.5899997
2021-02-28,5.71
2021-03-01,4.44
2021-03-02,5.29
2021-03-03,5.19
2021-03-04,5.0699997
2021-03-05,4.46
2021-03-06,2.8799999
2021-03-07,3.7099998
2021-03-08,5.39
2021-03-09,7.1099997
2021-03-10,7.2
2021-03-11,9.7
2021-03-12,7.0
2021-03-13,6.81
2021-03-14,7.21
2021-03-15,9.44
2021-03-16,9.429999
2021-03-17,7.81
2021-03-18,6.89
2021-03-19,7.95
2021-03-20,8.04
2021-03-21,7.94
2021-03-22,6.25
2021-03-23,7.2599998
2021-03-24,9.08
2021-03-25,8.78
2021-03-26,9.719999
2021-03-27,6.15
2021-03-28,10.719999
2021-03-29,13.03
2021-03-30,13.21
