time,DEB17
2021-01-01,4.7999997
2021-01-02,5.97
2021-01-03,5.39
2021-01-04,4.21
2021-01-05,3.5
2021-01-06,2.74
2021-01-07,3.23
2021-01-08,2.1299999
2021-01-09,1.61
2021-01-10,1.49
2021-01-11,0.58
2021-01-12,0.89
2021-01-13,2.51
2021-01-14,5.0499997
2021-01-15,3.09
2021-01-16,1.26
2021-01-17,1.77
2021-01-18,0.78999996
2021-01-19,1.5999999
2021-01-20,4.93
2021-01-21,7.5
2021-01-22,8.599999
2021-01-23,6.3599997
2021-01-24,4.72
2021-01-25,4.29
2021-01-26,3.5
2021-01-27,1.9799999
2021-01-28,4.36
2021-01-29,6.2999997
2021-01-30,6.5099998
2021-01-31,5.74
2021-02-01,6.1
2021-02-02,6.94
2021-02-03,8.17
2021-02-04,9.87
2021-02-05,9.53
2021-02-06,9.059999
2021-02-07,8.55
2021-02-08,6.83
2021-02-09,8.32
2021-02-10,8.889999
2021-02-11,7.52
2021-02-12,3.1299999
2021-02-13,-1.1999999
2021-02-14,-1.5699999
2021-02-15,0.22
2021-02-16,3.4099998
2021-02-17,6.43
2021-02-18,6.94
2021-02-19,8.09
2021-02-20,8.13
2021-02-21,8.13
2021-02-22,8.5
2021-02-23,8.91
2021-02-24,10.98
2021-02-25,10.53
2021-02-26,10.48
2021-02-27,10.01
2021-02-28,7.16
2021-03-01,5.81
2021-03-02,6.56
2021-03-03,7.06
2021-03-04,7.23
2021-03-05,9.21
2021-03-06,5.16
2021-03-07,4.44
2021-03-08,6.1099997
2021-03-09,6.23
2021-03-10,6.22
2021-03-11,7.3999996
2021-03-12,9.48
2021-03-13,8.679999
2021-03-14,6.72
2021-03-15,6.68
2021-03-16,8.059999
2021-03-17,6.48
2021-03-18,4.85
2021-03-19,3.61
2021-03-20,3.3999999
2021-03-21,3.6599998
2021-03-22,5.97
2021-03-23,5.64
2021-03-24,7.4199996
2021-03-25,8.69
2021-03-26,9.16
2021-03-27,9.92
2021-03-28,10.9
2021-03-29,11.99
2021-03-30,13.67
2021-03-31,14.69
2021-04-01,15.349999
2021-04-02,14.62
2021-04-03,12.11
2021-04-04,8.58
2021-04-05,8.7
2021-04-06,5.27
2021-04-07,3.9299998
2021-04-08,6.35
2021-04-09,8.69
2021-04-10,8.5199995
2021-04-11,10.53
2021-04-12,10.71
2021-04-13,6.3999996
2021-04-14,6.48
2021-04-15,6.56
2021-04-16,7.17
2021-04-17,7.47
2021-04-18,7.5299997
2021-04-19,7.81
2021-04-20,9.41
2021-04-21,10.889999
2021-04-22,11.05
2021-04-23,11.62
2021-04-24,12.71
2021-04-25,14.61
2021-04-26,12.95
2021-04-27,10.9
2021-04-28,12.15
2021-04-29,13.15
2021-04-30,15.0199995
2021-05-01,15.4
2021-05-02,13.57
