time,DEE07
2021-01-01,5.857
2021-01-02,4.342
2021-01-03,4.602
2021-01-04,3.763
2021-01-05,2.7299998
2021-01-06,1.544
2021-01-07,0.9570001
2021-01-08,0.93499994
2021-01-09,0.983
2021-01-10,1.658
2021-01-11,1.3589998
2021-01-12,2.531
2021-01-13,5.578
2021-01-14,6.3789997
2021-01-15,7.968
2021-01-16,6.935
2021-01-17,10.157999
2021-01-18,7.879
2021-01-19,6.203
2021-01-20,6.227
2021-01-21,9.178999
2021-01-22,10.232
2021-01-23,9.258
2021-01-24,10.67
2021-01-25,9.223
2021-01-26,8.531
2021-01-27,13.028999
2021-01-28,15.918999
2021-01-29,15.836
2021-01-30,12.282
2021-01-31,13.054001
2021-02-01,15.0130005
2021-02-02,13.779999
2021-02-03,11.548
2021-02-04,11.199999
2021-02-05,11.346001
2021-02-06,12.208999
2021-02-07,8.455
2021-02-08,8.5859995
2021-02-09,9.541999
2021-02-10,9.3810005
2021-02-11,10.886
2021-02-12,11.101999
2021-02-13,11.216
2021-02-14,7.421
2021-02-15,8.157
2021-02-16,10.223999
2021-02-17,10.580999
2021-02-18,9.6189995
2021-02-19,9.250999
2021-02-20,9.945001
2021-02-21,11.065001
2021-02-22,10.333
2021-02-23,10.598001
2021-02-24,11.626999
2021-02-25,11.026
2021-02-26,9.783999
2021-02-27,10.257999
2021-02-28,10.139
2021-03-01,10.367
2021-03-02,10.594999
2021-03-03,10.518999
2021-03-04,9.955
2021-03-05,9.626
2021-03-06,9.459001
2021-03-07,9.655
2021-03-08,8.639
2021-03-09,9.281
2021-03-10,8.181
2021-03-11,11.382001
2021-03-12,11.747
2021-03-13,10.364
2021-03-14,11.6970005
2021-03-15,10.9
2021-03-16,11.997
2021-03-17,12.62
2021-03-18,10.018
2021-03-19,6.505
2021-03-20,6.7669997
2021-03-21,8.954
2021-03-22,10.67
2021-03-23,10.498999
2021-03-24,11.676999
2021-03-25,12.094
2021-03-26,13.184
2021-03-27,12.223001
2021-03-28,12.021001
2021-03-29,13.080999
2021-03-30,13.636999
2021-03-31,12.515
2021-04-01,13.451999
2021-04-02,14.194
2021-04-03,15.525
