time,DEF09
2021-01-01,8.460588
2021-01-02,6.4117646
2021-01-03,4.8347054
2021-01-04,5.187647
2021-01-05,4.834706
2021-01-06,5.2647057
2021-01-07,7.113529
2021-01-08,6.999411
2021-01-09,5.52
2021-01-10,4.4582357
2021-01-11,5.3105884
2021-01-12,4.892353
2021-01-13,5.335294
2021-01-14,5.024706
2021-01-15,6.1123533
2021-01-16,6.6847057
2021-01-17,7.485882
2021-01-18,7.820588
2021-01-19,8.111176
2021-01-20,13.17647
2021-01-21,12.704118
2021-01-22,13.795882
2021-01-23,12.205882
2021-01-24,13.822942
2021-01-25,14.777058
2021-01-26,15.418235
2021-01-27,15.540001
2021-01-28,14.191765
2021-01-29,12.287646
2021-01-30,14.181176
2021-01-31,13.2064705
2021-02-01,14.41647
2021-02-02,14.334706
2021-02-03,14.8652935
2021-02-04,13.422354
2021-02-05,11.227058
2021-02-06,11.403529
2021-02-07,10.585295
2021-02-08,12.951764
2021-02-09,12.617646
2021-02-10,15.208236
2021-02-11,15.48647
2021-02-12,13.364118
2021-02-13,12.714119
2021-02-14,13.384706
2021-02-15,14.058824
2021-02-16,12.581765
2021-02-17,13.0435295
2021-02-18,11.815293
2021-02-19,12.337058
2021-02-20,13.815882
2021-02-21,10.540586
2021-02-22,9.607647
2021-02-23,12.094118
2021-02-24,12.961765
2021-02-25,12.602941
2021-02-26,13.858234
2021-02-27,12.632941
2021-02-28,12.627058
2021-03-01,13.797646
2021-03-02,13.884117
2021-03-03,14.337647
2021-03-04,13.62
2021-03-05,12.999413
2021-03-06,13.318823
2021-03-07,13.681765
2021-03-08,11.397647
2021-03-09,11.882941
2021-03-10,12.412352
2021-03-11,12.822352
2021-03-12,13.723529
2021-03-13,12.229411
2021-03-14,13.7229395
2021-03-15,14.569411
2021-03-16,14.888236
2021-03-17,15.195882
2021-03-18,13.58647
2021-03-19,11.952941
2021-03-20,11.342353
2021-03-21,9.731177
2021-03-22,11.822941
2021-03-23,12.743529
2021-03-24,13.3570595
2021-03-25,13.457058
2021-03-26,14.30294
2021-03-27,16.571178
2021-03-28,17.074116
2021-03-29,17.74
2021-03-30,18.293528
2021-03-31,20.199411
2021-04-01,17.462353
2021-04-02,15.551765
2021-04-03,15.291177
2021-04-04,16.86647
2021-04-05,17.020586
2021-04-06,17.537647
2021-04-07,16.968235
2021-04-08,16.201765
2021-04-09,16.52
2021-04-10,16.577648
2021-04-11,17.199999
2021-04-12,16.444117
2021-04-13,17.137648
2021-04-14,16.66941
2021-04-15,16.39
2021-04-16,16.218824
2021-04-17,16.299412
2021-04-18,16.35647
2021-04-19,17.634117
2021-04-20,16.295294
2021-04-21,15.275293
2021-04-22,17.96647
2021-04-23,17.124117
2021-04-24,16.384706
2021-04-25,16.488823
2021-04-26,17.202354
2021-04-27,17.72
2021-04-28,15.975295
2021-04-29,14.397647
2021-04-30,13.980587
2021-05-01,12.89353
2021-05-02,13.895883
2021-05-03,15.620001
2021-05-04,18.25706
2021-05-05,18.994118
2021-05-06,19.848824
2021-05-07,20.428236
2021-05-08,19.843527
2021-05-09,15.757058
2021-05-10,13.97647
2021-05-11,13.897058
2021-05-12,16.088823
2021-05-13,17.409412
2021-05-14,18.731766
2021-05-15,21.13353
2021-05-16,21.69059
2021-05-17,22.144117
2021-05-18,21.53059
2021-05-19,22.768822
2021-05-20,22.598824
2021-05-21,22.645292
2021-05-22,19.38
2021-05-23,17.873528
2021-05-24,17.740587
2021-05-25,21.13941
2021-05-26,21.18588
2021-05-27,19.299414
2021-05-28,21.788235
2021-05-29,23.377645
2021-05-30,24.127645
2021-05-31,22.017057
2021-06-01,19.234705
2021-06-02,19.517057
2021-06-03,19.757645
2021-06-04,20.317646
2021-06-05,21.42
2021-06-06,23.289413
2021-06-07,25.015884
2021-06-08,25.585882
2021-06-09,25.287645
2021-06-10,25.134115
2021-06-11,23.61
2021-06-12,23.261177
2021-06-13,23.192352
2021-06-14,22.42706
2021-06-15,22.675293
2021-06-16,22.114704
2021-06-17,20.32353
2021-06-18,19.452353
2021-06-19,18.87353
2021-06-20,17.917646
2021-06-21,18.027647
2021-06-22,19.966469
2021-06-23,21.984705
2021-06-24,23.438234
2021-06-25,24.90588
2021-06-26,23.444704
2021-06-27,22.207645
2021-06-28,21.35235
2021-06-29,22.289999
2021-06-30,22.657646
2021-07-01,23.099411
2021-07-02,23.651176
2021-07-03,24.762352
2021-07-04,24.193527
2021-07-05,25.164116
2021-07-06,22.102354
2021-07-07,22.38294
2021-07-08,24.57294
2021-07-09,26.781763
2021-07-10,28.90941
2021-07-11,28.48765
2021-07-12,23.869411
2021-07-13,23.33353
2021-07-14,24.385294
2021-07-15,26.058823
2021-07-16,27.351177
2021-07-17,26.894117
2021-07-18,26.915295
2021-07-19,24.299412
2021-07-20,23.728233
2021-07-21,25.201174
2021-07-22,26.305292
2021-07-23,26.47941
2021-07-24,25.804117
2021-07-25,24.68294
2021-07-26,25.238235
2021-07-27,25.695295
2021-07-28,27.017647
2021-07-29,26.91588
2021-07-30,25.715881
2021-07-31,23.178822
2021-08-01,22.362352
2021-08-02,23.754116
2021-08-03,24.70882
2021-08-04,26.640587
2021-08-05,26.908234
2021-08-06,25.92353
2021-08-07,24.082352
2021-08-08,22.625881
2021-08-09,23.694117
2021-08-10,27.084118
2021-08-11,27.004705
2021-08-12,28.32294
2021-08-13,30.327059
2021-08-14,30.328236
2021-08-15,30.81353
2021-08-16,30.240585
2021-08-17,25.881765
2021-08-18,25.161177
2021-08-19,24.798822
2021-08-20,24.47412
2021-08-21,25.78706
2021-08-22,27.487059
2021-08-23,26.904118
2021-08-24,25.802353
2021-08-25,24.205881
2021-08-26,24.824705
2021-08-27,23.925882
2021-08-28,22.508821
2021-08-29,23.098236
2021-08-30,23.414116
2021-08-31,24.401175
2021-09-01,23.367647
2021-09-02,23.305294
2021-09-03,23.261765
2021-09-04,24.825293
2021-09-05,26.647644
2021-09-06,28.15
2021-09-07,25.489414
2021-09-08,23.42941
2021-09-09,22.902351
2021-09-10,23.724705
2021-09-11,24.348234
2021-09-12,24.61647
2021-09-13,24.191763
2021-09-14,20.799412
2021-09-15,21.27941
2021-09-16,22.288822
2021-09-17,23.462942
2021-09-18,21.787645
2021-09-19,22.325882
2021-09-20,21.92294
2021-09-21,22.26235
2021-09-22,22.035294
2021-09-23,21.051765
2021-09-24,20.327059
2021-09-25,19.791765
2021-09-26,20.182352
2021-09-27,21.774117
2021-09-28,21.668823
2021-09-29,21.382353
2021-09-30,22.447647
2021-10-01,21.729412
2021-10-02,22.027647
2021-10-03,17.86
2021-10-04,17.610588
2021-10-05,19.538235
2021-10-06,22.760002
2021-10-07,21.931763
2021-10-08,21.444117
2021-10-09,21.011175
2021-10-10,21.654705
2021-10-11,21.958822
2021-10-12,21.731176
2021-10-13,21.005295
2021-10-14,20.714117
2021-10-15,19.878824
2021-10-16,20.434118
2021-10-17,21.401764
2021-10-18,22.08941
2021-10-19,21.94
2021-10-20,21.634117
2021-10-21,19.345882
2021-10-22,17.205294
2021-10-23,17.414114
2021-10-24,17.895884
2021-10-25,17.461765
2021-10-26,17.965881
2021-10-27,17.380587
2021-10-28,17.57059
2021-10-29,17.71294
2021-10-30,21.287058
2021-10-31,20.88706
2021-11-01,19.77588
2021-11-02,16.654118
2021-11-03,14.001763
2021-11-04,12.030587
2021-11-05,12.201178
2021-11-06,11.169411
2021-11-07,10.629412
2021-11-08,12.172354
2021-11-09,13.102941
2021-11-10,13.317648
2021-11-11,13.001176
2021-11-12,12.655882
2021-11-13,13.515882
2021-11-14,14.691764
2021-11-15,12.721764
2021-11-16,12.237647
2021-11-17,12.367058
2021-11-18,13.615294
