time,DEE04
2021-01-01,3.7042859
2021-01-02,1.892857
2021-01-03,1.3814286
2021-01-04,0.9421429
2021-01-05,0.110714264
2021-01-06,-0.10500002
2021-01-07,1.1228571
2021-01-08,0.60928565
2021-01-09,2.192857
2021-01-10,2.8799999
2021-01-11,0.79285717
2021-01-12,0.77428573
2021-01-13,3.4907146
2021-01-14,3.017857
2021-01-15,3.9471428
2021-01-16,4.025
2021-01-17,6.7414284
2021-01-18,5.286429
2021-01-19,5.5514283
2021-01-20,6.2992854
2021-01-21,8.263571
2021-01-22,8.185
2021-01-23,6.6692853
2021-01-24,8.369286
2021-01-25,7.1392856
2021-01-26,6.131428
2021-01-27,8.5199995
2021-01-28,11.505714
2021-01-29,12.833571
2021-01-30,9.877142
2021-01-31,9.322144
2021-02-01,11.505714
2021-02-02,11.283571
2021-02-03,11.807142
2021-02-04,10.615
2021-02-05,11.149286
2021-02-06,11.645714
2021-02-07,6.4542856
2021-02-08,6.4478564
2021-02-09,7.4392858
2021-02-10,7.7678566
2021-02-11,8.104285
2021-02-12,9.045
2021-02-13,9.052857
2021-02-14,5.4571424
2021-02-15,5.901428
2021-02-16,9.244286
2021-02-17,9.885001
2021-02-18,9.770714
2021-02-19,9.415
2021-02-20,9.092142
2021-02-21,9.636428
2021-02-22,10.519287
2021-02-23,11.382857
2021-02-24,10.472143
2021-02-25,9.889999
2021-02-26,9.485715
2021-02-27,8.912857
2021-02-28,8.872858
2021-03-01,8.910714
2021-03-02,9.382857
2021-03-03,9.826428
2021-03-04,9.351428
2021-03-05,9.375714
2021-03-06,9.12
2021-03-07,8.842856
2021-03-08,8.311429
2021-03-09,7.6664286
2021-03-10,7.6450005
2021-03-11,10.581429
2021-03-12,8.966428
2021-03-13,8.742144
2021-03-14,8.736428
2021-03-15,9.070714
2021-03-16,9.817142
2021-03-17,10.224999
2021-03-18,8.099286
2021-03-19,4.7314286
2021-03-20,5.9799995
2021-03-21,7.4757147
2021-03-22,9.310714
2021-03-23,9.345714
2021-03-24,10.983571
2021-03-25,11.322143
2021-03-26,11.992857
2021-03-27,11.477142
2021-03-28,11.537142
2021-03-29,12.282143
2021-03-30,12.859285
2021-03-31,11.925714
2021-04-01,12.706429
2021-04-02,14.361428
2021-04-03,14.620001
2021-04-04,11.822142
2021-04-05,12.516427
2021-04-06,10.697143
2021-04-07,7.417857
2021-04-08,8.767142
2021-04-09,8.196428
2021-04-10,9.495714
2021-04-11,10.385
2021-04-12,8.891429
2021-04-13,9.422142
2021-04-14,10.119286
2021-04-15,9.96
2021-04-16,6.755
2021-04-17,6.680714
2021-04-18,8.707857
2021-04-19,10.205
2021-04-20,10.15
2021-04-21,9.625715
2021-04-22,9.848571
2021-04-23,12.085
2021-04-24,12.623571
2021-04-25,13.332857
2021-04-26,11.372142
2021-04-27,11.664285
2021-04-28,12.455714
2021-04-29,13.195715
2021-04-30,12.989285
