time,DEB23
2021-01-01,5.6266665
2021-01-02,6.963333
2021-01-03,6.2433333
2021-01-04,4.7066665
2021-01-05,3.6666667
2021-01-06,4.11
2021-01-07,3.3166666
2021-01-08,1.6999999
2021-01-09,1.3
2021-01-10,1.56
2021-01-11,0.023333311
2021-01-12,1.2466667
2021-01-13,3.5633333
2021-01-14,4.186667
2021-01-15,3.4233334
2021-01-16,1.16
2021-01-17,1.0366668
2021-01-18,1.7533334
2021-01-19,3.3533332
2021-01-20,6.0499997
2021-01-21,7.53
2021-01-22,10.576667
2021-01-23,7.89
2021-01-24,4.8700004
2021-01-25,3.1999998
2021-01-26,3.2033331
2021-01-27,2.59
2021-01-28,3.9966667
2021-01-29,6.7166667
2021-01-30,8.653333
2021-01-31,6.85
2021-02-01,5.78
2021-02-02,6.5933337
2021-02-03,9.313333
2021-02-04,9.68
2021-02-05,8.883332
2021-02-06,8.7
2021-02-07,10.293333
2021-02-08,8.833333
2021-02-09,9.283333
2021-02-10,8.526666
2021-02-11,6.3333335
2021-02-12,1.6633333
2021-02-13,-1.6466666
2021-02-14,-1.3166667
2021-02-15,0.65000004
2021-02-16,3.4333334
2021-02-17,5.97
2021-02-18,7.233333
2021-02-19,8.323333
2021-02-20,9.153333
2021-02-21,7.5266666
2021-02-22,7.5533333
2021-02-23,8.89
2021-02-24,11.483333
2021-02-25,12.356667
2021-02-26,11.863332
2021-02-27,9.323333
2021-02-28,5.8233333
2021-03-01,5.2966666
2021-03-02,6.7433333
2021-03-03,8.2699995
2021-03-04,8.486667
2021-03-05,9.13
2021-03-06,4.193333
2021-03-07,3.6966667
2021-03-08,5.5833335
2021-03-09,5.67
2021-03-10,5.293333
2021-03-11,8.1866665
2021-03-12,10.353333
2021-03-13,9.993333
2021-03-14,6.6733336
2021-03-15,6.273333
2021-03-16,6.6166663
2021-03-17,5.8233333
2021-03-18,3.2966664
2021-03-19,2.4566667
2021-03-20,3.123333
2021-03-21,2.5466664
2021-03-22,5.1866665
2021-03-23,5.036667
2021-03-24,7.7066665
2021-03-25,10.193334
2021-03-26,10.283334
2021-03-27,11.29
2021-03-28,12.029999
2021-03-29,12.349999
2021-03-30,14.016666
2021-03-31,14.976666
2021-04-01,17.086666
2021-04-02,16.78
2021-04-03,11.006667
2021-04-04,6.6966667
2021-04-05,8.46
2021-04-06,5.2666664
2021-04-07,1.89
2021-04-08,6.343333
2021-04-09,8.2699995
2021-04-10,9.0199995
2021-04-11,9.946667
2021-04-12,11.096667
2021-04-13,5.173333
2021-04-14,5.3233333
2021-04-15,5.5766664
2021-04-16,5.8566666
2021-04-17,6.636667
2021-04-18,6.78
2021-04-19,7.1766663
2021-04-20,9.646667
2021-04-21,11.62
2021-04-22,10.586667
2021-04-23,10.523334
2021-04-24,11.973332
2021-04-25,14.593333
2021-04-26,12.88
2021-04-27,9.963333
2021-04-28,11.41
2021-04-29,14.296666
2021-04-30,16.906668
2021-05-01,16.09
2021-05-02,14.896667
2021-05-03,12.316666
2021-05-04,13.403333
2021-05-05,14.150001
2021-05-06,15.653333
2021-05-07,16.326666
2021-05-08,13.47
2021-05-09,16.316666
2021-05-10,18.99
2021-05-11,17.176666
2021-05-12,13.636665
2021-05-13,13.803333
2021-05-14,13.296666
2021-05-15,13.613334
2021-05-16,14.32
2021-05-17,15.81
2021-05-18,16.38
2021-05-19,12.663333
2021-05-20,14.226666
2021-05-21,16.823334
2021-05-22,16.173334
2021-05-23,19.063334
2021-05-24,16.349998
2021-05-25,16.289999
2021-05-26,15.766666
2021-05-27,17.753332
2021-05-28,17.27
2021-05-29,18.003332
2021-05-30,15.463333
2021-05-31,15.303332
2021-06-01,16.606667
2021-06-02,18.913332
2021-06-03,19.836666
2021-06-04,21.603333
2021-06-05,21.116667
2021-06-06,20.203333
2021-06-07,18.293333
2021-06-08,18.176666
2021-06-09,20.223333
2021-06-10,20.486666
2021-06-11,19.869999
2021-06-12,21.703333
2021-06-13,23.656668
2021-06-14,21.706665
2021-06-15,20.836666
2021-06-16,21.996666
2021-06-17,23.126665
2021-06-18,23.933332
2021-06-19,24.576666
2021-06-20,26.616667
2021-06-21,26.279999
2021-06-22,25.526665
2021-06-23,25.673332
2021-06-24,25.753332
2021-06-25,23.35
2021-06-26,23.216665
2021-06-27,24.393333
2021-06-28,26.01333
2021-06-29,26.526667
2021-06-30,23.769999
2021-07-01,22.646667
2021-07-02,22.366667
2021-07-03,24.473333
2021-07-04,22.586668
2021-07-05,22.363333
2021-07-06,24.836664
2021-07-07,28.216667
2021-07-08,27.576666
2021-07-09,23.94
2021-07-10,23.373331
2021-07-11,24.366667
2021-07-12,25.38
2021-07-13,24.479998
2021-07-14,20.536665
2021-07-15,21.463333
2021-07-16,18.55
2021-07-17,19.383333
2021-07-18,21.94333
2021-07-19,22.72
2021-07-20,24.616667
2021-07-21,25.306665
2021-07-22,24.88
2021-07-23,24.44
2021-07-24,26.289999
2021-07-25,26.466665
2021-07-26,26.32
2021-07-27,25.853333
2021-07-28,27.299997
2021-07-29,26.269999
2021-07-30,27.203333
2021-07-31,27.993332
2021-08-01,24.796667
2021-08-02,22.159998
2021-08-03,23.116667
2021-08-04,24.72
2021-08-05,22.339998
2021-08-06,23.393333
2021-08-07,26.026667
2021-08-08,26.993332
2021-08-09,26.396667
2021-08-10,25.483332
2021-08-11,26.39
2021-08-12,27.13
2021-08-13,26.896667
2021-08-14,28.0
2021-08-15,29.01
2021-08-16,28.606667
2021-08-17,23.056665
2021-08-18,21.286667
2021-08-19,21.88
2021-08-20,22.946665
2021-08-21,24.136665
2021-08-22,25.996666
2021-08-23,22.013334
2021-08-24,20.769999
2021-08-25,19.226667
2021-08-26,21.673332
2021-08-27,17.953333
2021-08-28,15.926666
2021-08-29,17.036665
2021-08-30,19.08
2021-08-31,18.243334
2021-09-01,18.970001
2021-09-02,19.37
2021-09-03,19.206667
2021-09-04,18.74
2021-09-05,19.443335
2021-09-06,19.609999
2021-09-07,19.199999
2021-09-08,19.349998
2021-09-09,19.383333
2021-09-10,20.199999
2021-09-11,20.216667
2021-09-12,20.436666
2021-09-13,21.553331
2021-09-14,22.589998
2021-09-15,23.51
2021-09-16,21.686666
2021-09-17,20.699999
2021-09-18,20.463333
2021-09-19,19.153334
2021-09-20,16.956667
2021-09-21,15.236667
2021-09-22,15.106667
2021-09-23,16.266665
2021-09-24,18.27
2021-09-25,19.35
2021-09-26,19.193333
2021-09-27,17.916666
