time,FRC14
2021-01-01,3.6366665
2021-01-02,5.44
2021-01-03,6.06
2021-01-04,5.89
2021-01-05,4.503333
2021-01-06,4.633333
2021-01-07,2.4033334
2021-01-08,1.6999999
2021-01-09,1.1733333
2021-01-10,0.21999998
2021-01-11,-0.26000002
2021-01-12,-1.2166666
2021-01-13,-0.03333333
2021-01-14,-0.089999996
2021-01-15,-0.5466667
2021-01-16,-2.04
2021-01-17,-2.8499997
2021-01-18,-3.3166666
2021-01-19,0.10333333
2021-01-20,5.793333
2021-01-21,7.52
2021-01-22,9.099999
2021-01-23,9.643333
2021-01-24,5.9500003
2021-01-25,1.7766666
2021-01-26,1.4066666
2021-01-27,0.77666664
2021-01-28,0.55333334
2021-01-29,5.78
2021-01-30,7.4466667
2021-01-31,2.3833332
2021-02-01,0.76
2021-02-02,0.77666664
2021-02-03,5.8666663
2021-02-04,11.57
2021-02-05,9.763332
2021-02-06,9.506665
2021-02-07,9.423333
2021-02-08,9.463333
2021-02-09,4.81
2021-02-10,6.4933333
2021-02-11,-0.42333332
2021-02-12,-4.3666663
2021-02-13,-4.6466665
2021-02-14,-2.62
2021-02-15,-1.7666668
2021-02-16,0.24666667
2021-02-17,3.11
2021-02-18,6.2666664
2021-02-19,7.1066666
2021-02-20,6.78
2021-02-21,7.2966666
2021-02-22,9.816667
2021-02-23,10.226666
2021-02-24,10.44
2021-02-25,11.899999
2021-02-26,12.179999
2021-02-27,9.413333
2021-02-28,6.1399994
2021-03-01,6.0033336
2021-03-02,6.0733333
2021-03-03,7.9933333
2021-03-04,9.413333
2021-03-05,9.656667
2021-03-06,3.5233333
2021-03-07,2.0466664
2021-03-08,4.31
2021-03-09,3.57
2021-03-10,3.6266668
2021-03-11,3.7733333
2021-03-12,8.61
2021-03-13,9.396667
2021-03-14,9.36
2021-03-15,5.65
2021-03-16,5.903333
2021-03-17,5.1999993
2021-03-18,4.1966667
2021-03-19,2.2666667
2021-03-20,2.5433333
2021-03-21,1.64
2021-03-22,4.066666
2021-03-23,4.5699997
2021-03-24,7.6299996
2021-03-25,6.943333
2021-03-26,9.606667
2021-03-27,12.16
2021-03-28,11.033333
2021-03-29,10.803333
2021-03-30,14.8
2021-03-31,15.32
2021-04-01,15.97
2021-04-02,16.136665
2021-04-03,9.903334
2021-04-04,5.9799995
2021-04-05,7.0533333
2021-04-06,4.153333
2021-04-07,2.4066668
2021-04-08,4.023333
2021-04-09,6.8766665
2021-04-10,11.326667
2021-04-11,11.509999
2021-04-12,13.533333
2021-04-13,5.2433333
2021-04-14,5.0699997
2021-04-15,5.34
2021-04-16,5.859999
2021-04-17,6.35
2021-04-18,6.773333
2021-04-19,8.239999
2021-04-20,9.78
2021-04-21,11.653333
2021-04-22,13.22
2021-04-23,11.113334
2021-04-24,10.44
2021-04-25,12.143333
2021-04-26,10.183333
2021-04-27,8.4366665
2021-04-28,10.553333
2021-04-29,15.31
2021-04-30,18.363335
2021-05-01,19.353333
2021-05-02,19.373331
2021-05-03,12.02
2021-05-04,12.466667
2021-05-05,16.199999
2021-05-06,11.883332
2021-05-07,12.466667
2021-05-08,10.639999
2021-05-09,13.82
2021-05-10,17.99
2021-05-11,20.726667
2021-05-12,16.886667
2021-05-13,15.066666
2021-05-14,15.303333
2021-05-15,14.95
2021-05-16,16.413332
2021-05-17,14.423332
2021-05-18,14.623333
2021-05-19,12.843333
2021-05-20,12.376666
2021-05-21,14.486667
2021-05-22,16.13
2021-05-23,17.49
2021-05-24,14.0
2021-05-25,15.599999
2021-05-26,14.2300005
2021-05-27,16.423332
2021-05-28,15.403333
2021-05-29,14.896667
2021-05-30,13.903333
2021-05-31,14.203334
2021-06-01,14.463333
2021-06-02,15.21
2021-06-03,17.506666
2021-06-04,18.866665
2021-06-05,20.77
2021-06-06,19.833334
2021-06-07,20.633333
2021-06-08,20.97
2021-06-09,22.163332
2021-06-10,21.230001
2021-06-11,20.466665
2021-06-12,21.37
2021-06-13,20.16
2021-06-14,16.653334
2021-06-15,18.76
2021-06-16,21.463333
2021-06-17,22.449999
2021-06-18,23.1
2021-06-19,24.673332
2021-06-20,25.426666
2021-06-21,26.949999
2021-06-22,27.773333
2021-06-23,27.346666
2021-06-24,28.996666
2021-06-25,26.986666
2021-06-26,22.836668
2021-06-27,23.669998
2021-06-28,25.526667
2021-06-29,26.973333
2021-06-30,26.913332
2021-07-01,21.346666
2021-07-02,20.22
2021-07-03,21.386665
2021-07-04,21.996666
2021-07-05,22.950003
2021-07-06,24.019999
2021-07-07,27.506666
2021-07-08,28.916666
2021-07-09,28.146667
2021-07-10,24.496666
2021-07-11,24.49
2021-07-12,24.65
2021-07-13,27.409998
2021-07-14,26.656668
2021-07-15,24.18
2021-07-16,23.553331
2021-07-17,22.176666
2021-07-18,22.87
2021-07-19,21.916666
2021-07-20,22.169998
2021-07-21,20.85
2021-07-22,20.966667
2021-07-23,21.249998
2021-07-24,23.153334
2021-07-25,25.37
2021-07-26,26.276665
2021-07-27,26.023333
2021-07-28,27.763334
2021-07-29,25.256668
2021-07-30,25.966667
2021-07-31,25.463333
2021-08-01,25.769999
2021-08-02,22.043333
2021-08-03,22.32
2021-08-04,22.926666
2021-08-05,21.476664
2021-08-06,21.073334
2021-08-07,23.226667
2021-08-08,25.126665
2021-08-09,24.586668
2021-08-10,25.103333
2021-08-11,25.92
2021-08-12,25.086668
2021-08-13,25.683334
2021-08-14,26.656664
2021-08-15,27.433334
2021-08-16,27.43
2021-08-17,20.766666
2021-08-18,19.203333
2021-08-19,19.82
2021-08-20,21.366667
2021-08-21,22.246666
2021-08-22,23.799997
2021-08-23,21.813334
2021-08-24,19.453333
2021-08-25,17.063334
2021-08-26,17.15
2021-08-27,16.043333
2021-08-28,14.793334
2021-08-29,15.543334
2021-08-30,15.989999
2021-08-31,17.93
2021-09-01,17.623335
2021-09-02,17.22
2021-09-03,17.113333
2021-09-04,18.633333
2021-09-05,18.676666
2021-09-06,17.463333
2021-09-07,17.51
2021-09-08,17.706667
2021-09-09,17.726667
2021-09-10,17.766666
2021-09-11,18.683332
2021-09-12,19.993334
2021-09-13,20.383333
2021-09-14,20.86
2021-09-15,22.156668
2021-09-16,23.156668
2021-09-17,20.103333
2021-09-18,17.386665
2021-09-19,17.01333
2021-09-20,13.11
2021-09-21,12.776666
2021-09-22,11.716667
2021-09-23,12.86
2021-09-24,16.526667
2021-09-25,17.916666
2021-09-26,18.67
2021-09-27,19.989998
2021-09-28,18.853333
2021-09-29,17.026667
2021-09-30,14.463333
2021-10-01,13.543334
2021-10-02,13.646667
2021-10-03,15.903333
2021-10-04,17.76333
2021-10-05,18.023333
2021-10-06,14.989999
2021-10-07,11.993333
2021-10-08,11.37
2021-10-09,8.986667
2021-10-10,7.023333
2021-10-11,9.296666
2021-10-12,9.193334
2021-10-13,7.6566663
2021-10-14,6.7233334
2021-10-15,7.3700004
2021-10-16,10.183333
2021-10-17,8.896667
2021-10-18,8.823333
2021-10-19,9.996666
2021-10-20,12.393333
2021-10-21,14.866666
2021-10-22,12.513333
2021-10-23,10.453333
2021-10-24,7.2066665
2021-10-25,6.736666
2021-10-26,6.7299995
2021-10-27,7.556667
2021-10-28,7.023333
2021-10-29,6.863333
2021-10-30,7.2466664
2021-10-31,8.426666
2021-11-01,10.2
2021-11-02,9.686666
2021-11-03,10.063333
2021-11-04,14.5199995
2021-11-05,9.19
2021-11-06,8.36
2021-11-07,8.803333
2021-11-08,8.333333
2021-11-09,8.173333
2021-11-10,5.713333
2021-11-11,5.1
2021-11-12,4.1266665
2021-11-13,5.6866665
2021-11-14,7.556667
2021-11-15,6.1266665
2021-11-16,6.02
2021-11-17,6.0866666
2021-11-18,7.616667
2021-11-19,6.6733336
2021-11-20,7.1166663
2021-11-21,5.5399995
2021-11-22,4.793333
2021-11-23,6.023333
2021-11-24,2.256667
2021-11-25,3.0966666
2021-11-26,4.66
2021-11-27,4.976667
2021-11-28,6.9566665
2021-11-29,3.0633333
2021-11-30,1.6866665
2021-12-01,7.2599998
2021-12-02,8.716666
2021-12-03,4.383333
2021-12-04,0.79999995
2021-12-05,2.8066666
2021-12-06,3.3466666
2021-12-07,0.94
2021-12-08,1.2366666
2021-12-09,1.2066666
2021-12-10,0.80999994
2021-12-11,1.79
2021-12-12,1.5433334
2021-12-13,2.24
2021-12-14,2.3799999
2021-12-15,3.4033334
2021-12-16,4.5633335
2021-12-17,5.6433334
2021-12-18,3.9133332
2021-12-19,3.6899998
2021-12-20,3.0766666
2021-12-21,-0.05666666
2021-12-22,-0.05999999
2021-12-23,-1.25
2021-12-24,5.15
2021-12-25,8.41
2021-12-26,2.4866667
2021-12-27,0.61999995
2021-12-28,1.6133333
2021-12-29,3.6933334
2021-12-30,5.433333
2021-12-31,8.413333
