time,FRL05
2021-01-01,9.672667
2021-01-02,6.795333
2021-01-03,9.361332
2021-01-04,9.889333
2021-01-05,10.58
2021-01-06,8.518
2021-01-07,10.480665
2021-01-08,6.247333
2021-01-09,3.1093328
2021-01-10,3.3266664
2021-01-11,3.576
2021-01-12,4.116
2021-01-13,2.2739997
2021-01-14,1.6359999
2021-01-15,0.3126667
2021-01-16,-1.8886665
2021-01-17,-5.300667
2021-01-18,-3.2159998
2021-01-19,-4.5626664
2021-01-20,0.011333315
2021-01-21,5.0053334
2021-01-22,6.5666666
2021-01-23,8.503333
2021-01-24,10.291999
2021-01-25,8.466666
2021-01-26,5.056
2021-01-27,2.569333
2021-01-28,1.43
2021-01-29,0.7913333
2021-01-30,4.784666
2021-01-31,5.716666
2021-02-01,5.627333
2021-02-02,4.087333
2021-02-03,6.054
2021-02-04,7.7393336
2021-02-05,7.6979995
2021-02-06,5.73
2021-02-07,4.31
2021-02-08,9.983999
2021-02-09,11.461333
2021-02-10,12.826666
2021-02-11,12.988666
2021-02-12,4.2746663
2021-02-13,-2.5719998
2021-02-14,-1.5086665
2021-02-15,-0.57933336
2021-02-16,-3.5286663
2021-02-17,-3.936
2021-02-18,2.2246666
2021-02-19,-1.5766665
2021-02-20,1.2033333
2021-02-21,3.8166664
2021-02-22,3.1339998
2021-02-23,3.664
2021-02-24,3.2953331
2021-02-25,7.906667
2021-02-26,10.828666
2021-02-27,9.756
2021-02-28,6.6833334
2021-03-01,3.9666667
2021-03-02,5.282
2021-03-03,6.3966665
2021-03-04,8.278001
2021-03-05,10.992001
2021-03-06,7.681999
2021-03-07,2.6679997
2021-03-08,4.5833335
2021-03-09,3.3386667
2021-03-10,2.8673332
2021-03-11,1.2986666
2021-03-12,2.5993335
2021-03-13,5.0013337
2021-03-14,7.6293335
2021-03-15,10.124666
2021-03-16,8.048666
2021-03-17,4.8326664
2021-03-18,4.9806666
2021-03-19,5.4246674
2021-03-20,3.782
2021-03-21,4.64
2021-03-22,4.018
2021-03-23,4.3126664
2021-03-24,1.9226665
2021-03-25,2.9179997
2021-03-26,6.842
2021-03-27,9.332
2021-03-28,9.832
2021-03-29,8.827333
2021-03-30,7.5493326
2021-03-31,6.931334
2021-04-01,9.079332
2021-04-02,11.933999
2021-04-03,9.535999
2021-04-04,8.597334
2021-04-05,8.346
2021-04-06,9.596665
2021-04-07,7.5346665
2021-04-08,6.254
2021-04-09,5.6966662
2021-04-10,6.8833327
2021-04-11,7.8606668
2021-04-12,11.246668
