time,FRL05
2021-04-13,11.731998
2021-04-14,10.650666
2021-04-15,8.66
2021-04-16,8.590666
2021-04-17,7.6413336
2021-04-18,9.106
2021-04-19,10.450666
2021-04-20,11.042666
2021-04-21,12.513333
2021-04-22,13.009999
2021-04-23,13.328666
2021-04-24,10.458666
2021-04-25,10.516666
2021-04-26,11.792666
2021-04-27,12.004
2021-04-28,9.020666
2021-04-29,12.226667
2021-04-30,14.713333
2021-05-01,17.374666
2021-05-02,20.751333
2021-05-03,20.383331
2021-05-04,15.056
2021-05-05,16.37733
2021-05-06,16.600666
2021-05-07,17.262
2021-05-08,16.045332
2021-05-09,11.484667
2021-05-10,12.554
2021-05-11,13.466001
2021-05-12,14.536667
2021-05-13,15.222668
2021-05-14,17.123999
2021-05-15,17.934
2021-05-16,17.260668
2021-05-17,18.105333
2021-05-18,17.587334
2021-05-19,18.009333
2021-05-20,16.3
2021-05-21,14.627999
2021-05-22,16.458668
2021-05-23,19.288
2021-05-24,19.471998
2021-05-25,17.368666
2021-05-26,18.506666
2021-05-27,18.818668
2021-05-28,19.504
2021-05-29,19.234667
2021-05-30,18.106
2021-05-31,15.642667
2021-06-01,13.333333
2021-06-02,13.069334
2021-06-03,16.308666
2021-06-04,17.747334
2021-06-05,18.827333
2021-06-06,18.473333
2021-06-07,19.473333
2021-06-08,20.525335
2021-06-09,21.266666
2021-06-10,20.879997
2021-06-11,20.502665
2021-06-12,20.805334
2021-06-13,19.834665
2021-06-14,17.134
2021-06-15,17.341333
2021-06-16,19.262667
2021-06-17,20.694
2021-06-18,20.722002
2021-06-19,19.809998
2021-06-20,20.60533
2021-06-21,21.31
2021-06-22,22.528666
2021-06-23,23.760664
2021-06-24,25.925331
2021-06-25,27.382666
2021-06-26,26.150667
2021-06-27,24.922667
2021-06-28,24.972664
2021-06-29,26.123999
2021-06-30,25.620003
2021-07-01,24.492668
2021-07-02,23.204668
2021-07-03,22.593334
2021-07-04,22.131996
2021-07-05,21.970667
2021-07-06,23.939997
2021-07-07,24.372
2021-07-08,23.642
2021-07-09,24.695332
2021-07-10,23.751333
2021-07-11,24.968666
2021-07-12,24.750664
2021-07-13,24.764
2021-07-14,25.334665
2021-07-15,25.524666
2021-07-16,26.252666
2021-07-17,26.685999
2021-07-18,26.948
2021-07-19,26.998
2021-07-20,26.904
2021-07-21,24.065334
2021-07-22,22.846666
2021-07-23,22.316664
2021-07-24,22.282665
2021-07-25,22.774
2021-07-26,23.468
2021-07-27,25.532665
2021-07-28,27.727999
2021-07-29,28.164667
2021-07-30,26.548
2021-07-31,26.586666
2021-08-01,26.806665
2021-08-02,29.493334
2021-08-03,26.064
2021-08-04,26.031334
2021-08-05,27.366
2021-08-06,26.799334
2021-08-07,23.987331
2021-08-08,23.232666
2021-08-09,25.071331
2021-08-10,26.510668
2021-08-11,25.515331
2021-08-12,25.239332
2021-08-13,24.289333
2021-08-14,22.976664
2021-08-15,23.389332
2021-08-16,24.264666
2021-08-17,24.681334
2021-08-18,23.495333
2021-08-19,21.092001
2021-08-20,20.776669
2021-08-21,22.663334
2021-08-22,23.223333
2021-08-23,22.316668
2021-08-24,22.190666
2021-08-25,23.515333
2021-08-26,22.487331
2021-08-27,22.257998
2021-08-28,22.956667
2021-08-29,24.221334
2021-08-30,23.214664
2021-08-31,20.145332
2021-09-01,21.116667
2021-09-02,19.836664
2021-09-03,17.019335
2021-09-04,18.956667
2021-09-05,18.764
2021-09-06,17.72
2021-09-07,17.287333
2021-09-08,17.972668
2021-09-09,18.446665
2021-09-10,18.866667
2021-09-11,20.303997
2021-09-12,20.161999
2021-09-13,20.84933
2021-09-14,21.377333
2021-09-15,21.780666
2021-09-16,21.638666
2021-09-17,23.054665
2021-09-18,23.460665
2021-09-19,20.659332
2021-09-20,18.039999
2021-09-21,15.045334
2021-09-22,12.478666
2021-09-23,12.208666
2021-09-24,13.9539995
2021-09-25,17.233332
2021-09-26,18.218666
2021-09-27,18.505333
2021-09-28,16.482
2021-09-29,15.233334
2021-09-30,14.506666
2021-10-01,13.244
2021-10-02,13.009334
2021-10-03,12.892
2021-10-04,13.712666
2021-10-05,13.788666
2021-10-06,12.737333
2021-10-07,12.820001
2021-10-08,11.455999
2021-10-09,10.901334
2021-10-10,10.947333
2021-10-11,12.576001
2021-10-12,12.895999
2021-10-13,11.605333
2021-10-14,10.5373335
2021-10-15,11.6
2021-10-16,12.225333
2021-10-17,11.782667
2021-10-18,11.806667
2021-10-19,11.894
2021-10-20,12.264666
2021-10-21,14.217332
2021-10-22,15.921334
2021-10-23,15.683333
2021-10-24,11.843334
2021-10-25,7.678
2021-10-26,9.0546665
2021-10-27,10.156667
2021-10-28,9.7699995
2021-10-29,10.797333
2021-10-30,11.511999
2021-10-31,11.668
2021-11-01,11.705335
2021-11-02,12.417334
2021-11-03,13.702668
2021-11-04,15.707333
2021-11-05,18.046
2021-11-06,14.281333
2021-11-07,12.213332
2021-11-08,13.857333
2021-11-09,10.087998
2021-11-10,5.275334
2021-11-11,6.772
2021-11-12,8.623999
2021-11-13,8.006
2021-11-14,11.963332
2021-11-15,9.885332
2021-11-16,7.755333
2021-11-17,6.254
2021-11-18,7.2506666
2021-11-19,7.687333
2021-11-20,10.587333
2021-11-21,8.895999
2021-11-22,8.388667
2021-11-23,6.766666
2021-11-24,4.3246665
2021-11-25,4.4453335
2021-11-26,7.4613333
2021-11-27,11.587332
2021-11-28,11.493333
2021-11-29,12.997334
2021-11-30,6.1146665
2021-12-01,4.879333
2021-12-02,7.065333
2021-12-03,10.3446665
2021-12-04,6.230666
2021-12-05,4.8986664
2021-12-06,9.076
2021-12-07,9.571333
2021-12-08,5.2393327
2021-12-09,4.7073336
2021-12-10,10.966666
2021-12-11,8.882666
2021-12-12,11.890667
2021-12-13,7.5133333
2021-12-14,4.624
2021-12-15,3.227333
2021-12-16,2.5853333
2021-12-17,4.8459997
2021-12-18,3.4666667
2021-12-19,3.0133333
2021-12-20,3.4533331
2021-12-21,-0.34133333
2021-12-22,-2.753333
2021-12-23,-2.61
2021-12-24,0.70400006
2021-12-25,8.488
2021-12-26,5.513333
2021-12-27,4.191334
2021-12-28,2.6173334
2021-12-29,0.90666664
2021-12-30,2.5553331
2021-12-31,3.7746665
