time,DE25A
2021-01-01,2.795
2021-01-02,3.6549997
2021-01-03,3.1549997
2021-01-04,2.47
2021-01-05,2.605
2021-01-06,1.3249999
2021-01-07,1.3399999
2021-01-08,1.2049999
2021-01-09,0.18
2021-01-10,2.01
2021-01-11,4.105
2021-01-12,4.545
2021-01-13,2.62
2021-01-14,0.355
2021-01-15,0.26999998
2021-01-16,0.25
2021-01-17,0.0
2021-01-18,3.82
2021-01-19,6.63
2021-01-20,8.125
2021-01-21,7.7999997
2021-01-22,4.2200003
2021-01-23,2.005
2021-01-24,0.375
2021-01-25,0.445
2021-01-26,2.25
2021-01-27,2.4450002
2021-01-28,1.5999999
2021-01-29,0.41499996
2021-01-30,-2.065
2021-01-31,-3.4099998
2021-02-01,-2.605
2021-02-02,-0.03
2021-02-03,3.8
2021-02-04,1.8499999
2021-02-05,1.785
2021-02-06,-0.295
2021-02-07,-4.35
2021-02-08,-3.905
2021-02-09,-3.6949997
2021-02-10,-3.03
2021-02-11,-4.245
2021-02-12,-6.4249997
2021-02-13,-6.9849997
2021-02-14,-4.39
2021-02-15,0.84
2021-02-16,4.755
2021-02-17,7.375
2021-02-18,8.215
2021-02-19,6.89
2021-02-20,10.93
2021-02-21,10.775
2021-02-22,10.865
2021-02-23,12.2699995
2021-02-24,13.155
2021-02-25,11.18
2021-02-26,6.3949995
2021-02-27,4.785
2021-02-28,2.235
2021-03-01,3.9399998
2021-03-02,4.93
2021-03-03,4.38
2021-03-04,3.375
2021-03-05,1.425
2021-03-06,2.9099998
2021-03-07,3.3400002
2021-03-08,3.4
2021-03-09,2.865
2021-03-10,5.2
2021-03-11,7.865
2021-03-12,5.92
2021-03-13,5.93
2021-03-14,5.8999996
2021-03-15,5.6449995
2021-03-16,5.4249997
2021-03-17,3.9850001
2021-03-18,3.205
2021-03-19,3.02
2021-03-20,2.79
2021-03-21,5.8499994
2021-03-22,5.785
2021-03-23,7.0199995
2021-03-24,8.63
2021-03-25,7.8
2021-03-26,9.474999
2021-03-27,5.92
2021-03-28,8.23
2021-03-29,12.424999
2021-03-30,12.485
2021-03-31,13.184999
2021-04-01,7.875
2021-04-02,5.41
2021-04-03,6.435
2021-04-04,6.0699997
2021-04-05,2.67
2021-04-06,1.1899999
2021-04-07,2.5099998
2021-04-08,4.51
2021-04-09,6.25
2021-04-10,5.1899996
2021-04-11,3.7949998
2021-04-12,3.235
2021-04-13,4.215
2021-04-14,3.59
2021-04-15,4.49
2021-04-16,6.0299997
2021-04-17,6.335
2021-04-18,8.7
2021-04-19,9.71
2021-04-20,10.275
2021-04-21,6.585
2021-04-22,6.58
2021-04-23,6.7799997
2021-04-24,6.6449995
2021-04-25,6.6449995
2021-04-26,5.2799997
2021-04-27,7.4849997
2021-04-28,9.725
2021-04-29,8.275
2021-04-30,8.525
2021-05-01,8.315
2021-05-02,6.725
2021-05-03,7.05
2021-05-04,8.53
2021-05-05,6.8
2021-05-06,5.845
2021-05-07,6.9049997
2021-05-08,8.36
2021-05-09,18.345
2021-05-10,17.15
2021-05-11,13.105
2021-05-12,12.605
2021-05-13,10.61
2021-05-14,9.674999
2021-05-15,9.84
2021-05-16,10.98
2021-05-17,10.785
2021-05-18,10.85
2021-05-19,9.895
2021-05-20,11.455
2021-05-21,12.34
2021-05-22,10.559999
2021-05-23,10.32
2021-05-24,12.219999
2021-05-25,9.405
2021-05-26,10.315
2021-05-27,11.014999
2021-05-28,11.85
2021-05-29,11.369999
2021-05-30,11.67
2021-05-31,15.62
2021-06-01,17.55
2021-06-02,18.22
2021-06-03,19.64
2021-06-04,20.11
2021-06-05,17.235
2021-06-06,14.639999
2021-06-07,15.83
2021-06-08,16.5
2021-06-09,18.98
2021-06-10,19.235
2021-06-11,19.579998
2021-06-12,16.58
2021-06-13,15.73
2021-06-14,19.05
2021-06-15,16.25
2021-06-16,20.539999
2021-06-17,25.939999
2021-06-18,22.095001
2021-06-19,20.985
2021-06-20,18.574999
2021-06-21,13.2
2021-06-22,13.82
2021-06-23,14.115
2021-06-24,14.164999
2021-06-25,16.36
2021-06-26,19.064999
2021-06-27,19.005
2021-06-28,21.125
2021-06-29,18.465
2021-06-30,14.885
2021-07-01,17.285
2021-07-02,16.564999
2021-07-03,17.935
2021-07-04,18.884998
2021-07-05,17.46
2021-07-06,19.16
2021-07-07,17.965
2021-07-08,18.45
2021-07-09,17.435
2021-07-10,17.135
2021-07-11,18.869999
2021-07-12,20.474998
2021-07-13,20.515
2021-07-14,20.445
2021-07-15,18.795
2021-07-16,18.18
2021-07-17,19.489998
