time,DE131
2021-01-01,0.97249997
2021-01-02,2.37
2021-01-03,1.8824999
2021-01-04,1.545
2021-01-05,2.4650002
2021-01-06,1.21
2021-01-07,0.58
2021-01-08,0.6425
2021-01-09,1.0275
2021-01-10,0.33749998
2021-01-11,1.77
2021-01-12,2.5175
2021-01-13,1.36
2021-01-14,1.1475
2021-01-15,-0.7375
2021-01-16,-2.4875
2021-01-17,-4.1575003
2021-01-18,0.3725
2021-01-19,3.17
2021-01-20,6.6125
2021-01-21,7.0674996
2021-01-22,5.39
2021-01-23,0.5425
2021-01-24,0.77750003
2021-01-25,0.6275
2021-01-26,-0.205
2021-01-27,1.4225
2021-01-28,0.88
2021-01-29,-1.41
2021-01-30,-2.1525
2021-01-31,-6.0775
2021-02-01,-3.305
2021-02-02,-0.6475
2021-02-03,0.81999993
2021-02-04,0.42
2021-02-05,0.16999999
2021-02-06,-1.6774999
2021-02-07,-4.8975
2021-02-08,-6.62
2021-02-09,-7.835
2021-02-10,-5.3250003
2021-02-11,-4.8399997
2021-02-12,-6.52
2021-02-13,-7.335
2021-02-14,-7.5425
2021-02-15,-3.8325
2021-02-16,1.9324999
2021-02-17,4.6349998
2021-02-18,6.255
2021-02-19,5.195
2021-02-20,6.62
2021-02-21,8.907499
2021-02-22,7.4149995
2021-02-23,10.872499
2021-02-24,11.870001
2021-02-25,10.8949995
2021-02-26,7.085
2021-02-27,4.3875
2021-02-28,3.8725
2021-03-01,3.6474998
2021-03-02,1.2724999
2021-03-03,5.6575
2021-03-04,3.1149998
2021-03-05,0.97749996
2021-03-06,1.305
2021-03-07,2.87
2021-03-08,0.6825
2021-03-09,1.3699999
2021-03-10,2.8125
2021-03-11,6.6325
2021-03-12,6.6274996
2021-03-13,5.4599996
2021-03-14,4.9925
2021-03-15,4.5875
2021-03-16,4.235
2021-03-17,2.4125
2021-03-18,1.6300001
2021-03-19,-0.002499994
2021-03-20,1.0075
2021-03-21,5.745
2021-03-22,5.2524996
2021-03-23,5.5325003
2021-03-24,7.4199996
2021-03-25,7.7425
2021-03-26,10.23
2021-03-27,5.89
2021-03-28,6.9624996
2021-03-29,13.2175
2021-03-30,12.7925
2021-03-31,13.129999
2021-04-01,8.8425
2021-04-02,4.78
2021-04-03,4.9049997
2021-04-04,4.0525
2021-04-05,3.3075
2021-04-06,1.1775
2021-04-07,2.0449998
2021-04-08,3.8575
2021-04-09,6.7574997
2021-04-10,6.2574997
2021-04-11,7.9325
2021-04-12,4.4875
2021-04-13,4.1425
2021-04-14,3.685
2021-04-15,4.3650002
2021-04-16,6.9174995
2021-04-17,8.7325
2021-04-18,6.6549997
2021-04-19,9.1175
2021-04-20,9.385
2021-04-21,8.4
2021-04-22,7.1324997
