time,BG342
2021-01-01,2.0349998
2021-01-02,3.0349998
2021-01-03,1.9949999
2021-01-04,1.03
2021-01-05,1.4949999
2021-01-06,1.42
2021-01-07,0.605
2021-01-08,0.75
2021-01-09,0.83
2021-01-10,1.7049999
2021-01-11,2.2150002
2021-01-12,3.88
2021-01-13,2.045
2021-01-14,0.54499996
2021-01-15,-0.215
2021-01-16,-0.515
2021-01-17,-0.099999994
2021-01-18,3.8999999
2021-01-19,5.6049995
2021-01-20,8.045
2021-01-21,8.01
2021-01-22,4.8999996
2021-01-23,2.54
2021-01-24,1.2049999
2021-01-25,0.0
2021-01-26,1.8
2021-01-27,2.11
2021-01-28,3.35
2021-01-29,5.6
2021-01-30,-0.01
2021-01-31,-1.515
2021-02-01,1.22
2021-02-02,4.37
2021-02-03,8.2699995
2021-02-04,5.94
2021-02-05,4.64
2021-02-06,1.2449999
2021-02-07,-5.135
2021-02-08,-8.105
2021-02-09,-11.155
2021-02-10,-9.615
2021-02-11,-7.1549997
2021-02-12,-10.385
2021-02-13,-9.99
2021-02-14,-6.19
2021-02-15,0.92499995
2021-02-16,5.42
2021-02-17,7.5649996
2021-02-18,7.99
2021-02-19,7.075
2021-02-20,11.039999
2021-02-21,10.815
2021-02-22,11.129999
2021-02-23,14.004999
2021-02-24,14.33
2021-02-25,12.429999
2021-02-26,7.08
2021-02-27,3.8049998
2021-02-28,4.4049997
2021-03-01,3.875
2021-03-02,6.92
2021-03-03,6.935
2021-03-04,2.83
2021-03-05,1.105
2021-03-06,0.555
2021-03-07,1.04
2021-03-08,3.15
2021-03-09,2.96
2021-03-10,5.56
2021-03-11,8.455
2021-03-12,6.1549997
2021-03-13,5.8499994
2021-03-14,4.74
2021-03-15,5.06
2021-03-16,4.34
2021-03-17,2.885
2021-03-18,1.95
2021-03-19,2.35
2021-03-20,1.915
2021-03-21,5.29
2021-03-22,5.08
2021-03-23,6.6899996
2021-03-24,7.2349997
2021-03-25,8.135
2021-03-26,10.934999
2021-03-27,5.46
2021-03-28,8.860001
2021-03-29,13.59
2021-03-30,13.025
2021-03-31,14.414999
2021-04-01,11.309999
2021-04-02,5.505
2021-04-03,5.6949997
2021-04-04,4.68
2021-04-05,2.675
2021-04-06,1.15
2021-04-07,1.545
2021-04-08,3.225
2021-04-09,7.415
2021-04-10,7.1549997
2021-04-11,6.045
2021-04-12,2.87
2021-04-13,3.7399998
2021-04-14,2.435
2021-04-15,3.6299999
2021-04-16,6.8849998
2021-04-17,5.9799995
2021-04-18,9.035
2021-04-19,10.004999
2021-04-20,10.504999
2021-04-21,8.889999
2021-04-22,6.2749996
2021-04-23,6.5
2021-04-24,6.325
2021-04-25,4.77
2021-04-26,6.825
2021-04-27,7.915
2021-04-28,12.039999
2021-04-29,10.005
2021-04-30,7.7149997
2021-05-01,7.62
2021-05-02,6.665
2021-05-03,8.565
2021-05-04,9.744999
2021-05-05,6.425
2021-05-06,6.4449997
2021-05-07,6.285
2021-05-08,9.635
2021-05-09,20.634998
2021-05-10,19.204998
2021-05-11,13.389999
2021-05-12,12.994999
2021-05-13,12.74
2021-05-14,12.08
2021-05-15,10.615
2021-05-16,11.514999
2021-05-17,10.924999
2021-05-18,10.59
2021-05-19,10.35
2021-05-20,11.87
2021-05-21,14.12
2021-05-22,10.41
2021-05-23,11.105
2021-05-24,13.605
2021-05-25,9.465
2021-05-26,10.7699995
2021-05-27,9.78
2021-05-28,11.995
2021-05-29,10.485
2021-05-30,13.594999
2021-05-31,15.225
2021-06-01,16.855
2021-06-02,20.43
2021-06-03,19.43
2021-06-04,20.52
2021-06-05,19.29
2021-06-06,15.815
2021-06-07,16.45
2021-06-08,17.335
2021-06-09,20.205
2021-06-10,19.91
2021-06-11,20.325
2021-06-12,17.669998
2021-06-13,15.205
2021-06-14,19.45
2021-06-15,18.294998
2021-06-16,22.04
2021-06-17,27.024998
2021-06-18,24.98
2021-06-19,24.875
2021-06-20,22.43
2021-06-21,17.175
2021-06-22,14.76
2021-06-23,15.74
2021-06-24,16.494999
2021-06-25,17.55
2021-06-26,19.14
2021-06-27,20.95
2021-06-28,21.33
2021-06-29,20.849998
2021-06-30,17.125
2021-07-01,13.629999
2021-07-02,15.915
2021-07-03,18.445
2021-07-04,18.89
2021-07-05,17.380001
2021-07-06,19.595
2021-07-07,18.689999
2021-07-08,18.419998
2021-07-09,17.08
2021-07-10,18.125
2021-07-11,18.544998
2021-07-12,20.265
2021-07-13,20.154999
2021-07-14,18.465
2021-07-15,19.605
2021-07-16,17.98
2021-07-17,19.98
2021-07-18,19.99
2021-07-19,16.01
2021-07-20,16.505
2021-07-21,17.829998
2021-07-22,18.91
2021-07-23,17.96
2021-07-24,19.93
2021-07-25,20.475
2021-07-26,20.994999
2021-07-27,18.825
2021-07-28,18.73
2021-07-29,17.675
2021-07-30,19.505
2021-07-31,16.9
2021-08-01,16.555
2021-08-02,15.559999
2021-08-03,15.105
2021-08-04,16.575
2021-08-05,17.45
2021-08-06,17.21
2021-08-07,18.345
2021-08-08,16.735
2021-08-09,17.275
2021-08-10,16.92
2021-08-11,17.625
2021-08-12,19.915
2021-08-13,20.079998
2021-08-14,18.57
2021-08-15,19.625
2021-08-16,15.24
2021-08-17,14.309999
2021-08-18,16.2
2021-08-19,16.4
2021-08-20,17.375
2021-08-21,18.634998
2021-08-22,18.529999
2021-08-23,16.86
2021-08-24,14.389999
2021-08-25,15.3949995
2021-08-26,14.84
2021-08-27,13.855
2021-08-28,14.58
2021-08-29,15.254999
2021-08-30,16.75
2021-08-31,16.11
2021-09-01,14.824999
2021-09-02,14.594999
2021-09-03,16.11
2021-09-04,14.16
2021-09-05,15.414999
2021-09-06,15.674999
2021-09-07,16.85
2021-09-08,18.599998
2021-09-09,20.59
2021-09-10,19.89
2021-09-11,18.395
2021-09-12,16.919998
2021-09-13,14.79
2021-09-14,17.72
2021-09-15,18.805
2021-09-16,15.135
2021-09-17,14.539999
2021-09-18,14.059999
2021-09-19,13.174999
2021-09-20,11.275
2021-09-21,11.719999
2021-09-22,13.275
2021-09-23,14.52
2021-09-24,15.459999
2021-09-25,16.665
2021-09-26,17.98
2021-09-27,17.474998
2021-09-28,13.209999
2021-09-29,11.28
2021-09-30,11.219999
2021-10-01,14.09
2021-10-02,14.94
2021-10-03,17.805
2021-10-04,13.004999
2021-10-05,12.789999
2021-10-06,11.61
2021-10-07,11.52
2021-10-08,10.764999
2021-10-09,9.73
2021-10-10,8.365
2021-10-11,10.25
2021-10-12,9.11
2021-10-13,8.45
2021-10-14,11.129999
2021-10-15,9.799999
2021-10-16,6.4049997
2021-10-17,8.6
2021-10-18,10.389999
2021-10-19,14.414999
2021-10-20,16.39
2021-10-21,10.125
2021-10-22,7.34
2021-10-23,6.5249996
2021-10-24,7.04
2021-10-25,9.59
2021-10-26,12.129999
2021-10-27,12.61
2021-10-28,10.459999
2021-10-29,11.324999
2021-10-30,11.825
2021-10-31,13.9
2021-11-01,10.795
2021-11-02,8.575
2021-11-03,5.8549995
2021-11-04,6.79
2021-11-05,7.5699997
2021-11-06,8.445
2021-11-07,8.44
2021-11-08,7.8149996
2021-11-09,7.79
2021-11-10,3.645
2021-11-11,5.29
2021-11-12,6.74
2021-11-13,6.8199997
2021-11-14,7.375
2021-11-15,5.7799997
2021-11-16,4.5
2021-11-17,5.92
2021-11-18,8.24
2021-11-19,10.115
2021-11-20,9.49
2021-11-21,6.4049997
2021-11-22,3.09
2021-11-23,3.57
2021-11-24,5.45
2021-11-25,3.4299998
2021-11-26,3.7399998
2021-11-27,2.675
2021-11-28,1.15
2021-11-29,1.435
2021-11-30,5.42
2021-12-01,7.39
2021-12-02,2.04
2021-12-03,2.115
2021-12-04,3.525
2021-12-05,3.915
2021-12-06,2.685
2021-12-07,2.82
2021-12-08,3.6
2021-12-09,3.2199998
2021-12-10,1.525
2021-12-11,-0.61
2021-12-12,5.7749996
2021-12-13,8.59
2021-12-14,7.5699997
2021-12-15,8.389999
2021-12-16,8.315
2021-12-17,7.415
2021-12-18,6.26
2021-12-19,5.83
2021-12-20,0.31
2021-12-21,-3.8049998
2021-12-22,-3.6799998
2021-12-23,1.22
2021-12-24,6.2299995
2021-12-25,-2.38
2021-12-26,-2.565
2021-12-27,3.485
2021-12-28,7.255
2021-12-29,8.24
2021-12-30,12.654999
2021-12-31,13.264999
