time,DEF08
2021-01-01,3.8523808
2021-01-02,2.1028569
2021-01-03,1.0671428
2021-01-04,-0.06333334
2021-01-05,0.07285716
2021-01-06,1.9933333
2021-01-07,1.7861906
2021-01-08,3.8938093
2021-01-09,4.147143
2021-01-10,0.5971428
2021-01-11,1.04
2021-01-12,1.2333332
2021-01-13,2.4366665
2021-01-14,2.7133334
2021-01-15,2.5580952
2021-01-16,5.07619
2021-01-17,4.371905
2021-01-18,4.9171424
2021-01-19,5.3661904
2021-01-20,5.040476
2021-01-21,8.355715
2021-01-22,9.87762
2021-01-23,6.693333
2021-01-24,10.073332
2021-01-25,9.640952
2021-01-26,12.5380945
2021-01-27,13.858095
2021-01-28,13.182857
2021-01-29,10.865237
2021-01-30,9.8533325
2021-01-31,7.7933335
2021-02-01,10.090953
2021-02-02,9.221905
2021-02-03,8.322857
2021-02-04,10.704287
2021-02-05,12.188094
2021-02-06,8.840953
2021-02-07,6.3347616
2021-02-08,7.4738092
2021-02-09,7.7942853
2021-02-10,9.361428
2021-02-11,11.764286
2021-02-12,10.016667
2021-02-13,8.436191
2021-02-14,8.33238
2021-02-15,8.134762
2021-02-16,9.266191
2021-02-17,9.6614275
2021-02-18,9.349047
2021-02-19,10.00619
2021-02-20,10.999048
2021-02-21,9.244286
2021-02-22,6.8585715
2021-02-23,8.373809
2021-02-24,10.330477
2021-02-25,11.026667
2021-02-26,11.263333
2021-02-27,8.556666
2021-02-28,8.481905
2021-03-01,7.126667
2021-03-02,7.8419046
2021-03-03,10.318571
2021-03-04,8.630952
2021-03-05,8.302856
2021-03-06,8.7228565
2021-03-07,7.935238
2021-03-08,6.764285
2021-03-09,6.097143
2021-03-10,7.498095
2021-03-11,9.377619
2021-03-12,8.781904
2021-03-13,8.761905
2021-03-14,8.609523
2021-03-15,9.554762
2021-03-16,10.07762
2021-03-17,10.141428
2021-03-18,7.5276194
2021-03-19,4.7576194
2021-03-20,4.151428
2021-03-21,4.760476
2021-03-22,6.735238
2021-03-23,8.593809
