time,LT029
2021-01-01,-0.6730769
2021-01-02,0.3992307
2021-01-03,1.3623077
2021-01-04,2.0553846
2021-01-05,2.2484617
2021-01-06,1.9761539
2021-01-07,-1.6915385
2021-01-08,0.25076923
2021-01-09,0.13692306
2021-01-10,0.80615383
2021-01-11,5.1853843
2021-01-12,5.9984612
2021-01-13,4.8692303
2021-01-14,6.9638453
2021-01-15,1.3038461
2021-01-16,5.25
2021-01-17,5.253077
2021-01-18,5.196923
2021-01-19,8.891539
2021-01-20,8.385385
2021-01-21,3.2246153
2021-01-22,2.1207693
2021-01-23,0.3030769
2021-01-24,-1.5276922
2021-01-25,0.0553846
2021-01-26,2.7215385
2021-01-27,6.680769
2021-01-28,8.292307
2021-01-29,8.263846
2021-01-30,4.779231
2021-01-31,0.3230769
2021-02-01,2.540769
2021-02-02,7.288462
2021-02-03,7.767693
2021-02-04,6.132308
2021-02-05,5.553846
2021-02-06,2.9015384
2021-02-07,1.4846153
2021-02-08,0.55153847
2021-02-09,-0.9415384
2021-02-10,-0.74692315
2021-02-11,-2.4046152
2021-02-12,0.25692305
2021-02-13,-1.0823077
2021-02-14,3.8946152
2021-02-15,8.42923
2021-02-16,9.140769
2021-02-17,7.4784617
2021-02-18,7.078461
2021-02-19,6.003846
2021-02-20,9.313845
2021-02-21,7.7384615
2021-02-22,7.4769235
2021-02-23,7.5561533
2021-02-24,10.74923
2021-02-25,7.583845
2021-02-26,4.39
2021-02-27,5.0430765
2021-02-28,4.206154
2021-03-01,3.480769
2021-03-02,3.75
2021-03-03,3.9123075
2021-03-04,4.1853843
2021-03-05,2.8469229
2021-03-06,1.1899999
2021-03-07,0.80692303
2021-03-08,3.4399998
2021-03-09,4.313077
2021-03-10,7.8338466
2021-03-11,7.608462
2021-03-12,5.7130766
2021-03-13,5.0046153
2021-03-14,5.496154
2021-03-15,8.042307
2021-03-16,8.3646145
2021-03-17,5.2807693
2021-03-18,5.3707685
2021-03-19,7.462308
2021-03-20,7.123077
2021-03-21,7.154615
2021-03-22,5.3446155
2021-03-23,7.2192307
2021-03-24,8.515384
2021-03-25,7.3499994
2021-03-26,7.8576922
2021-03-27,5.18
2021-03-28,8.966154
2021-03-29,11.313078
2021-03-30,11.34923
2021-03-31,11.473078
2021-04-01,9.226923
2021-04-02,5.663846
2021-04-03,5.0584617
2021-04-04,6.110769
2021-04-05,4.307692
2021-04-06,2.0530767
2021-04-07,2.1423078
2021-04-08,5.9530764
2021-04-09,5.25
2021-04-10,3.0792308
2021-04-11,2.7692308
2021-04-12,3.0838459
2021-04-13,4.86
2021-04-14,5.1446157
2021-04-15,4.563846
2021-04-16,4.0076923
2021-04-17,5.023846
2021-04-18,6.02
2021-04-19,7.881538
2021-04-20,8.586923
2021-04-21,9.192307
2021-04-22,6.453847
2021-04-23,8.7069235
2021-04-24,9.146923
2021-04-25,7.198461
2021-04-26,6.121538
2021-04-27,7.2015386
2021-04-28,6.8146152
2021-04-29,4.6499996
2021-04-30,5.1915383
2021-05-01,4.253077
2021-05-02,5.1884613
2021-05-03,7.0969234
2021-05-04,7.48
2021-05-05,4.8230767
2021-05-06,5.1853843
2021-05-07,5.2353845
2021-05-08,8.826923
2021-05-09,11.435385
2021-05-10,10.560769
2021-05-11,8.623076
2021-05-12,8.150769
2021-05-13,9.084616
2021-05-14,9.727693
2021-05-15,9.472307
2021-05-16,9.155384
2021-05-17,10.110001
2021-05-18,9.626154
2021-05-19,9.567692
2021-05-20,8.734616
2021-05-21,9.283077
2021-05-22,8.463845
2021-05-23,7.325384
2021-05-24,7.136154
2021-05-25,8.948462
2021-05-26,8.74923
2021-05-27,9.443076
2021-05-28,11.9653845
2021-05-29,14.491537
2021-05-30,13.769231
2021-05-31,14.190001
2021-06-01,16.543846
2021-06-02,16.086922
2021-06-03,14.3561535
2021-06-04,11.635385
2021-06-05,12.343078
2021-06-06,14.145385
2021-06-07,13.789998
2021-06-08,13.236922
2021-06-09,14.65923
2021-06-10,16.956923
2021-06-11,16.057692
2021-06-12,14.303847
2021-06-13,16.681538
2021-06-14,15.5346155
2021-06-15,13.67923
2021-06-16,15.389231
2021-06-17,13.823846
2021-06-18,11.76923
2021-06-19,12.580001
2021-06-20,12.632307
2021-06-21,11.664616
2021-06-22,11.369231
2021-06-23,11.21
2021-06-24,14.924616
2021-06-25,12.298461
2021-06-26,13.183846
2021-06-27,14.179231
2021-06-28,14.08923
2021-06-29,14.497692
2021-06-30,13.716923
2021-07-01,13.880769
2021-07-02,15.37769
2021-07-03,16.689232
2021-07-04,15.838461
2021-07-05,13.985384
2021-07-06,13.158462
2021-07-07,14.903846
2021-07-08,14.86
2021-07-09,14.737691
2021-07-10,15.08846
2021-07-11,14.374614
2021-07-12,15.266922
2021-07-13,15.980769
2021-07-14,15.604613
2021-07-15,15.866154
2021-07-16,16.925385
2021-07-17,19.133846
2021-07-18,20.285381
2021-07-19,20.943077
2021-07-20,20.348463
2021-07-21,20.173077
2021-07-22,21.38923
2021-07-23,19.62077
2021-07-24,17.041538
2021-07-25,16.726923
2021-07-26,16.272306
2021-07-27,16.471539
2021-07-28,15.451537
2021-07-29,14.711537
2021-07-30,14.208461
2021-07-31,14.859229
2021-08-01,14.398459
2021-08-02,13.525385
2021-08-03,13.088461
2021-08-04,14.340001
2021-08-05,14.626151
2021-08-06,15.065384
2021-08-07,14.081538
2021-08-08,14.549231
2021-08-09,14.561538
2021-08-10,15.523077
2021-08-11,15.043845
2021-08-12,14.873077
2021-08-13,16.14077
2021-08-14,15.783076
2021-08-15,15.561537
2021-08-16,13.400768
2021-08-17,13.644614
2021-08-18,14.967692
2021-08-19,14.742309
2021-08-20,15.736154
2021-08-21,16.008463
2021-08-22,15.630769
2021-08-23,15.273076
2021-08-24,14.541539
2021-08-25,14.6061535
2021-08-26,14.400767
2021-08-27,12.616923
2021-08-28,13.109231
2021-08-29,13.88077
2021-08-30,14.372308
2021-08-31,13.425384
2021-09-01,13.670768
2021-09-02,14.237692
2021-09-03,14.675384
2021-09-04,15.780768
2021-09-05,16.644615
2021-09-06,18.57923
2021-09-07,20.053078
2021-09-08,19.367693
2021-09-09,17.446922
2021-09-10,16.688463
2021-09-11,16.02
2021-09-12,13.0892315
2021-09-13,13.905386
2021-09-14,15.142307
2021-09-15,14.493846
2021-09-16,13.801538
2021-09-17,14.092307
2021-09-18,15.181538
2021-09-19,14.226923
2021-09-20,12.057692
2021-09-21,12.926153
2021-09-22,13.855384
2021-09-23,14.643846
2021-09-24,15.109229
2021-09-25,15.919999
2021-09-26,15.653846
2021-09-27,12.548462
2021-09-28,11.511538
2021-09-29,9.753077
2021-09-30,11.080001
2021-10-01,12.554615
2021-10-02,9.266153
2021-10-03,9.78923
2021-10-04,10.786153
2021-10-05,10.717692
2021-10-06,11.7238455
2021-10-07,14.43077
2021-10-08,14.694616
2021-10-09,14.327692
2021-10-10,12.542308
2021-10-11,10.795384
2021-10-12,11.105386
2021-10-13,12.54
2021-10-14,11.587692
2021-10-15,10.493077
2021-10-16,10.4653845
2021-10-17,12.412307
2021-10-18,12.566921
2021-10-19,15.549231
2021-10-20,12.395385
2021-10-21,8.154615
2021-10-22,8.929231
2021-10-23,9.99
2021-10-24,12.119231
2021-10-25,11.334615
2021-10-26,10.709229
2021-10-27,14.1607685
2021-10-28,13.005384
2021-10-29,10.727691
2021-10-30,9.527692
2021-10-31,8.536922
2021-11-01,8.445384
2021-11-02,5.9730763
2021-11-03,5.467692
2021-11-04,6.0299997
2021-11-05,6.1569233
2021-11-06,9.9
2021-11-07,9.248461
2021-11-08,7.4100003
2021-11-09,11.7469225
2021-11-10,9.723077
2021-11-11,8.5346155
2021-11-12,10.463846
2021-11-13,10.896923
2021-11-14,8.377691
2021-11-15,7.945384
2021-11-16,9.109999
2021-11-17,8.394614
2021-11-18,9.679231
2021-11-19,10.77923
2021-11-20,9.321539
2021-11-21,5.7253847
2021-11-22,3.9992309
2021-11-23,4.400769
2021-11-24,5.1015387
2021-11-25,3.8984618
2021-11-26,5.132307
2021-11-27,3.3992307
2021-11-28,2.0392308
2021-11-29,2.1423075
2021-11-30,8.2676935
2021-12-01,7.3830767
2021-12-02,2.8915381
2021-12-03,4.4553847
2021-12-04,4.767692
2021-12-05,4.1784616
2021-12-06,3.613077
2021-12-07,3.867692
2021-12-08,3.7276926
2021-12-09,5.3369226
2021-12-10,4.6038456
2021-12-11,5.5807695
2021-12-12,10.304615
2021-12-13,9.243076
2021-12-14,8.874615
2021-12-15,9.946921
2021-12-16,8.368461
2021-12-17,7.681538
2021-12-18,6.0769224
2021-12-19,4.120769
2021-12-20,4.344615
2021-12-21,3.5915384
2021-12-22,1.6223077
2021-12-23,6.12923
2021-12-24,6.8038464
2021-12-25,6.521538
2021-12-26,6.913846
2021-12-27,6.7553844
2021-12-28,7.470769
2021-12-29,8.267692
2021-12-30,11.822308
2021-12-31,13.25846
