time,FRY30
2021-08-30,18.03059
2021-08-31,18.618237
2021-09-01,13.798822
2021-09-02,9.897647
2021-09-03,11.825882
2021-09-04,10.643529
2021-09-05,11.771176
2021-09-06,9.89
2021-09-07,11.354118
2021-09-08,9.587059
2021-09-09,11.095881
2021-09-10,13.378235
2021-09-11,13.537058
2021-09-12,13.979411
2021-09-13,15.751176
2021-09-14,16.098234
2021-09-15,15.055882
2021-09-16,14.743528
2021-09-17,12.431765
2021-09-18,14.762352
2021-09-19,15.214168
2021-09-20,15.437647
2021-09-21,11.287059
2021-09-22,7.1408334
2021-09-23,9.173529
2021-09-24,9.3652935
2021-09-25,10.665883
2021-09-26,10.116471
2021-09-27,12.094705
2021-09-28,10.08
2021-09-29,9.353529
2021-09-30,8.1152935
2021-10-01,4.7911763
2021-10-02,7.093529
2021-10-03,8.824118
2021-10-04,11.8252945
2021-10-05,5.3017645
2021-10-06,1.1723529
2021-10-07,-1.1182353
2021-10-08,0.5970588
2021-10-09,1.4723529
2021-10-10,2.8711765
2021-10-11,3.983529
2021-10-12,3.7964702
2021-10-13,4.3017645
2021-10-14,5.205294
2021-10-15,7.745882
2021-10-16,8.00294
2021-10-17,11.382942
2021-10-18,
2021-10-19,7.2341175
2021-10-20,8.468823
2021-10-21,4.830833
2021-10-22,5.8105884
2021-10-23,7.3652935
2021-10-24,8.608824
2021-10-25,8.315
2021-10-26,9.568235
2021-10-27,6.1175
2021-10-28,10.974117
2021-10-29,12.900588
2021-10-30,15.9123535
2021-10-31,12.084117
2021-11-01,14.108823
2021-11-02,12.185833
2021-11-03,9.085882
2021-11-04,3.1735291
2021-11-05,6.990588
2021-11-06,7.377059
2021-11-07,9.612353
2021-11-08,7.6894116
2021-11-09,6.0764704
2021-11-10,3.995882
2021-11-11,7.347059
2021-11-12,8.059999
2021-11-13,11.210588
2021-11-14,3.76
2021-11-15,3.425
2021-11-16,5.3117647
2021-11-17,3.4352942
2021-11-18,-1.6588236
2021-11-19,-0.7952941
2021-11-20,6.8570585
2021-11-21,7.934705
2021-11-22,3.3947058
2021-11-23,-1.6294118
2021-11-24,1.7176468
2021-11-25,5.0517645
2021-11-26,1.0117646
2021-11-27,-1.017647
2021-11-28,-2.3841665
2021-11-29,-0.17705882
2021-11-30,0.7733333
2021-12-01,0.7994117
2021-12-02,-5.772352
2021-12-03,-4.7429414
2021-12-04,5.8382354
2021-12-05,8.450588
2021-12-06,6.3611765
2021-12-07,4.020588
2021-12-08,12.334706
2021-12-09,6.522353
2021-12-10,7.144118
2021-12-11,0.41235292
2021-12-12,2.1811767
2021-12-13,4.5194116
2021-12-14,2.0194118
2021-12-15,-1.5070587
2021-12-16,1.4735293
2021-12-17,-6.8775
2021-12-18,-4.3788233
2021-12-19,2.2770588
2021-12-20,-2.9217646
2021-12-21,-3.7199998
2021-12-22,-5.8664703
2021-12-23,-5.6908336
2021-12-24,-2.5470588
2021-12-25,-10.65647
2021-12-26,-1.2823529
2021-12-27,6.4599996
2021-12-28,7.4188232
2021-12-29,3.1016665
2021-12-30,-0.06352941
2021-12-31,-0.40470588
