time,DE22C
2021-01-01,1.9549999
2021-01-02,2.76
2021-01-03,1.3050001
2021-01-04,0.575
2021-01-05,1.14
2021-01-06,0.84999996
2021-01-07,0.385
2021-01-08,0.48499995
2021-01-09,-0.33999997
2021-01-10,0.64
2021-01-11,1.875
2021-01-12,2.565
2021-01-13,1.77
2021-01-14,0.59499997
2021-01-15,-0.885
2021-01-16,-1.67
2021-01-17,-1.25
2021-01-18,2.795
2021-01-19,4.475
2021-01-20,7.035
2021-01-21,7.8899994
2021-01-22,5.45
2021-01-23,2.085
2021-01-24,0.865
2021-01-25,-0.295
2021-01-26,0.46999997
2021-01-27,1.5
2021-01-28,2.175
2021-01-29,1.505
2021-01-30,-1.125
2021-01-31,-4.17
2021-02-01,-1.425
2021-02-02,2.3449998
2021-02-03,7.3149996
2021-02-04,4.7
2021-02-05,1.66
2021-02-06,-1.105
2021-02-07,-6.015
2021-02-08,-8.955
2021-02-09,-11.2
2021-02-10,-8.52
2021-02-11,-7.1849995
2021-02-12,-9.355
2021-02-13,-12.95
2021-02-14,-9.834999
2021-02-15,-1.15
2021-02-16,4.015
2021-02-17,6.465
2021-02-18,7.0249996
2021-02-19,7.015
2021-02-20,9.825
2021-02-21,11.855
2021-02-22,10.559999
2021-02-23,12.584999
2021-02-24,13.66
2021-02-25,12.344999
2021-02-26,7.1099997
2021-02-27,4.115
2021-02-28,3.44
2021-03-01,3.295
2021-03-02,3.8149998
2021-03-03,6.6499996
2021-03-04,2.945
2021-03-05,0.985
2021-03-06,0.97499996
2021-03-07,1.875
2021-03-08,2.3049998
2021-03-09,1.915
2021-03-10,4.845
2021-03-11,7.9049997
2021-03-12,6.3799996
2021-03-13,5.6099997
2021-03-14,5.1049995
2021-03-15,4.61
2021-03-16,4.0550003
2021-03-17,2.79
2021-03-18,0.97999996
2021-03-19,1.3199999
2021-03-20,0.755
2021-03-21,4.9700003
2021-03-22,5.24
2021-03-23,5.79
2021-03-24,7.7599993
2021-03-25,8.155
2021-03-26,11.059999
2021-03-27,5.4849997
2021-03-28,8.0
2021-03-29,13.834999
2021-03-30,13.059999
2021-03-31,13.95
2021-04-01,10.889999
2021-04-02,5.5249996
2021-04-03,6.33
2021-04-04,4.7799997
2021-04-05,2.6599998
2021-04-06,0.975
2021-04-07,1.555
2021-04-08,3.085
2021-04-09,7.095
2021-04-10,6.0599995
2021-04-11,6.52
2021-04-12,3.23
2021-04-13,3.375
2021-04-14,2.7549999
2021-04-15,3.9799998
2021-04-16,6.46
2021-04-17,6.8099995
2021-04-18,8.645
2021-04-19,9.059999
2021-04-20,10.085
2021-04-21,8.549999
2021-04-22,6.3549995
2021-04-23,7.215
2021-04-24,6.24
2021-04-25,4.87
2021-04-26,5.55
2021-04-27,6.7599998
2021-04-28,10.754999
2021-04-29,9.76
2021-04-30,8.11
2021-05-01,8.96
2021-05-02,6.765
2021-05-03,7.85
2021-05-04,10.115
2021-05-05,7.165
2021-05-06,6.43
2021-05-07,6.34
2021-05-08,9.37
2021-05-09,19.634998
2021-05-10,19.649998
2021-05-11,13.91
2021-05-12,12.695
2021-05-13,12.79
2021-05-14,11.65
2021-05-15,10.764999
2021-05-16,11.93
2021-05-17,10.994999
2021-05-18,10.974999
2021-05-19,10.309999
2021-05-20,11.975
2021-05-21,14.165
2021-05-22,10.85
2021-05-23,10.67
2021-05-24,14.084999
2021-05-25,10.045
2021-05-26,10.985
2021-05-27,10.59
2021-05-28,11.71
2021-05-29,10.11
2021-05-30,13.219999
2021-05-31,14.584999
2021-06-01,16.265
2021-06-02,18.795
2021-06-03,18.965
2021-06-04,20.5
2021-06-05,18.95
2021-06-06,16.474998
2021-06-07,16.05
2021-06-08,17.91
2021-06-09,19.435
2021-06-10,19.380001
2021-06-11,19.925
2021-06-12,17.665
2021-06-13,14.684999
2021-06-14,18.5
2021-06-15,17.630001
2021-06-16,20.65
2021-06-17,25.755
2021-06-18,25.795
2021-06-19,24.625
2021-06-20,23.064999
2021-06-21,19.395
2021-06-22,15.045
2021-06-23,15.879999
2021-06-24,16.98
2021-06-25,17.09
2021-06-26,18.579998
2021-06-27,20.31
2021-06-28,21.595
2021-06-29,19.91
2021-06-30,17.074999
2021-07-01,14.289999
2021-07-02,15.615
2021-07-03,17.455
2021-07-04,18.29
2021-07-05,17.93
2021-07-06,19.904999
2021-07-07,19.165
2021-07-08,18.64
2021-07-09,16.314999
2021-07-10,17.77
2021-07-11,18.52
2021-07-12,20.325
2021-07-13,21.22
2021-07-14,18.865
2021-07-15,19.875
2021-07-16,18.789999
2021-07-17,19.965
2021-07-18,19.545
2021-07-19,16.65
2021-07-20,16.255001
2021-07-21,17.880001
2021-07-22,18.31
2021-07-23,17.039999
2021-07-24,19.89
2021-07-25,21.035
2021-07-26,21.349998
2021-07-27,19.88
2021-07-28,18.605
2021-07-29,18.05
2021-07-30,19.619999
2021-07-31,17.715
2021-08-01,16.705
2021-08-02,16.324999
2021-08-03,16.349998
2021-08-04,17.029999
2021-08-05,16.465
2021-08-06,17.07
2021-08-07,18.625
2021-08-08,17.09
2021-08-09,16.989998
2021-08-10,17.175
2021-08-11,16.855
2021-08-12,20.189999
2021-08-13,21.384998
2021-08-14,19.36
2021-08-15,19.55
2021-08-16,15.494999
2021-08-17,14.385
2021-08-18,16.08
2021-08-19,16.825
2021-08-20,17.54
2021-08-21,18.564999
2021-08-22,17.06
2021-08-23,16.75
2021-08-24,14.209999
2021-08-25,14.875
2021-08-26,14.83
2021-08-27,13.299999
2021-08-28,13.994999
2021-08-29,14.7699995
2021-08-30,15.875
2021-08-31,16.505
2021-09-01,15.66
2021-09-02,15.17
2021-09-03,15.42
2021-09-04,13.86
2021-09-05,12.969999
2021-09-06,14.934999
2021-09-07,16.665
2021-09-08,17.54
2021-09-09,19.735
2021-09-10,20.204998
2021-09-11,18.595
2021-09-12,17.335
2021-09-13,14.514999
2021-09-14,16.884998
2021-09-15,18.89
2021-09-16,15.535
2021-09-17,14.639999
2021-09-18,13.074999
2021-09-19,12.545
2021-09-20,11.879999
2021-09-21,12.299999
2021-09-22,13.955
2021-09-23,14.555
2021-09-24,15.385
2021-09-25,16.755001
2021-09-26,18.085
2021-09-27,18.164999
2021-09-28,13.16
2021-09-29,11.565001
2021-09-30,11.25
2021-10-01,13.58
2021-10-02,14.84
2021-10-03,19.42
2021-10-04,13.1
2021-10-05,11.705
2021-10-06,12.165
2021-10-07,11.295
2021-10-08,9.53
2021-10-09,7.665
2021-10-10,6.4049997
2021-10-11,9.29
2021-10-12,8.809999
2021-10-13,8.625
2021-10-14,10.959999
2021-10-15,9.965
2021-10-16,6.925
2021-10-17,8.48
2021-10-18,10.53
2021-10-19,12.625
2021-10-20,15.815
2021-10-21,10.65
2021-10-22,7.185
2021-10-23,6.7649994
2021-10-24,6.575
2021-10-25,9.094999
2021-10-26,11.92
2021-10-27,12.46
2021-10-28,10.825
2021-10-29,10.99
2021-10-30,11.135
2021-10-31,14.48
2021-11-01,11.465
2021-11-02,7.92
2021-11-03,6.96
2021-11-04,6.97
2021-11-05,7.8149996
2021-11-06,8.48
2021-11-07,8.795
2021-11-08,8.139999
2021-11-09,7.67
2021-11-10,4.045
2021-11-11,4.285
2021-11-12,5.725
2021-11-13,5.665
2021-11-14,6.8549995
2021-11-15,5.08
2021-11-16,4.09
2021-11-17,5.59
2021-11-18,8.42
2021-11-19,10.58
2021-11-20,10.119999
2021-11-21,6.8450003
2021-11-22,2.915
2021-11-23,4.7799997
2021-11-24,5.6549997
2021-11-25,4.175
2021-11-26,3.29
2021-11-27,2.9049997
2021-11-28,1.21
2021-11-29,1.9849999
2021-11-30,4.45
2021-12-01,6.9449997
2021-12-02,1.48
2021-12-03,1.105
2021-12-04,2.58
2021-12-05,3.155
2021-12-06,1.2049999
2021-12-07,2.0449998
2021-12-08,2.545
2021-12-09,2.1
2021-12-10,1.2149999
2021-12-11,-0.885
2021-12-12,3.59
2021-12-13,8.094999
2021-12-14,7.375
2021-12-15,8.075
2021-12-16,7.39
2021-12-17,6.3099995
2021-12-18,6.375
2021-12-19,6.18
2021-12-20,-0.35
2021-12-21,-3.8799999
2021-12-22,-3.1149998
2021-12-23,0.22999999
2021-12-24,4.845
2021-12-25,-5.5299997
2021-12-26,-6.92
2021-12-27,1.175
2021-12-28,5.2749996
2021-12-29,6.865
2021-12-30,11.805
2021-12-31,13.014999
