time,ITI31
2021-01-01,9.52
2021-01-02,10.745
2021-01-03,9.035
2021-01-04,6.545
2021-01-05,4.6
2021-01-06,6.385
2021-01-07,8.48
2021-01-08,11.57
2021-01-09,12.7699995
2021-01-10,11.465
2021-01-11,11.049999
2021-01-12,9.674999
2021-01-13,11.24
2021-01-14,10.014999
2021-01-15,10.375
2021-01-16,8.799999
2021-01-17,9.084999
2021-01-18,8.95
2021-01-19,10.785
2021-01-20,11.15
2021-01-21,12.184999
2021-01-22,12.969999
2021-01-23,11.289999
2021-01-24,12.115
2021-01-25,12.559999
2021-01-26,10.115
2021-01-27,8.91
2021-01-28,9.405
2021-01-29,11.860001
2021-01-30,8.98
2021-01-31,6.18
2021-02-01,12.179999
2021-02-02,15.440001
2021-02-03,17.525
2021-02-04,15.45
2021-02-05,15.74
2021-02-06,13.139999
2021-02-07,10.04
2021-02-08,7.415
2021-02-09,10.53
2021-02-10,11.955
2021-02-11,18.244999
2021-02-12,14.504999
2021-02-13,10.075
2021-02-14,4.7749996
2021-02-15,5.0249996
2021-02-16,7.3599997
2021-02-17,10.405
2021-02-18,10.690001
2021-02-19,10.039999
2021-02-20,11.84
2021-02-21,12.155
2021-02-22,13.275
2021-02-23,13.105
2021-02-24,15.26
2021-02-25,13.695
2021-02-26,12.059999
2021-02-27,12.135
2021-02-28,12.0199995
2021-03-01,8.0199995
2021-03-02,8.795
2021-03-03,11.764999
2021-03-04,7.6549997
2021-03-05,7.375
2021-03-06,9.1
2021-03-07,8.61
2021-03-08,10.349999
2021-03-09,11.264999
2021-03-10,11.12
2021-03-11,10.275
2021-03-12,12.46
2021-03-13,13.37
2021-03-14,12.184999
2021-03-15,12.2
2021-03-16,12.42
2021-03-17,9.49
2021-03-18,8.844999
2021-03-19,6.77
2021-03-20,7.2699995
2021-03-21,10.28
2021-03-22,10.575
2021-03-23,9.205
2021-03-24,9.605
2021-03-25,10.945
2021-03-26,12.969999
2021-03-27,12.094999
2021-03-28,11.3949995
2021-03-29,12.4
2021-03-30,11.965
2021-03-31,13.41
2021-04-01,16.494999
2021-04-02,12.66
2021-04-03,17.15
2021-04-04,15.075
2021-04-05,13.26
2021-04-06,12.719999
2021-04-07,11.129999
2021-04-08,9.29
2021-04-09,10.344999
2021-04-10,8.934999
2021-04-11,12.684999
2021-04-12,11.690001
2021-04-13,12.375
2021-04-14,11.68
2021-04-15,11.254999
2021-04-16,12.615
2021-04-17,10.92
2021-04-18,12.094999
2021-04-19,11.29
2021-04-20,11.61
2021-04-21,13.24
2021-04-22,9.395
2021-04-23,11.18
2021-04-24,11.914999
2021-04-25,11.93
2021-04-26,13.119999
2021-04-27,14.849999
2021-04-28,15.2699995
2021-04-29,17.75
2021-04-30,18.669998
2021-05-01,14.42
2021-05-02,13.58
2021-05-03,13.07
2021-05-04,13.485
2021-05-05,13.405
2021-05-06,16.435
2021-05-07,17.134998
2021-05-08,14.325
2021-05-09,16.465
2021-05-10,16.48
2021-05-11,14.2699995
2021-05-12,15.43
2021-05-13,16.76
2021-05-14,13.754999
2021-05-15,13.254999
2021-05-16,17.734999
2021-05-17,17.985
2021-05-18,16.14
2021-05-19,16.24
2021-05-20,16.135
2021-05-21,15.53
2021-05-22,15.555
2021-05-23,17.93
2021-05-24,18.835
2021-05-25,15.629999
2021-05-26,16.625
2021-05-27,15.219999
2021-05-28,16.105
