time,FR106
2021-01-01,5.2871428
2021-01-02,7.517143
2021-01-03,6.841428
2021-01-04,4.9585714
2021-01-05,3.5557141
2021-01-06,5.9542856
2021-01-07,3.492857
2021-01-08,3.427143
2021-01-09,1.8742858
2021-01-10,1.307143
2021-01-11,0.8228571
2021-01-12,0.26285714
2021-01-13,0.06857137
2021-01-14,0.59142864
2021-01-15,-0.35142854
2021-01-16,-1.1514286
2021-01-17,-2.4671426
2021-01-18,-0.5914286
2021-01-19,1.0085714
2021-01-20,5.4185715
2021-01-21,8.59
2021-01-22,10.977142
2021-01-23,9.367143
2021-01-24,5.9057145
2021-01-25,0.5514285
2021-01-26,1.647143
2021-01-27,0.14142857
2021-01-28,0.82428586
2021-01-29,5.9357142
2021-01-30,7.045714
2021-01-31,6.5871425
2021-02-01,2.6671426
2021-02-02,6.321429
2021-02-03,8.795714
2021-02-04,11.414286
2021-02-05,10.514284
2021-02-06,10.425714
2021-02-07,11.945715
2021-02-08,9.677142
2021-02-09,10.525714
2021-02-10,9.442857
2021-02-11,4.1142855
2021-02-12,-2.5785713
2021-02-13,-4.6028566
2021-02-14,-3.0885713
2021-02-15,-0.49571437
2021-02-16,2.7100003
2021-02-17,3.93
2021-02-18,5.9185715
2021-02-19,7.4028563
2021-02-20,8.355714
2021-02-21,7.1857142
2021-02-22,8.155714
2021-02-23,9.214286
2021-02-24,11.134285
2021-02-25,11.7300005
2021-02-26,10.7628565
2021-02-27,8.171428
2021-02-28,6.7157135
2021-03-01,5.951428
2021-03-02,6.3428574
2021-03-03,7.765714
2021-03-04,6.6357145
2021-03-05,7.312857
2021-03-06,3.722857
2021-03-07,2.2785714
2021-03-08,5.1385717
2021-03-09,4.704285
2021-03-10,5.682857
2021-03-11,5.041428
2021-03-12,7.647143
2021-03-13,9.701428
2021-03-14,8.611429
2021-03-15,5.15
2021-03-16,4.2428565
2021-03-17,4.1699996
2021-03-18,3.0471425
2021-03-19,2.1657145
2021-03-20,2.5057144
2021-03-21,2.0457141
2021-03-22,3.5785713
2021-03-23,4.262857
2021-03-24,6.9585714
2021-03-25,7.2757144
2021-03-26,8.414286
2021-03-27,9.031427
2021-03-28,10.981429
2021-03-29,10.915713
2021-03-30,12.781428
2021-03-31,13.984285
2021-04-01,14.577142
2021-04-02,13.2628565
2021-04-03,8.4185705
2021-04-04,5.6871424
2021-04-05,6.375714
2021-04-06,4.235714
2021-04-07,1.2500001
2021-04-08,2.875714
2021-04-09,5.1857142
2021-04-10,8.298571
2021-04-11,10.191429
2021-04-12,10.4728565
2021-04-13,4.042857
2021-04-14,4.735714
2021-04-15,4.8828573
2021-04-16,5.1428576
2021-04-17,6.437143
2021-04-18,6.81
2021-04-19,7.547143
2021-04-20,8.31
2021-04-21,9.485713
2021-04-22,9.867143
2021-04-23,11.008571
2021-04-24,11.594286
2021-04-25,11.599999
2021-04-26,10.838571
2021-04-27,10.207143
2021-04-28,11.444285
2021-04-29,14.924284
2021-04-30,17.061428
2021-05-01,16.714285
2021-05-02,16.658571
2021-05-03,11.901428
2021-05-04,11.774285
2021-05-05,12.589998
2021-05-06,13.227142
2021-05-07,14.187142
2021-05-08,12.93
2021-05-09,14.83
2021-05-10,16.781427
2021-05-11,16.73
2021-05-12,14.997142
2021-05-13,13.748572
2021-05-14,14.142858
2021-05-15,13.811429
2021-05-16,14.1
2021-05-17,15.201429
2021-05-18,13.712857
2021-05-19,12.661428
2021-05-20,12.411428
2021-05-21,12.671428
2021-05-22,14.875715
2021-05-23,16.20857
2021-05-24,17.234285
2021-05-25,16.965715
2021-05-26,15.167143
2021-05-27,15.57857
2021-05-28,16.075712
2021-05-29,15.064285
2021-05-30,14.481428
2021-05-31,13.822858
2021-06-01,14.315713
2021-06-02,15.577142
2021-06-03,17.304287
2021-06-04,19.112856
2021-06-05,19.58
2021-06-06,19.135712
2021-06-07,18.014286
2021-06-08,18.685715
2021-06-09,20.101427
2021-06-10,20.598572
2021-06-11,20.055714
2021-06-12,20.264286
2021-06-13,20.328571
2021-06-14,17.994284
2021-06-15,17.862856
2021-06-16,19.727142
2021-06-17,20.41
2021-06-18,21.712856
2021-06-19,22.941427
2021-06-20,24.595715
2021-06-21,24.224285
2021-06-22,25.204285
2021-06-23,25.575714
2021-06-24,26.36143
2021-06-25,24.965714
2021-06-26,22.36857
2021-06-27,23.521427
2021-06-28,24.062857
2021-06-29,24.40714
2021-06-30,24.035715
2021-07-01,20.457142
2021-07-02,20.991426
2021-07-03,21.854284
2021-07-04,22.032858
2021-07-05,20.874285
2021-07-06,23.269999
2021-07-07,24.92
2021-07-08,26.08143
2021-07-09,25.095713
2021-07-10,22.911427
2021-07-11,23.431427
2021-07-12,23.77857
2021-07-13,25.307142
2021-07-14,24.032858
2021-07-15,21.325714
2021-07-16,20.847141
2021-07-17,20.99
2021-07-18,22.005713
2021-07-19,21.179998
2021-07-20,22.385712
2021-07-21,22.261429
2021-07-22,21.445715
2021-07-23,22.247143
2021-07-24,23.24
2021-07-25,25.025713
2021-07-26,26.254286
2021-07-27,25.51286
2021-07-28,25.204285
2021-07-29,25.347141
2021-07-30,24.467142
2021-07-31,24.761429
2021-08-01,25.554285
2021-08-02,22.37857
2021-08-03,21.825714
2021-08-04,22.762857
2021-08-05,21.227142
2021-08-06,21.357141
2021-08-07,22.034285
2021-08-08,25.254288
2021-08-09,24.92571
2021-08-10,24.57857
2021-08-11,25.42
2021-08-12,26.285715
2021-08-13,25.895712
2021-08-14,26.119999
2021-08-15,26.225714
2021-08-16,25.491428
2021-08-17,22.537142
2021-08-18,20.722857
2021-08-19,20.237143
2021-08-20,21.007141
2021-08-21,22.527143
2021-08-22,22.957144
2021-08-23,20.72
2021-08-24,20.577145
2021-08-25,17.561428
2021-08-26,19.002857
2021-08-27,15.744285
2021-08-28,16.24857
2021-08-29,15.02143
2021-08-30,15.858573
2021-08-31,17.761427
2021-09-01,17.699999
2021-09-02,17.622858
2021-09-03,18.189999
2021-09-04,18.575712
2021-09-05,18.794285
2021-09-06,19.818571
2021-09-07,18.622854
2021-09-08,18.365713
2021-09-09,18.06
2021-09-10,18.217142
2021-09-11,18.710001
2021-09-12,19.584286
2021-09-13,20.06
2021-09-14,19.934284
2021-09-15,20.648571
2021-09-16,20.99857
2021-09-17,19.074284
2021-09-18,18.431429
2021-09-19,18.487143
2021-09-20,15.668571
2021-09-21,14.144285
2021-09-22,13.094285
2021-09-23,14.185715
2021-09-24,14.982857
2021-09-25,16.62
2021-09-26,18.801428
2021-09-27,19.334286
2021-09-28,18.357143
2021-09-29,17.845713
2021-09-30,15.925714
2021-10-01,15.238571
2021-10-02,15.379999
2021-10-03,16.304285
2021-10-04,17.529999
2021-10-05,17.294287
2021-10-06,14.787143
2021-10-07,11.182857
2021-10-08,11.594286
2021-10-09,9.862857
2021-10-10,7.6085715
2021-10-11,8.607142
2021-10-12,9.8
2021-10-13,8.022857
