time,AT313
2021-01-01,10.51
2021-01-02,11.07
2021-01-03,11.2699995
2021-01-04,8.08
2021-01-05,7.8399997
2021-01-06,10.36
2021-01-07,9.889999
2021-01-08,10.65
2021-01-09,8.91
2021-01-10,9.17
2021-01-11,9.32
2021-01-12,8.599999
2021-01-13,7.77
2021-01-14,7.06
2021-01-15,6.8599997
2021-01-16,5.22
2021-01-17,3.24
2021-01-18,4.45
2021-01-19,5.04
2021-01-20,8.94
2021-01-21,14.86
2021-01-22,15.639999
2021-01-23,12.45
2021-01-24,11.41
2021-01-25,8.36
2021-01-26,6.06
2021-01-27,5.21
2021-01-28,8.09
2021-01-29,10.54
2021-01-30,13.719999
2021-01-31,12.04
2021-02-01,10.7
2021-02-02,12.73
2021-02-03,13.349999
2021-02-04,13.599999
2021-02-05,14.63
2021-02-06,14.599999
2021-02-07,15.28
2021-02-08,12.44
2021-02-09,12.11
2021-02-10,12.139999
2021-02-11,13.599999
2021-02-12,5.92
2021-02-13,4.25
2021-02-14,2.44
2021-02-15,3.08
2021-02-16,3.77
2021-02-17,5.95
2021-02-18,7.96
2021-02-19,9.55
2021-02-20,11.71
2021-02-21,12.16
2021-02-22,13.33
2021-02-23,11.36
2021-02-24,14.08
2021-02-25,14.589999
2021-02-26,12.82
2021-02-27,10.32
2021-02-28,10.429999
2021-03-01,10.71
2021-03-02,11.71
2021-03-03,13.71
2021-03-04,10.79
2021-03-05,9.889999
2021-03-06,7.91
2021-03-07,7.08
2021-03-08,9.58
2021-03-09,9.46
2021-03-10,9.38
2021-03-11,8.69
2021-03-12,11.78
2021-03-13,13.62
2021-03-14,12.07
2021-03-15,9.28
2021-03-16,8.98
2021-03-17,7.9199996
2021-03-18,7.17
2021-03-19,6.85
2021-03-20,8.04
2021-03-21,8.28
2021-03-22,7.47
2021-03-23,7.35
2021-03-24,9.0199995
2021-03-25,9.8
2021-03-26,10.3
2021-03-27,12.41
2021-03-28,13.889999
2021-03-29,13.59
2021-03-30,14.82
2021-03-31,15.98
2021-04-01,18.31
2021-04-02,15.03
2021-04-03,14.87
2021-04-04,11.34
2021-04-05,9.38
2021-04-06,9.2
2021-04-07,7.69
2021-04-08,8.2
2021-04-09,9.79
2021-04-10,10.349999
2021-04-11,12.849999
2021-04-12,14.28
2021-04-13,11.309999
2021-04-14,8.69
2021-04-15,10.38
2021-04-16,11.65
2021-04-17,10.75
2021-04-18,11.55
2021-04-19,10.17
2021-04-20,11.29
2021-04-21,13.88
2021-04-22,12.57
2021-04-23,14.11
2021-04-24,14.17
2021-04-25,14.03
2021-04-26,15.04
2021-04-27,15.719999
2021-04-28,16.06
2021-04-29,18.38
2021-04-30,19.609999
2021-05-01,19.38
2021-05-02,19.23
2021-05-03,14.74
2021-05-04,15.309999
2021-05-05,16.32
2021-05-06,16.56
2021-05-07,17.42
2021-05-08,15.7
2021-05-09,17.55
2021-05-10,17.82
2021-05-11,18.859999
2021-05-12,17.609999
2021-05-13,15.54
2021-05-14,16.08
2021-05-15,15.2699995
2021-05-16,17.69
2021-05-17,18.32
2021-05-18,17.46
2021-05-19,16.27
2021-05-20,14.95
2021-05-21,16.24
2021-05-22,17.33
2021-05-23,20.39
2021-05-24,21.56
2021-05-25,20.64
2021-05-26,19.13
2021-05-27,18.41
2021-05-28,16.75
2021-05-29,18.09
2021-05-30,17.279999
2021-05-31,16.9
2021-06-01,16.17
2021-06-02,18.56
2021-06-03,19.35
2021-06-04,19.859999
2021-06-05,21.15
2021-06-06,21.119999
2021-06-07,19.77
2021-06-08,20.74
2021-06-09,20.99
2021-06-10,21.4
2021-06-11,21.41
2021-06-12,21.63
2021-06-13,20.359999
2021-06-14,19.72
2021-06-15,21.109999
2021-06-16,21.3
2021-06-17,22.3
2021-06-18,23.1
2021-06-19,24.42
2021-06-20,25.09
2021-06-21,27.689999
2021-06-22,27.23
2021-06-23,28.09
2021-06-24,29.01
2021-06-25,27.23
2021-06-26,25.9
2021-06-27,26.269999
2021-06-28,27.13
2021-06-29,28.17
2021-06-30,27.49
2021-07-01,25.16
2021-07-02,24.25
2021-07-03,24.4
2021-07-04,24.609999
2021-07-05,23.34
2021-07-06,24.539999
2021-07-07,26.92
2021-07-08,28.89
2021-07-09,27.57
2021-07-10,25.359999
2021-07-11,25.039999
2021-07-12,25.96
2021-07-13,26.66
2021-07-14,26.81
2021-07-15,25.93
2021-07-16,22.85
2021-07-17,21.21
2021-07-18,22.05
2021-07-19,23.23
2021-07-20,23.73
2021-07-21,23.9
2021-07-22,24.15
2021-07-23,24.6
2021-07-24,25.75
2021-07-25,28.55
2021-07-26,29.88
2021-07-27,28.92
2021-07-28,29.75
2021-07-29,28.8
2021-07-30,28.05
2021-07-31,28.68
2021-08-01,31.57
2021-08-02,27.82
2021-08-03,26.439999
2021-08-04,28.84
2021-08-05,26.83
2021-08-06,25.9
