time,DK032
2021-01-01,-2.7233334
2021-01-02,-2.7266667
2021-01-03,-3.1233332
2021-01-04,-4.3766665
2021-01-05,-6.123333
2021-01-06,-4.5366664
2021-01-07,-4.5633335
2021-01-08,-4.476667
2021-01-09,-7.4566665
2021-01-10,-8.406667
2021-01-11,-10.146667
2021-01-12,-3.01
2021-01-13,-1.04
2021-01-14,-2.5333333
2021-01-15,-6.353333
2021-01-16,-7.5966663
2021-01-17,-4.5599995
2021-01-18,-2.6366665
2021-01-19,-2.22
2021-01-20,0.30666664
2021-01-21,4.97
2021-01-22,4.2066665
2021-01-23,-0.8766666
2021-01-24,-4.1766663
2021-01-25,-4.97
2021-01-26,-3.7766666
2021-01-27,-4.27
2021-01-28,2.4566667
2021-01-29,4.2833333
2021-01-30,2.7
2021-01-31,1.4266666
2021-02-01,2.7233334
2021-02-02,5.2233334
2021-02-03,5.77
2021-02-04,5.25
2021-02-05,5.7066665
2021-02-06,4.486666
2021-02-07,2.8733332
2021-02-08,-0.36666667
2021-02-09,-2.4766667
2021-02-10,-2.8166666
2021-02-11,-10.419999
2021-02-12,-12.226666
2021-02-13,-12.110001
2021-02-14,-8.583333
2021-02-15,-3.6966665
2021-02-16,4.8966665
2021-02-17,4.31
2021-02-18,3.783333
2021-02-19,5.616667
2021-02-20,6.76
2021-02-21,7.0066667
2021-02-22,8.333333
2021-02-23,8.03
2021-02-24,8.66
2021-02-25,8.883332
2021-02-26,7.5499997
2021-02-27,1.8333334
2021-02-28,-0.18333332
2021-03-01,1.9433333
2021-03-02,5.17
2021-03-03,5.2266665
2021-03-04,5.8766665
2021-03-05,0.78999996
2021-03-06,-2.2766666
2021-03-07,0.9866667
2021-03-08,0.24666665
2021-03-09,-1.1266667
2021-03-10,0.79333335
2021-03-11,6.6866665
2021-03-12,4.1499996
2021-03-13,4.68
2021-03-14,0.57
2021-03-15,-0.73333335
2021-03-16,-1.2866666
2021-03-17,-1.8166667
2021-03-18,-2.9766665
2021-03-19,-4.153333
2021-03-20,-5.136667
2021-03-21,-4.5066667
2021-03-22,-1.2699999
2021-03-23,-0.4266667
2021-03-24,2.1066666
2021-03-25,5.25
2021-03-26,6.0033326
2021-03-27,3.9066665
2021-03-28,4.8333335
2021-03-29,8.329999
2021-03-30,10.309999
2021-03-31,11.393333
2021-04-01,12.066667
2021-04-02,7.646666
2021-04-03,1.93
2021-04-04,2.1433332
2021-04-05,3.993333
2021-04-06,-3.7099998
2021-04-07,-3.7699997
2021-04-08,-0.13333333
2021-04-09,4.9166665
2021-04-10,7.593333
2021-04-11,10.303333
2021-04-12,1.2566665
2021-04-13,-1.4333333
2021-04-14,-1.8199998
2021-04-15,-0.44666663
2021-04-16,-0.6233333
2021-04-17,0.11666665
2021-04-18,2.0733333
2021-04-19,3.9233334
2021-04-20,5.7033334
2021-04-21,6.65
2021-04-22,5.7299995
2021-04-23,6.0699997
2021-04-24,7.983333
2021-04-25,7.23
2021-04-26,5.943333
2021-04-27,6.8666663
2021-04-28,9.91
2021-04-29,8.153333
2021-04-30,8.613334
2021-05-01,5.863333
2021-05-02,3.0900002
2021-05-03,5.123333
2021-05-04,7.8700004
2021-05-05,5.383333
2021-05-06,5.2899995
2021-05-07,4.63
2021-05-08,7.9933333
2021-05-09,15.673332
2021-05-10,17.986666
2021-05-11,10.676666
2021-05-12,6.53
2021-05-13,7.6266665
2021-05-14,8.516666
2021-05-15,8.08
2021-05-16,7.316667
2021-05-17,7.1066666
2021-05-18,6.953333
2021-05-19,5.08
2021-05-20,7.033333
2021-05-21,7.93
2021-05-22,8.586666
2021-05-23,7.8266664
2021-05-24,8.38
2021-05-25,7.4233327
2021-05-26,8.386666
2021-05-27,7.373333
2021-05-28,9.58
2021-05-29,10.47
2021-05-30,9.3933325
2021-05-31,10.416667
2021-06-01,12.236667
2021-06-02,14.876666
2021-06-03,16.356667
2021-06-04,16.056665
2021-06-05,13.503333
2021-06-06,11.873333
