time,DED53
2021-01-01,0.06727271
2021-01-02,-2.2236364
2021-01-03,-1.8304543
2021-01-04,-1.169091
2021-01-05,-2.6304548
2021-01-06,-2.4931817
2021-01-07,-3.3722727
2021-01-08,-3.3031816
2021-01-09,-2.665909
2021-01-10,-2.2131817
2021-01-11,-6.580454
2021-01-12,-4.5404544
2021-01-13,-3.8781822
2021-01-14,-4.3145456
2021-01-15,-1.2272727
2021-01-16,-0.33545452
2021-01-17,-0.9422726
2021-01-18,0.08272726
2021-01-19,-0.22272725
2021-01-20,0.95227265
2021-01-21,5.5345454
2021-01-22,5.2713637
2021-01-23,4.8250003
2021-01-24,6.4745455
2021-01-25,6.432727
2021-01-26,6.5227275
2021-01-27,10.366818
2021-01-28,9.611817
2021-01-29,8.972272
2021-01-30,7.003636
2021-01-31,7.5622725
2021-02-01,8.241364
2021-02-02,7.8059087
2021-02-03,7.4422727
2021-02-04,9.324546
2021-02-05,9.273181
2021-02-06,5.7749996
2021-02-07,3.9577272
2021-02-08,4.3445454
2021-02-09,4.4463634
2021-02-10,5.1427274
2021-02-11,6.385
2021-02-12,7.5699997
2021-02-13,6.340909
2021-02-14,6.600909
2021-02-15,7.564091
2021-02-16,7.6377273
2021-02-17,7.8231816
2021-02-18,8.100909
2021-02-19,7.795
2021-02-20,9.4631815
2021-02-21,7.901818
2021-02-22,4.320454
2021-02-23,6.7322726
2021-02-24,8.020908
2021-02-25,7.6454544
2021-02-26,8.632272
2021-02-27,8.104091
2021-02-28,5.3099995
2021-03-01,5.6690907
2021-03-02,6.737726
2021-03-03,8.163636
2021-03-04,7.6213636
2021-03-05,7.7077274
2021-03-06,7.090454
2021-03-07,6.9845457
2021-03-08,5.931363
2021-03-09,3.738182
2021-03-10,4.6763635
2021-03-11,9.113636
2021-03-12,6.509545
2021-03-13,5.901818
2021-03-14,5.7827272
2021-03-15,6.4409084
2021-03-16,7.413182
2021-03-17,8.023636
2021-03-18,4.4313636
2021-03-19,3.0300002
2021-03-20,2.4163637
2021-03-21,3.4186366
2021-03-22,5.666818
2021-03-23,7.0863633
2021-03-24,8.702727
2021-03-25,9.653182
2021-03-26,9.814091
2021-03-27,8.392727
2021-03-28,10.311364
2021-03-29,12.135
2021-03-30,13.745454
2021-03-31,12.846818
2021-04-01,14.429544
2021-04-02,11.942273
2021-04-03,10.411364
2021-04-04,8.61818
2021-04-05,10.117727
2021-04-06,9.763183
2021-04-07,7.984999
2021-04-08,10.441818
2021-04-09,8.615909
2021-04-10,10.12091
2021-04-11,7.7627273
2021-04-12,7.576363
2021-04-13,8.558636
2021-04-14,11.094091
2021-04-15,8.941363
2021-04-16,6.5299993
2021-04-17,4.7509084
2021-04-18,6.9836364
2021-04-19,9.721818
2021-04-20,10.91
2021-04-21,9.894546
2021-04-22,9.959545
2021-04-23,10.837273
2021-04-24,10.954545
2021-04-25,11.574999
2021-04-26,11.343182
2021-04-27,11.211364
2021-04-28,11.054999
2021-04-29,10.319091
2021-04-30,9.470455
2021-05-01,7.965909
2021-05-02,8.971363
2021-05-03,9.550909
2021-05-04,11.360909
2021-05-05,13.075455
2021-05-06,13.930454
2021-05-07,15.609546
2021-05-08,16.647726
2021-05-09,12.998635
2021-05-10,9.584545
2021-05-11,9.101818
2021-05-12,11.015
2021-05-13,9.6618185
2021-05-14,12.631363
2021-05-15,14.791818
2021-05-16,16.759998
2021-05-17,15.120454
2021-05-18,15.0368185
2021-05-19,13.776364
2021-05-20,15.110455
2021-05-21,17.426817
2021-05-22,13.77
2021-05-23,9.836364
2021-05-24,10.887272
2021-05-25,13.366818
2021-05-26,15.147272
2021-05-27,16.695454
2021-05-28,18.792273
2021-05-29,18.659546
2021-05-30,19.902271
2021-05-31,20.333181
2021-06-01,16.407728
2021-06-02,15.916818
2021-06-03,18.351818
2021-06-04,17.87
2021-06-05,15.470453
2021-06-06,17.504545
2021-06-07,19.151817
2021-06-08,20.678637
2021-06-09,21.095
2021-06-10,21.291817
2021-06-11,20.423637
2021-06-12,19.56409
2021-06-13,21.059546
2021-06-14,22.396362
2021-06-15,21.809546
2021-06-16,21.120909
2021-06-17,15.65409
2021-06-18,17.216818
2021-06-19,17.203636
2021-06-20,14.644999
2021-06-21,14.523181
2021-06-22,13.920455
2021-06-23,13.82909
2021-06-24,16.144545
2021-06-25,19.144999
2021-06-26,21.385454
2021-06-27,20.217274
2021-06-28,17.07
2021-06-29,17.850454
2021-06-30,20.242271
2021-07-01,21.689547
2021-07-02,22.049543
2021-07-03,21.40727
2021-07-04,21.875454
2021-07-05,22.357271
2021-07-06,18.147272
2021-07-07,17.02
2021-07-08,17.425
2021-07-09,20.43591
2021-07-10,23.814545
2021-07-11,25.755909
2021-07-12,19.12591
2021-07-13,15.521817
2021-07-14,16.489546
2021-07-15,19.339544
2021-07-16,21.312273
2021-07-17,22.877272
2021-07-18,22.588634
2021-07-19,22.854092
2021-07-20,23.947725
2021-07-21,24.717726
2021-07-22,25.439545
2021-07-23,23.928637
2021-07-24,20.427727
2021-07-25,19.72091
2021-07-26,19.62909
2021-07-27,21.101362
2021-07-28,23.330456
2021-07-29,24.191816
2021-07-30,23.28818
2021-07-31,17.024546
2021-08-01,15.852271
2021-08-02,18.401817
2021-08-03,20.92091
2021-08-04,22.554546
2021-08-05,22.279999
2021-08-06,22.470453
2021-08-07,19.881363
2021-08-08,19.431364
2021-08-09,23.470453
2021-08-10,24.505
2021-08-11,27.319548
2021-08-12,27.561817
2021-08-13,27.468182
2021-08-14,29.650454
2021-08-15,28.061363
2021-08-16,22.907726
2021-08-17,20.401817
2021-08-18,20.763182
2021-08-19,21.298637
2021-08-20,23.13
2021-08-21,24.234545
2021-08-22,24.027727
2021-08-23,24.03727
2021-08-24,21.857727
2021-08-25,20.973637
2021-08-26,23.014091
2021-08-27,23.22818
2021-08-28,21.804543
2021-08-29,20.701818
2021-08-30,21.259089
2021-08-31,21.189545
2021-09-01,18.350454
2021-09-02,17.458181
2021-09-03,18.825455
2021-09-04,19.699091
2021-09-05,21.62409
2021-09-06,22.98636
2021-09-07,23.046362
2021-09-08,19.86682
2021-09-09,18.375
2021-09-10,18.342272
2021-09-11,18.021818
2021-09-12,19.477272
2021-09-13,19.92
2021-09-14,16.752728
2021-09-15,16.974546
2021-09-16,17.06318
2021-09-17,17.030455
2021-09-18,16.672272
2021-09-19,14.645
2021-09-20,13.855908
2021-09-21,12.138636
2021-09-22,14.221818
2021-09-23,15.794091
2021-09-24,17.41909
2021-09-25,16.334545
2021-09-26,15.354545
2021-09-27,16.39409
2021-09-28,15.899091
2021-09-29,14.661363
2021-09-30,15.483181
2021-10-01,15.635453
2021-10-02,15.671362
2021-10-03,11.4177265
2021-10-04,9.897273
2021-10-05,11.954092
2021-10-06,13.666818
2021-10-07,13.664092
2021-10-08,14.249545
2021-10-09,12.782727
2021-10-10,13.042727
2021-10-11,13.47909
2021-10-12,13.438181
2021-10-13,12.194091
2021-10-14,12.28
2021-10-15,13.438636
2021-10-16,11.415455
2021-10-17,14.350455
2021-10-18,15.681818
2021-10-19,16.077728
2021-10-20,15.71
2021-10-21,12.71091
2021-10-22,10.401818
2021-10-23,9.721817
2021-10-24,9.158182
2021-10-25,9.771819
2021-10-26,10.570909
2021-10-27,10.560454
2021-10-28,10.402727
2021-10-29,10.278636
2021-10-30,13.788181
2021-10-31,14.806363
2021-11-01,10.530454
2021-11-02,7.7204547
2021-11-03,5.364091
2021-11-04,3.7359087
2021-11-05,4.5531816
2021-11-06,4.189545
2021-11-07,4.465
2021-11-08,8.300454
