time,ITG14
2021-01-01,1.0
2021-01-02,0.59999996
2021-01-03,2.25
2021-01-04,2.33
2021-01-05,2.06
2021-01-06,1.8299999
2021-01-07,-0.62
2021-01-08,-0.14
2021-01-09,0.93
2021-01-10,1.79
2021-01-11,5.73
2021-01-12,4.2
2021-01-13,1.73
2021-01-14,2.9199998
2021-01-15,-0.02
2021-01-16,3.8799999
2021-01-17,4.96
2021-01-18,4.5
2021-01-19,7.1499996
2021-01-20,7.47
2021-01-21,3.6299999
2021-01-22,2.6
2021-01-23,0.63
2021-01-24,-0.85999995
2021-01-25,0.61
2021-01-26,2.11
2021-01-27,4.81
2021-01-28,5.6299996
2021-01-29,6.29
2021-01-30,3.1799998
2021-01-31,0.22
2021-02-01,2.59
2021-02-02,3.25
2021-02-03,6.5899997
2021-02-04,4.5099998
2021-02-05,6.23
2021-02-06,4.56
2021-02-07,1.76
2021-02-08,-0.41
2021-02-09,-0.51
2021-02-10,-0.26
2021-02-11,-1.7199999
2021-02-12,-0.48999998
2021-02-13,-0.34
2021-02-14,2.28
2021-02-15,6.89
2021-02-16,8.3
2021-02-17,8.34
2021-02-18,7.89
2021-02-19,6.2
2021-02-20,10.46
2021-02-21,9.66
2021-02-22,9.04
2021-02-23,8.15
2021-02-24,12.78
2021-02-25,8.96
2021-02-26,6.19
2021-02-27,5.89
2021-02-28,6.2
2021-03-01,4.5699997
2021-03-02,4.45
2021-03-03,3.81
2021-03-04,5.2999997
2021-03-05,4.2999997
2021-03-06,3.1799998
2021-03-07,4.45
2021-03-08,5.5299997
2021-03-09,7.5899997
2021-03-10,7.66
2021-03-11,8.63
2021-03-12,6.72
2021-03-13,5.69
2021-03-14,6.93
2021-03-15,8.929999
2021-03-16,9.91
2021-03-17,7.93
2021-03-18,8.2699995
2021-03-19,8.099999
2021-03-20,8.7
2021-03-21,8.54
2021-03-22,7.02
2021-03-23,7.98
2021-03-24,9.09
2021-03-25,8.92
2021-03-26,9.5
2021-03-27,6.0699997
2021-03-28,10.23
2021-03-29,12.75
2021-03-30,12.219999
2021-03-31,12.969999
2021-04-01,7.99
2021-04-02,6.48
2021-04-03,6.6
2021-04-04,7.47
2021-04-05,4.33
2021-04-06,3.09
2021-04-07,3.07
2021-04-08,7.29
2021-04-09,5.6299996
2021-04-10,3.9099998
2021-04-11,3.54
2021-04-12,4.46
2021-04-13,5.49
2021-04-14,6.44
