time,ITG14
2021-04-15,5.77
2021-04-16,5.69
2021-04-17,6.67
2021-04-18,7.1
2021-04-19,8.61
2021-04-20,8.98
2021-04-21,9.099999
2021-04-22,6.72
2021-04-23,8.5199995
2021-04-24,8.71
2021-04-25,7.04
2021-04-26,7.0699997
2021-04-27,7.9199996
2021-04-28,7.87
2021-04-29,5.94
2021-04-30,6.2
2021-05-01,6.27
2021-05-02,7.1
2021-05-03,8.07
2021-05-04,8.0199995
2021-05-05,6.42
2021-05-06,5.96
2021-05-07,7.19
2021-05-08,8.88
2021-05-09,13.25
2021-05-10,12.4
2021-05-11,10.79
2021-05-12,10.29
2021-05-13,11.32
2021-05-14,9.82
2021-05-15,10.08
2021-05-16,10.91
2021-05-17,11.509999
2021-05-18,11.34
2021-05-19,11.36
2021-05-20,9.42
2021-05-21,10.62
2021-05-22,9.58
2021-05-23,9.05
2021-05-24,9.51
2021-05-25,10.37
2021-05-26,10.88
2021-05-27,11.92
2021-05-28,12.54
2021-05-29,14.38
2021-05-30,12.53
2021-05-31,13.49
2021-06-01,16.46
2021-06-02,17.0
2021-06-03,16.539999
2021-06-04,14.33
2021-06-05,15.059999
2021-06-06,16.199999
2021-06-07,16.22
2021-06-08,16.01
2021-06-09,17.359999
2021-06-10,18.51
2021-06-11,17.89
2021-06-12,15.299999
2021-06-13,17.619999
2021-06-14,17.92
2021-06-15,15.219999
2021-06-16,18.539999
2021-06-17,16.14
2021-06-18,14.4
2021-06-19,12.67
2021-06-20,13.5
2021-06-21,12.7699995
2021-06-22,12.86
2021-06-23,13.7
2021-06-24,16.27
2021-06-25,14.23
2021-06-26,14.34
2021-06-27,15.9
2021-06-28,15.349999
2021-06-29,16.619999
2021-06-30,15.04
2021-07-01,15.179999
2021-07-02,17.199999
2021-07-03,18.08
2021-07-04,18.039999
2021-07-05,16.34
2021-07-06,15.7699995
2021-07-07,17.34
2021-07-08,17.64
2021-07-09,17.26
2021-07-10,17.41
2021-07-11,16.43
2021-07-12,17.3
2021-07-13,18.22
2021-07-14,18.08
2021-07-15,18.39
2021-07-16,19.14
2021-07-17,20.93
2021-07-18,21.89
2021-07-19,20.99
2021-07-20,20.949999
2021-07-21,20.75
2021-07-22,20.56
2021-07-23,17.55
2021-07-24,17.859999
2021-07-25,17.98
2021-07-26,20.02
2021-07-27,18.81
2021-07-28,17.289999
2021-07-29,16.289999
2021-07-30,15.71
2021-07-31,16.59
2021-08-01,15.32
2021-08-02,15.089999
2021-08-03,15.24
2021-08-04,16.42
2021-08-05,16.6
2021-08-06,17.779999
2021-08-07,16.4
2021-08-08,16.51
2021-08-09,16.3
2021-08-10,17.08
2021-08-11,16.369999
2021-08-12,16.34
2021-08-13,17.14
2021-08-14,17.09
2021-08-15,16.59
2021-08-16,15.53
2021-08-17,15.71
2021-08-18,17.27
2021-08-19,16.3
2021-08-20,17.34
2021-08-21,17.539999
2021-08-22,17.55
2021-08-23,17.21
2021-08-24,16.38
2021-08-25,16.539999
2021-08-26,16.13
2021-08-27,14.799999
2021-08-28,15.509999
2021-08-29,14.46
2021-08-30,15.5199995
2021-08-31,14.99
2021-09-01,15.33
2021-09-02,15.36
2021-09-03,14.87
2021-09-04,15.889999
2021-09-05,17.25
2021-09-06,19.24
2021-09-07,20.5
2021-09-08,20.17
2021-09-09,19.31
2021-09-10,19.029999
2021-09-11,18.1
2021-09-12,14.92
2021-09-13,15.15
2021-09-14,16.09
2021-09-15,15.98
2021-09-16,15.929999
2021-09-17,16.39
2021-09-18,17.08
2021-09-19,16.779999
2021-09-20,14.4
2021-09-21,15.36
2021-09-22,15.719999
2021-09-23,15.509999
2021-09-24,16.69
2021-09-25,17.77
2021-09-26,17.859999
2021-09-27,14.83
2021-09-28,13.79
2021-09-29,11.37
2021-09-30,12.0
2021-10-01,13.549999
2021-10-02,10.33
2021-10-03,10.99
2021-10-04,12.83
2021-10-05,11.16
2021-10-06,12.25
2021-10-07,15.42
2021-10-08,16.08
2021-10-09,14.49
2021-10-10,13.66
2021-10-11,11.79
2021-10-12,12.37
2021-10-13,13.309999
2021-10-14,12.78
2021-10-15,10.5
2021-10-16,10.34
2021-10-17,12.719999
2021-10-18,13.0
2021-10-19,16.029999
2021-10-20,13.259999
2021-10-21,8.36
2021-10-22,9.349999
2021-10-23,10.33
2021-10-24,12.21
2021-10-25,11.57
2021-10-26,10.8
2021-10-27,14.66
2021-10-28,13.73
2021-10-29,12.04
2021-10-30,9.91
2021-10-31,8.51
2021-11-01,9.09
2021-11-02,7.14
2021-11-03,6.24
2021-11-04,7.0899997
2021-11-05,7.0
2021-11-06,10.429999
2021-11-07,10.32
2021-11-08,7.96
2021-11-09,11.54
2021-11-10,10.679999
2021-11-11,9.51
2021-11-12,11.139999
2021-11-13,11.509999
2021-11-14,10.04
2021-11-15,9.19
2021-11-16,8.72
2021-11-17,8.88
2021-11-18,10.16
2021-11-19,12.12
2021-11-20,10.03
2021-11-21,6.5499997
2021-11-22,5.02
2021-11-23,5.8599997
2021-11-24,5.85
2021-11-25,3.83
2021-11-26,5.17
2021-11-27,2.36
2021-11-28,1.14
2021-11-29,1.36
2021-11-30,7.5299997
2021-12-01,7.06
2021-12-02,2.6799998
2021-12-03,4.48
2021-12-04,5.52
2021-12-05,4.79
2021-12-06,2.51
2021-12-07,3.1
2021-12-08,4.73
2021-12-09,5.41
2021-12-10,4.92
2021-12-11,4.33
2021-12-12,9.73
2021-12-13,8.889999
2021-12-14,8.63
2021-12-15,10.01
2021-12-16,7.8399997
2021-12-17,6.0
2021-12-18,5.0699997
2021-12-19,3.62
2021-12-20,4.8399997
2021-12-21,3.4199998
2021-12-22,0.22
2021-12-23,4.92
2021-12-24,6.0699997
2021-12-25,3.82
2021-12-26,3.76
2021-12-27,6.2
2021-12-28,6.77
2021-12-29,6.87
2021-12-30,10.559999
2021-12-31,11.889999
