time,DEB39
2021-01-01,-0.41764703
2021-01-02,-1.3399999
2021-01-03,-1.6852942
2021-01-04,-1.04
2021-01-05,0.8711764
2021-01-06,0.44058824
2021-01-07,-1.3517647
2021-01-08,-2.3958824
2021-01-09,-2.415294
2021-01-10,-4.3199997
2021-01-11,-3.0729413
2021-01-12,-2.6717649
2021-01-13,-2.1341174
2021-01-14,-4.4399996
2021-01-15,-11.579412
2021-01-16,-16.584118
2021-01-17,-20.151764
2021-01-18,-14.979411
2021-01-19,-14.157646
2021-01-20,-11.114707
2021-01-21,-0.6252941
2021-01-22,2.4917648
2021-01-23,0.42941174
2021-01-24,1.0211765
2021-01-25,-0.38470587
2021-01-26,-0.69705874
2021-01-27,-0.8505882
2021-01-28,-1.9241176
2021-01-29,-2.8511765
2021-01-30,-3.2964704
2021-01-31,-2.6247058
2021-02-01,-5.844706
2021-02-02,-5.4641175
2021-02-03,-1.5382353
2021-02-04,-4.8805885
2021-02-05,-9.2699995
2021-02-06,-15.090587
2021-02-07,-17.804705
2021-02-08,-14.538235
2021-02-09,-10.748236
2021-02-10,-12.704706
2021-02-11,-12.934705
2021-02-12,-15.297058
2021-02-13,-10.78294
2021-02-14,-4.7952943
2021-02-15,-8.751177
2021-02-16,-8.172941
2021-02-17,-8.197647
2021-02-18,-15.982352
2021-02-19,-14.462353
2021-02-20,-4.8694115
2021-02-21,1.8547058
2021-02-22,3.524706
2021-02-23,1.5035294
2021-02-24,3.6041176
2021-02-25,6.0058823
2021-02-26,4.8141174
2021-02-27,2.0511763
2021-02-28,1.8358823
2021-03-01,2.4282353
2021-03-02,4.0105877
2021-03-03,1.9970589
2021-03-04,1.0635293
2021-03-05,-2.0011764
2021-03-06,-2.5211766
2021-03-07,-0.18058823
2021-03-08,-3.1064706
2021-03-09,-4.358824
2021-03-10,-2.7135296
2021-03-11,-3.1117647
2021-03-12,1.6058823
2021-03-13,3.047647
2021-03-14,3.3370588
2021-03-15,2.062941
2021-03-16,0.8664706
2021-03-17,-0.67235297
2021-03-18,-0.31941175
2021-03-19,-2.6605883
2021-03-20,-3.8458827
2021-03-21,-1.0305882
2021-03-22,-0.41235292
2021-03-23,-0.25588232
2021-03-24,2.4658823
2021-03-25,4.447647
2021-03-26,5.0964704
2021-03-27,6.6764708
2021-03-28,5.2870593
2021-03-29,4.7423525
2021-03-30,7.57
2021-03-31,9.450588
2021-04-01,6.640588
2021-04-02,3.2735293
2021-04-03,2.8147058
2021-04-04,3.075294
2021-04-05,4.675294
2021-04-06,2.400588
2021-04-07,1.5947059
2021-04-08,2.0888233
2021-04-09,3.427647
2021-04-10,6.5888233
2021-04-11,9.809411
2021-04-12,12.731765
2021-04-13,6.837647
2021-04-14,4.5758824
2021-04-15,6.8564706
2021-04-16,9.082941
2021-04-17,10.737058
2021-04-18,11.648823
2021-04-19,10.819411
2021-04-20,9.659411
2021-04-21,9.207647
2021-04-22,7.2852936
2021-04-23,4.125294
2021-04-24,2.9788234
2021-04-25,2.940588
2021-04-26,2.7041178
2021-04-27,3.3358822
2021-04-28,4.8188233
2021-04-29,8.353529
2021-04-30,9.420588
2021-05-01,7.3835287
2021-05-02,8.25353
2021-05-03,4.1805882
2021-05-04,5.8617644
2021-05-05,10.476471
2021-05-06,7.9305887
2021-05-07,6.9394116
2021-05-08,5.6217647
2021-05-09,7.7811766
2021-05-10,16.165295
2021-05-11,16.875881
2021-05-12,16.622353
2021-05-13,11.990588
2021-05-14,12.508235
2021-05-15,12.792942
2021-05-16,13.75353
2021-05-17,14.669999
2021-05-18,13.461176
2021-05-19,11.478234
2021-05-20,10.25
2021-05-21,10.495293
2021-05-22,13.190588
2021-05-23,11.44706
2021-05-24,11.761177
2021-05-25,13.597647
2021-05-26,12.558235
2021-05-27,13.106468
2021-05-28,12.805294
2021-05-29,11.937647
2021-05-30,11.882353
2021-05-31,11.656471
2021-06-01,12.915294
2021-06-02,14.2105875
2021-06-03,16.227646
2021-06-04,16.764706
2021-06-05,17.165882
2021-06-06,17.037645
2021-06-07,18.448235
2021-06-08,18.53059
2021-06-09,17.38
2021-06-10,17.729998
2021-06-11,17.768824
2021-06-12,17.822351
2021-06-13,15.007057
2021-06-14,15.519411
2021-06-15,16.621765
2021-06-16,16.422941
2021-06-17,17.808823
2021-06-18,20.210001
2021-06-19,23.090588
2021-06-20,23.817059
2021-06-21,25.019411
2021-06-22,25.27588
2021-06-23,25.542353
2021-06-24,22.908825
2021-06-25,22.065882
2021-06-26,20.257645
2021-06-27,18.212353
2021-06-28,19.82
2021-06-29,19.24294
2021-06-30,21.28
2021-07-01,23.19588
2021-07-02,21.394705
2021-07-03,19.291763
2021-07-04,21.32353
2021-07-05,21.19294
2021-07-06,22.018822
2021-07-07,23.802942
2021-07-08,24.539413
2021-07-09,25.134115
2021-07-10,24.099998
2021-07-11,21.68294
2021-07-12,24.222351
2021-07-13,24.641766
2021-07-14,23.785294
