time,FRI23
2021-11-25,1.956
2021-11-26,2.376
2021-11-27,1.684
2021-11-28,-0.000999999
2021-11-29,0.663
2021-11-30,2.54
2021-12-01,3.73
2021-12-02,4.2279997
2021-12-03,0.33999997
2021-12-04,0.89699996
2021-12-05,1.047
2021-12-06,0.137
2021-12-07,-0.62399995
2021-12-08,-1.93
2021-12-09,-1.6609999
2021-12-10,-0.552
2021-12-11,-2.4910002
2021-12-12,-1.75
2021-12-13,0.22699995
2021-12-14,3.8639998
2021-12-15,5.47
2021-12-16,6.267999
2021-12-17,4.836
2021-12-18,3.948
2021-12-19,4.8900003
2021-12-20,2.3279998
2021-12-21,-1.0280001
2021-12-22,-2.5300002
2021-12-23,-2.76
2021-12-24,3.4579997
2021-12-25,-4.3329997
2021-12-26,-8.795
2021-12-27,-7.9259996
2021-12-28,-2.931
2021-12-29,2.201
2021-12-30,6.0309997
2021-12-31,10.65
