time,ITG13
2021-08-28,14.665
2021-08-29,14.065
2021-08-30,15.025
2021-08-31,14.235
2021-09-01,14.289999
2021-09-02,14.619999
2021-09-03,14.025
2021-09-04,15.209999
2021-09-05,16.619999
2021-09-06,18.48
2021-09-07,19.76
2021-09-08,19.31
2021-09-09,18.125
2021-09-10,17.994999
2021-09-11,17.204998
2021-09-12,13.684999
2021-09-13,14.34
2021-09-14,15.385
2021-09-15,15.195
2021-09-16,14.775
2021-09-17,15.184999
2021-09-18,16.16
2021-09-19,15.809999
2021-09-20,13.1449995
2021-09-21,14.125
2021-09-22,15.125
2021-09-23,14.795
2021-09-24,15.46
2021-09-25,16.744999
2021-09-26,17.189999
2021-09-27,13.934999
2021-09-28,12.639999
2021-09-29,10.26
2021-09-30,11.085
2021-10-01,12.615
2021-10-02,9.469999
2021-10-03,9.87
2021-10-04,11.684999
2021-10-05,10.195
2021-10-06,11.389999
2021-10-07,14.889999
2021-10-08,15.469999
2021-10-09,13.844999
2021-10-10,12.26
2021-10-11,11.03
2021-10-12,11.535
2021-10-13,12.629999
2021-10-14,12.084999
2021-10-15,9.725
2021-10-16,9.674999
2021-10-17,12.04
2021-10-18,12.375
2021-10-19,15.415
2021-10-20,12.344999
2021-10-21,7.545
2021-10-22,8.66
2021-10-23,9.73
2021-10-24,11.875
2021-10-25,10.42
2021-10-26,10.03
2021-10-27,13.969999
2021-10-28,12.99
2021-10-29,11.225
2021-10-30,9.13
2021-10-31,7.815
2021-11-01,8.08
2021-11-02,6.165
2021-11-03,5.375
2021-11-04,5.965
2021-11-05,6.04
2021-11-06,9.91
2021-11-07,9.809999
2021-11-08,7.16
2021-11-09,10.83
2021-11-10,9.385
2021-11-11,8.095
2021-11-12,9.875
2021-11-13,10.6
2021-11-14,9.15
2021-11-15,8.38
2021-11-16,8.305
2021-11-17,7.975
2021-11-18,9.555
2021-11-19,11.525
2021-11-20,9.525
2021-11-21,5.95
2021-11-22,4.2599998
2021-11-23,5.3199997
2021-11-24,5.15
2021-11-25,2.815
2021-11-26,4.62
2021-11-27,1.775
2021-11-28,0.615
2021-11-29,0.9649999
2021-11-30,7.075
2021-12-01,6.46
2021-12-02,1.615
2021-12-03,4.125
2021-12-04,4.35
2021-12-05,3.8049998
2021-12-06,1.81
2021-12-07,2.5
2021-12-08,3.685
2021-12-09,4.3199997
2021-12-10,3.855
2021-12-11,3.77
2021-12-12,8.875
2021-12-13,8.264999
2021-12-14,8.07
2021-12-15,9.465
2021-12-16,7.2299995
2021-12-17,6.2249994
2021-12-18,4.645
2021-12-19,2.725
2021-12-20,4.615
2021-12-21,3.205
2021-12-22,-0.13999999
2021-12-23,4.435
2021-12-24,5.305
2021-12-25,3.58
2021-12-26,3.365
2021-12-27,5.6499996
2021-12-28,5.95
2021-12-29,6.1549997
2021-12-30,10.379999
2021-12-31,11.565
