time,FR101
2021-01-01,4.516
2021-01-02,5.922
2021-01-03,7.318
2021-01-04,5.9300003
2021-01-05,5.45
2021-01-06,4.79
2021-01-07,3.4699998
2021-01-08,1.618
2021-01-09,0.402
2021-01-10,-1.2080001
2021-01-11,-0.556
2021-01-12,0.042
2021-01-13,1.208
2021-01-14,1.076
2021-01-15,-1.08
2021-01-16,-3.5099998
2021-01-17,-3.478
2021-01-18,-6.21
2021-01-19,0.16199999
2021-01-20,4.166
2021-01-21,6.154
2021-01-22,7.5299997
2021-01-23,8.834
2021-01-24,7.56
2021-01-25,2.884
2021-01-26,1.8840001
2021-01-27,0.7
2021-01-28,-0.13399999
2021-01-29,4.1120005
2021-01-30,7.3059998
2021-01-31,1.118
2021-02-01,-0.40399998
2021-02-02,0.80599993
2021-02-03,6.914
2021-02-04,11.916
2021-02-05,8.089999
2021-02-06,8.901999
2021-02-07,8.49
2021-02-08,7.0259995
2021-02-09,6.518
2021-02-10,7.582
2021-02-11,-0.126
2021-02-12,-5.812
2021-02-13,-6.278
2021-02-14,-2.902
2021-02-15,-1.6520001
2021-02-16,-1.68
2021-02-17,2.088
2021-02-18,6.832
2021-02-19,4.4339995
2021-02-20,4.0759997
2021-02-21,5.434
2021-02-22,7.5959997
2021-02-23,8.962
2021-02-24,9.151999
2021-02-25,10.608
2021-02-26,11.047999
2021-02-27,8.12
2021-02-28,5.5799994
2021-03-01,5.13
2021-03-02,5.5099998
2021-03-03,7.8659997
2021-03-04,8.082
2021-03-05,8.086
2021-03-06,4.0360003
2021-03-07,1.5639999
2021-03-08,2.968
2021-03-09,1.398
2021-03-10,2.882
2021-03-11,2.106
2021-03-12,8.280001
2021-03-13,9.665999
2021-03-14,10.146
2021-03-15,6.3159995
2021-03-16,6.4339995
2021-03-17,5.6740003
2021-03-18,4.1519995
2021-03-19,3.6699996
2021-03-20,2.334
2021-03-21,1.662
2021-03-22,2.154
2021-03-23,3.884
2021-03-24,6.644
2021-03-25,4.358
2021-03-26,6.932
2021-03-27,10.016
2021-03-28,10.865999
2021-03-29,8.988
2021-03-30,11.906
2021-03-31,14.358
2021-04-01,14.160001
2021-04-02,15.601999
2021-04-03,9.472
2021-04-04,5.956
2021-04-05,5.9679995
2021-04-06,5.1260004
2021-04-07,3.7779999
2021-04-08,3.6899998
2021-04-09,5.424
2021-04-10,9.839999
2021-04-11,10.844
2021-04-12,14.169998
2021-04-13,6.6400003
2021-04-14,4.45
2021-04-15,5.076
2021-04-16,4.268
2021-04-17,7.135999
2021-04-18,7.4379997
2021-04-19,8.292
2021-04-20,10.43
2021-04-21,12.024
2021-04-22,13.3619995
2021-04-23,10.969999
2021-04-24,10.2
2021-04-25,10.997999
2021-04-26,9.788
2021-04-27,10.242
2021-04-28,11.6119995
2021-04-29,15.8220005
2021-04-30,17.83
2021-05-01,20.343998
2021-05-02,21.349998
2021-05-03,12.364
2021-05-04,11.7039995
2021-05-05,16.677998
2021-05-06,12.829999
2021-05-07,12.825999
2021-05-08,11.254
2021-05-09,12.462
2021-05-10,18.033998
2021-05-11,19.796
2021-05-12,18.364
2021-05-13,15.7
2021-05-14,16.051998
2021-05-15,15.995999
2021-05-16,16.528
2021-05-17,13.831999
2021-05-18,15.642
2021-05-19,13.372
2021-05-20,12.124
2021-05-21,14.579999
2021-05-22,16.586
2021-05-23,19.421999
2021-05-24,13.792
2021-05-25,19.448002
2021-05-26,14.981999
2021-05-27,16.029999
2021-05-28,17.682
2021-05-29,15.838
2021-05-30,14.808001
2021-05-31,13.623999
2021-06-01,14.904001
2021-06-02,15.233999
2021-06-03,15.665998
2021-06-04,17.897999
2021-06-05,19.242
2021-06-06,20.686
2021-06-07,19.901999
2021-06-08,20.86
2021-06-09,21.713999
2021-06-10,21.147999
2021-06-11,20.168
2021-06-12,21.208
2021-06-13,20.55
2021-06-14,15.758
2021-06-15,19.642
2021-06-16,21.298
2021-06-17,22.818
2021-06-18,23.24
2021-06-19,25.053997
2021-06-20,24.390001
2021-06-21,25.347998
2021-06-22,28.157999
2021-06-23,28.888
2021-06-24,28.98
2021-06-25,29.189999
2021-06-26,24.462002
2021-06-27,23.942
2021-06-28,25.276
2021-06-29,27.251999
2021-06-30,28.514002
2021-07-01,23.427998
2021-07-02,20.934
2021-07-03,21.506
2021-07-04,22.375998
2021-07-05,24.219997
2021-07-06,25.404001
2021-07-07,26.63
2021-07-08,28.352001
2021-07-09,29.420002
2021-07-10,25.3
2021-07-11,25.694
2021-07-12,25.484
2021-07-13,27.894001
2021-07-14,30.353998
2021-07-15,26.4
2021-07-16,25.223999
2021-07-17,24.664
2021-07-18,25.22
2021-07-19,22.214
2021-07-20,23.822
2021-07-21,20.689999
2021-07-22,21.594
2021-07-23,21.885998
2021-07-24,22.871998
2021-07-25,24.938
2021-07-26,28.044
2021-07-27,28.345999
2021-07-28,28.815998
2021-07-29,27.044
2021-07-30,26.253998
2021-07-31,26.196
2021-08-01,27.271997
2021-08-02,22.751999
2021-08-03,22.725998
2021-08-04,24.508
2021-08-05,22.85
2021-08-06,21.231998
2021-08-07,21.981998
2021-08-08,26.576
2021-08-09,26.143997
2021-08-10,25.824
2021-08-11,25.16
2021-08-12,24.132
2021-08-13,24.51
2021-08-14,26.962
2021-08-15,28.016
2021-08-16,28.801998
2021-08-17,22.646
2021-08-18,18.949999
2021-08-19,19.012001
2021-08-20,20.334
2021-08-21,21.712
2021-08-22,22.978
2021-08-23,24.263998
2021-08-24,21.006
2021-08-25,17.806
2021-08-26,18.453999
2021-08-27,15.146001
2021-08-28,14.403999
2021-08-29,17.392
2021-08-30,17.8
2021-08-31,18.34
2021-09-01,17.819998
2021-09-02,17.762
2021-09-03,18.41
2021-09-04,17.990002
2021-09-05,19.567999
2021-09-06,17.978
2021-09-07,17.874
2021-09-08,18.09
2021-09-09,17.93
2021-09-10,18.845999
2021-09-11,19.15
2021-09-12,19.672
2021-09-13,20.674
2021-09-14,21.76
2021-09-15,22.262
2021-09-16,23.491999
2021-09-17,23.19
2021-09-18,17.772
2021-09-19,17.7
2021-09-20,12.345999
2021-09-21,12.468
2021-09-22,11.524
2021-09-23,12.15
2021-09-24,16.61
2021-09-25,18.364
2021-09-26,20.079998
2021-09-27,19.575998
2021-09-28,18.898
2021-09-29,16.32
2021-09-30,14.544001
2021-10-01,16.335999
2021-10-02,14.802
2021-10-03,15.672
2021-10-04,17.526
2021-10-05,17.6
2021-10-06,14.837999
2021-10-07,14.0
2021-10-08,12.311999
2021-10-09,9.212
2021-10-10,9.212
2021-10-11,9.7
2021-10-12,11.202
2021-10-13,8.246
2021-10-14,6.3599997
2021-10-15,6.72
2021-10-16,12.162
2021-10-17,9.872
2021-10-18,9.392
2021-10-19,9.360001
2021-10-20,11.533999
2021-10-21,14.6119995
2021-10-22,13.710001
2021-10-23,11.662
