time,ITH53
2021-01-01,4.6099997
2021-01-02,3.08
2021-01-03,3.9499998
2021-01-04,1.5849999
2021-01-05,3.61
2021-01-06,3.3400002
2021-01-07,3.3899999
2021-01-08,2.67
2021-01-09,3.995
2021-01-10,1.9949999
2021-01-11,1.8199999
2021-01-12,1.1399999
2021-01-13,1.165
2021-01-14,3.435
2021-01-15,4.0950003
2021-01-16,4.2349997
2021-01-17,5.575
2021-01-18,4.01
2021-01-19,3.1
2021-01-20,2.69
2021-01-21,4.505
2021-01-22,3.97
2021-01-23,2.0049999
2021-01-24,2.48
2021-01-25,2.52
2021-01-26,1.155
2021-01-27,0.80499995
2021-01-28,1.175
2021-01-29,0.35
2021-01-30,0.49
2021-01-31,-0.175
2021-02-01,-1.16
2021-02-02,0.865
2021-02-03,1.4449999
2021-02-04,0.66999996
2021-02-05,1.1199999
2021-02-06,0.13499999
2021-02-07,0.04
2021-02-08,-0.08
2021-02-09,-1.325
2021-02-10,-0.8299999
2021-02-11,0.175
2021-02-12,1.28
2021-02-13,1.615
2021-02-14,3.2649999
2021-02-15,5.865
2021-02-16,6.79
2021-02-17,6.2599998
2021-02-18,6.71
2021-02-19,6.035
2021-02-20,8.565
2021-02-21,8.190001
2021-02-22,6.585
2021-02-23,5.9849997
2021-02-24,9.195
2021-02-25,7.8599997
2021-02-26,7.665
2021-02-27,7.875
2021-02-28,6.74
2021-03-01,6.7749996
2021-03-02,5.215
2021-03-03,4.04
2021-03-04,2.625
2021-03-05,2.7549999
2021-03-06,3.7549999
2021-03-07,4.5199995
2021-03-08,5.305
2021-03-09,5.5199995
2021-03-10,6.0649996
2021-03-11,6.4449997
2021-03-12,4.99
2021-03-13,4.495
2021-03-14,6.185
2021-03-15,4.54
2021-03-16,5.5899997
2021-03-17,7.6499996
2021-03-18,7.8999996
2021-03-19,6.3450003
2021-03-20,6.47
2021-03-21,5.8199997
2021-03-22,7.0599995
2021-03-23,7.71
2021-03-24,5.5249996
2021-03-25,6.3999996
2021-03-26,7.1349998
2021-03-27,4.16
2021-03-28,6.91
2021-03-29,8.855
2021-03-30,6.5649996
2021-03-31,4.105
2021-04-01,3.6799998
2021-04-02,4.62
2021-04-03,5.79
2021-04-04,5.56
2021-04-05,-0.945
2021-04-06,0.405
2021-04-07,0.255
2021-04-08,3.7799997
2021-04-09,1.9449999
2021-04-10,1.79
2021-04-11,2.695
2021-04-12,3.57
2021-04-13,3.235
2021-04-14,6.3199997
2021-04-15,7.05
2021-04-16,7.21
2021-04-17,7.0199995
2021-04-18,7.875
2021-04-19,8.875
2021-04-20,6.975
2021-04-21,4.2
2021-04-22,5.8999996
2021-04-23,6.365
2021-04-24,6.3599997
2021-04-25,5.75
2021-04-26,6.135
2021-04-27,7.0099998
2021-04-28,5.365
2021-04-29,5.46
2021-04-30,4.79
2021-05-01,4.455
2021-05-02,4.66
2021-05-03,4.115
2021-05-04,5.665
2021-05-05,5.9849997
2021-05-06,6.1499996
2021-05-07,6.3949995
2021-05-08,4.0249996
2021-05-09,6.3399997
2021-05-10,7.2699995
2021-05-11,8.15
2021-05-12,7.1
2021-05-13,7.215
