time,FRY40
2021-05-20,8.766666
2021-05-21,13.169999
2021-05-22,12.858333
2021-05-23,9.463333
2021-05-24,12.639999
2021-05-25,11.201667
2021-05-26,9.6033325
2021-05-27,12.31
2021-05-28,8.691667
2021-05-29,9.415
2021-05-30,4.015
2021-05-31,7.0049996
2021-06-01,8.141667
2021-06-02,12.815
2021-06-03,12.541667
2021-06-04,15.281666
2021-06-05,11.016666
2021-06-06,9.366667
2021-06-07,5.7666664
2021-06-08,9.468333
2021-06-09,13.055
2021-06-10,12.535
2021-06-11,12.43
2021-06-12,12.349999
2021-06-13,8.905
2021-06-14,14.69
2021-06-15,16.821667
2021-06-16,14.93
2021-06-17,12.9783325
2021-06-18,16.82
2021-06-19,18.396666
2021-06-20,22.099998
2021-06-21,19.826666
2021-06-22,19.205
2021-06-23,15.793332
2021-06-24,14.878333
2021-06-25,13.315
2021-06-26,12.844998
2021-06-27,15.891665
2021-06-28,14.163333
2021-06-29,16.3
2021-06-30,14.853333
2021-07-01,17.528334
2021-07-02,17.828331
2021-07-03,18.696667
2021-07-04,19.755001
2021-07-05,18.218332
2021-07-06,19.003334
2021-07-07,20.961666
2021-07-08,20.583332
2021-07-09,16.414999
2021-07-10,18.226665
2021-07-11,18.396667
2021-07-12,20.808332
2021-07-13,21.544998
2021-07-14,17.475
2021-07-15,19.883331
2021-07-16,16.345
2021-07-17,18.191668
2021-07-18,21.543335
2021-07-19,18.48
2021-07-20,20.22
2021-07-21,18.218332
2021-07-22,12.693333
2021-07-23,11.223332
2021-07-24,15.819999
2021-07-25,16.328333
2021-07-26,22.815
2021-07-27,23.929998
2021-07-28,20.168333
2021-07-29,15.619999
2021-07-30,16.661667
2021-07-31,19.266666
2021-08-01,17.956665
2021-08-02,19.008333
2021-08-03,17.768333
2021-08-04,17.388332
2021-08-05,19.553331
2021-08-06,21.731667
2021-08-07,25.125
2021-08-08,21.958334
2021-08-09,20.92
2021-08-10,17.946667
2021-08-11,16.411665
2021-08-12,18.548334
2021-08-13,18.714998
2021-08-14,16.475
2021-08-15,16.841665
2021-08-16,18.286667
2021-08-17,15.8949995
2021-08-18,16.696667
2021-08-19,16.778334
2021-08-20,17.236666
2021-08-21,17.295
2021-08-22,17.621666
2021-08-23,14.001666
2021-08-24,14.294999
2021-08-25,19.823332
2021-08-26,21.515
2021-08-27,18.44
2021-08-28,16.725
2021-08-29,16.183334
2021-08-30,18.056665
2021-08-31,18.43
2021-09-01,13.401666
2021-09-02,9.415
2021-09-03,11.259999
2021-09-04,9.848332
2021-09-05,11.321667
2021-09-06,9.606667
2021-09-07,10.721665
2021-09-08,8.806666
2021-09-09,10.503334
2021-09-10,13.1033325
2021-09-11,13.1483345
2021-09-12,13.551666
2021-09-13,15.366668
2021-09-14,16.178333
2021-09-15,14.843333
2021-09-16,14.571667
2021-09-17,12.095
2021-09-18,14.136665
2021-09-19,15.150001
2021-09-20,15.031667
2021-09-21,10.663333
2021-09-22,6.7666664
2021-09-23,8.72
2021-09-24,8.685
2021-09-25,9.965
2021-09-26,9.835
2021-09-27,11.391666
2021-09-28,9.443334
2021-09-29,9.0616665
2021-09-30,7.541666
2021-10-01,3.9949996
2021-10-02,6.5533333
2021-10-03,8.203333
2021-10-04,11.45
2021-10-05,4.8799996
2021-10-06,0.43666664
2021-10-07,-1.8899999
2021-10-08,-0.15833333
2021-10-09,0.52
2021-10-10,2.2616668
2021-10-11,3.4716666
2021-10-12,3.2150002
2021-10-13,3.885
2021-10-14,4.9216666
2021-10-15,7.2949996
2021-10-16,7.3833327
2021-10-17,10.648334
2021-10-18,
2021-10-19,6.758333
2021-10-20,7.485
2021-10-21,4.543333
2021-10-22,5.143333
2021-10-23,6.8333335
2021-10-24,7.746666
2021-10-25,7.888334
2021-10-26,8.713333
2021-10-27,5.7000003
2021-10-28,10.213333
2021-10-29,12.244999
2021-10-30,15.085
2021-10-31,11.833332
2021-11-01,13.426666
2021-11-02,11.548332
2021-11-03,8.259999
2021-11-04,2.6583333
2021-11-05,6.3116665
2021-11-06,6.7016664
2021-11-07,8.871667
2021-11-08,7.2066665
2021-11-09,5.103333
2021-11-10,3.6616666
2021-11-11,6.6150002
2021-11-12,7.531667
2021-11-13,10.259999
2021-11-14,2.9616668
2021-11-15,3.1716664
2021-11-16,4.36
2021-11-17,2.4199998
2021-11-18,-2.26
2021-11-19,-1.3149999
2021-11-20,6.6966662
2021-11-21,7.4133334
2021-11-22,2.6249998
2021-11-23,-2.3016667
2021-11-24,1.6833333
2021-11-25,4.6266665
2021-11-26,0.13499998
2021-11-27,-1.7183332
2021-11-28,-2.3933332
2021-11-29,-0.58666664
2021-11-30,1.1766666
2021-12-01,0.575
2021-12-02,-6.648333
2021-12-03,-5.5333333
2021-12-04,5.29
2021-12-05,7.484999
2021-12-06,5.8483334
2021-12-07,3.5883334
2021-12-08,12.0183325
2021-12-09,6.5033336
2021-12-10,6.4799995
2021-12-11,-0.4283333
2021-12-12,0.9216666
2021-12-13,3.585
2021-12-14,0.86833334
2021-12-15,-2.09
2021-12-16,0.8666666
2021-12-17,-6.7533336
2021-12-18,-4.793333
2021-12-19,2.1499999
2021-12-20,-3.4216664
2021-12-21,-4.401667
2021-12-22,-6.4216666
2021-12-23,-6.1866665
2021-12-24,-3.9533336
2021-12-25,-11.72
2021-12-26,-1.9183332
2021-12-27,5.785
2021-12-28,6.9549994
2021-12-29,2.1266665
2021-12-30,-0.69666666
2021-12-31,-0.5933333
