time,FRY40
2021-01-01,2.9316664
2021-01-02,4.4566665
2021-01-03,2.7233331
2021-01-04,3.693333
2021-01-05,-0.6383333
2021-01-06,-3.7699997
2021-01-07,-0.49833336
2021-01-08,-2.635
2021-01-09,-1.415
2021-01-10,0.22333336
2021-01-11,1.36
2021-01-12,4.488333
2021-01-13,1.7016665
2021-01-14,1.6583332
2021-01-15,-2.5266664
2021-01-16,-8.38
2021-01-17,-1.4883332
2021-01-18,-4.2999997
2021-01-19,-4.4283333
2021-01-20,-3.1816666
2021-01-21,-1.4366666
2021-01-22,-3.7516668
2021-01-23,-6.0866666
2021-01-24,-0.36666667
2021-01-25,-0.045
2021-01-26,-4.475
2021-01-27,0.18333332
2021-01-28,2.08
2021-01-29,2.6033332
2021-01-30,0.62166667
2021-01-31,1.435
2021-02-01,4.983333
2021-02-02,5.908333
2021-02-03,5.0216665
2021-02-04,4.9816666
2021-02-05,1.2783333
2021-02-06,4.7450004
2021-02-07,7.713333
2021-02-08,2.3949997
2021-02-09,5.815
2021-02-10,3.948333
2021-02-11,3.3066666
2021-02-12,-2.6683333
2021-02-13,-11.873334
2021-02-14,-10.650001
2021-02-15,-5.9583335
2021-02-16,-3.29
2021-02-17,-2.0716665
2021-02-18,-4.8733335
2021-02-19,-4.7983336
2021-02-20,-8.518333
2021-02-21,-2.4683332
2021-02-22,-2.5083334
2021-02-23,8.806667
2021-02-24,4.47
2021-02-25,0.92333335
2021-02-26,5.2416663
2021-02-27,-2.2916667
2021-02-28,-2.2983334
2021-03-01,0.3983333
2021-03-02,2.1999998
2021-03-03,-0.6483333
2021-03-04,2.5083334
2021-03-05,0.49499997
2021-03-06,-2.5349998
2021-03-07,1.7033333
2021-03-08,1.0266666
2021-03-09,-1.605
2021-03-10,-3.4416666
2021-03-11,-2.8583333
2021-03-12,-7.3016663
2021-03-13,-7.5016665
2021-03-14,-4.965
2021-03-15,-1.3716666
2021-03-16,-2.2216666
2021-03-17,2.4266665
2021-03-18,-1.3633332
2021-03-19,-2.8133335
2021-03-20,-5.2433333
2021-03-21,-2.2633333
2021-03-22,-2.9083335
2021-03-23,-7.0099998
2021-03-24,-5.565
2021-03-25,-4.383333
2021-03-26,-1.8399998
2021-03-27,-1.985
2021-03-28,-6.5383325
2021-03-29,-2.948333
2021-03-30,-2.4433334
2021-03-31,-0.031666648
2021-04-01,1.6766666
2021-04-02,0.9416668
2021-04-03,-0.89000005
2021-04-04,-1.5333333
2021-04-05,3.6149998
2021-04-06,2.0416667
2021-04-07,2.4483333
2021-04-08,2.3516667
2021-04-09,1.3933333
2021-04-10,-0.8183333
2021-04-11,-0.14000003
2021-04-12,4.86
2021-04-13,-0.25500003
2021-04-14,0.68
2021-04-15,3.0349998
2021-04-16,6.0533333
2021-04-17,8.348333
2021-04-18,8.031667
2021-04-19,8.778333
2021-04-20,5.8016663
2021-04-21,6.7899995
2021-04-22,3.753333
2021-04-23,3.5649998
2021-04-24,5.761667
2021-04-25,8.008333
2021-04-26,8.973333
2021-04-27,2.9116666
2021-04-28,8.46
2021-04-29,10.868333
2021-04-30,8.0
2021-05-01,11.676666
2021-05-02,9.008333
2021-05-03,12.974999
2021-05-04,10.928333
2021-05-05,5.16
2021-05-06,7.1433334
2021-05-07,7.8950005
2021-05-08,8.253333
2021-05-09,11.901666
2021-05-10,8.081667
2021-05-11,10.243332
2021-05-12,8.316667
2021-05-13,10.543334
2021-05-14,10.344999
2021-05-15,10.881665
2021-05-16,10.774999
2021-05-17,9.791666
2021-05-18,8.798333
2021-05-19,8.056666
