time,DEA22
2021-01-01,9.96
2021-01-02,10.413333
2021-01-03,10.936666
2021-01-04,9.176666
2021-01-05,9.07
2021-01-06,12.006667
2021-01-07,12.786667
2021-01-08,14.806666
2021-01-09,11.616666
2021-01-10,12.509999
2021-01-11,12.426666
2021-01-12,10.396667
2021-01-13,8.846666
2021-01-14,7.3566666
2021-01-15,6.533333
2021-01-16,5.49
2021-01-17,3.4199998
2021-01-18,6.14
2021-01-19,5.1800003
2021-01-20,8.509999
2021-01-21,13.41
2021-01-22,14.076667
2021-01-23,10.976666
2021-01-24,11.886666
2021-01-25,10.166667
2021-01-26,8.023334
2021-01-27,5.816667
2021-01-28,8.49
2021-01-29,10.7699995
2021-01-30,12.989999
2021-01-31,11.339999
2021-02-01,10.53
2021-02-02,13.259999
2021-02-03,14.549999
2021-02-04,14.036667
2021-02-05,15.29
2021-02-06,14.09
2021-02-07,12.993333
2021-02-08,10.936666
2021-02-09,12.16
2021-02-10,12.13
2021-02-11,12.71
2021-02-12,8.863334
2021-02-13,8.133333
2021-02-14,3.1066666
2021-02-15,2.9066665
2021-02-16,3.76
2021-02-17,7.4
2021-02-18,9.413333
2021-02-19,9.933333
2021-02-20,10.81
2021-02-21,10.823334
2021-02-22,12.079999
2021-02-23,10.456666
2021-02-24,12.873333
2021-02-25,12.243333
2021-02-26,12.66
2021-02-27,10.796666
2021-02-28,10.91
2021-03-01,10.533333
2021-03-02,11.900001
2021-03-03,12.709999
2021-03-04,10.686666
2021-03-05,8.896667
2021-03-06,9.453334
2021-03-07,9.886666
2021-03-08,10.793334
2021-03-09,11.043332
2021-03-10,11.333333
2021-03-11,9.726666
2021-03-12,11.509999
2021-03-13,13.97
2021-03-14,12.036667
2021-03-15,9.88
2021-03-16,8.976666
2021-03-17,7.8466663
2021-03-18,7.7966666
2021-03-19,7.476667
2021-03-20,8.743333
2021-03-21,9.17
2021-03-22,7.7966666
2021-03-23,7.3533325
2021-03-24,7.733333
