time,ES419
2021-01-01,-1.0591667
2021-01-02,-0.95666665
2021-01-03,-0.285
2021-01-04,-0.27083334
2021-01-05,0.97499996
2021-01-06,0.8125
2021-01-07,0.10750002
2021-01-08,-0.5775
2021-01-09,-1.5391666
2021-01-10,-3.1750002
2021-01-11,-1.795
2021-01-12,-2.3833332
2021-01-13,-1.28
2021-01-14,-3.9741666
2021-01-15,-9.441667
2021-01-16,-12.565
2021-01-17,-18.296665
2021-01-18,-18.056665
2021-01-19,-13.579166
2021-01-20,-7.4041657
2021-01-21,0.9675
2021-01-22,2.5883331
2021-01-23,1.8275
2021-01-24,2.2883332
2021-01-25,-0.12166667
2021-01-26,-0.5391666
2021-01-27,-0.8875
2021-01-28,-1.735
2021-01-29,-4.5133333
2021-01-30,-4.7458334
2021-01-31,-3.8116665
2021-02-01,-7.2233334
2021-02-02,-4.9891663
2021-02-03,-0.11249999
2021-02-04,-3.0466664
2021-02-05,-8.538334
2021-02-06,-11.731667
2021-02-07,-17.886667
2021-02-08,-13.175
2021-02-09,-9.365833
2021-02-10,-11.401668
2021-02-11,-11.409167
2021-02-12,-12.922501
2021-02-13,-7.7700005
2021-02-14,-1.7983333
2021-02-15,-5.5908337
2021-02-16,-5.6374993
2021-02-17,-5.8433337
2021-02-18,-11.028333
2021-02-19,-10.2025
2021-02-20,-1.3025
2021-02-21,1.9766666
2021-02-22,2.5141666
2021-02-23,0.49249995
2021-02-24,5.5766664
2021-02-25,6.8050003
2021-02-26,5.565
2021-02-27,3.7783334
2021-02-28,2.1358335
2021-03-01,2.0125
2021-03-02,3.2899997
2021-03-03,1.2808332
2021-03-04,1.0791667
2021-03-05,-1.6883334
2021-03-06,-1.8066667
2021-03-07,0.19916667
2021-03-08,-2.1683333
2021-03-09,-4.616667
2021-03-10,-3.545
2021-03-11,-2.7633333
2021-03-12,3.0066664
2021-03-13,3.0191662
2021-03-14,4.4483333
2021-03-15,3.015
2021-03-16,2.7175
2021-03-17,1.6500001
2021-03-18,-0.08416667
2021-03-19,-1.4358335
2021-03-20,-3.1825
2021-03-21,-0.91166663
2021-03-22,0.48416662
2021-03-23,2.5691664
2021-03-24,2.638333
2021-03-25,5.3891664
2021-03-26,6.2599998
2021-03-27,7.309166
2021-03-28,6.1874995
2021-03-29,3.855833
2021-03-30,9.365834
2021-03-31,12.28
2021-04-01,8.680833
2021-04-02,4.6833334
2021-04-03,3.5825002
2021-04-04,3.7083333
2021-04-05,5.0175004
2021-04-06,2.4416666
2021-04-07,1.5041666
2021-04-08,3.6450002
2021-04-09,4.7149997
2021-04-10,7.744166
2021-04-11,11.931666
2021-04-12,12.599166
2021-04-13,6.410833
2021-04-14,3.3208334
2021-04-15,5.494167
2021-04-16,7.0624995
2021-04-17,10.354166
2021-04-18,10.575833
2021-04-19,10.190001
2021-04-20,9.8125
2021-04-21,10.301666
2021-04-22,7.516666
2021-04-23,4.074167
2021-04-24,3.7908335
2021-04-25,3.1308334
2021-04-26,1.8841667
2021-04-27,2.6325002
2021-04-28,5.720833
2021-04-29,9.339167
2021-04-30,11.615832
2021-05-01,7.3841667
2021-05-02,8.339999
2021-05-03,4.691666
2021-05-04,7.3008327
2021-05-05,12.306667
2021-05-06,8.846666
2021-05-07,6.1891665
2021-05-08,6.3575
2021-05-09,7.6541667
2021-05-10,15.738334
2021-05-11,18.363333
2021-05-12,17.316668
2021-05-13,12.044999
2021-05-14,13.908334
2021-05-15,13.0775
2021-05-16,12.8966675
2021-05-17,15.096667
2021-05-18,13.919166
2021-05-19,12.243333
2021-05-20,12.081668
2021-05-21,11.052501
2021-05-22,12.837501
2021-05-23,11.655
2021-05-24,11.649999
2021-05-25,13.657498
2021-05-26,12.684166
2021-05-27,13.19
2021-05-28,11.214166
2021-05-29,11.081668
2021-05-30,12.321667
2021-05-31,11.919167
2021-06-01,13.2058325
2021-06-02,14.568333
2021-06-03,16.3775
2021-06-04,16.440834
2021-06-05,17.333332
2021-06-06,16.976665
2021-06-07,18.209166
2021-06-08,18.89
2021-06-09,18.136667
2021-06-10,17.97
2021-06-11,18.092497
2021-06-12,17.203333
2021-06-13,14.950832
2021-06-14,14.9975
2021-06-15,15.8875
2021-06-16,15.533333
2021-06-17,17.656668
2021-06-18,20.121668
2021-06-19,22.36917
2021-06-20,23.43167
2021-06-21,25.517502
2021-06-22,24.725832
2021-06-23,24.643333
2021-06-24,21.916666
2021-06-25,22.230001
2021-06-26,19.630835
2021-06-27,18.59
2021-06-28,19.6225
2021-06-29,19.83
2021-06-30,21.1625
2021-07-01,22.286665
2021-07-02,19.871668
2021-07-03,20.718332
2021-07-04,20.081667
2021-07-05,21.729998
2021-07-06,21.976667
2021-07-07,23.119165
2021-07-08,24.183332
2021-07-09,25.029167
2021-07-10,22.637497
2021-07-11,20.138332
2021-07-12,24.504164
2021-07-13,24.293333
2021-07-14,24.241667
2021-07-15,25.259165
2021-07-16,24.961664
2021-07-17,25.131668
2021-07-18,23.153334
2021-07-19,19.598333
2021-07-20,18.795
2021-07-21,18.160833
2021-07-22,18.053331
2021-07-23,18.311666
2021-07-24,18.835833
2021-07-25,20.413332
2021-07-26,22.859167
2021-07-27,22.6325
2021-07-28,22.890833
2021-07-29,22.085
2021-07-30,19.417501
2021-07-31,19.488333
2021-08-01,19.549166
2021-08-02,17.226667
2021-08-03,16.884165
2021-08-04,15.912501
2021-08-05,16.331665
2021-08-06,15.769166
2021-08-07,18.084166
2021-08-08,17.420834
2021-08-09,18.231668
2021-08-10,17.925835
2021-08-11,17.464167
2021-08-12,16.883333
2021-08-13,17.426668
2021-08-14,20.173334
2021-08-15,19.8625
2021-08-16,20.143333
2021-08-17,18.683332
2021-08-18,14.795833
2021-08-19,16.095
2021-08-20,17.346666
2021-08-21,16.33333
2021-08-22,14.195
2021-08-23,14.985832
2021-08-24,13.110001
2021-08-25,12.200833
2021-08-26,12.6275
2021-08-27,14.9075
2021-08-28,14.729167
2021-08-29,14.7058325
2021-08-30,15.068333
2021-08-31,14.877499
2021-09-01,14.369999
2021-09-02,12.786667
2021-09-03,13.253333
2021-09-04,10.175834
2021-09-05,8.870833
2021-09-06,9.713334
2021-09-07,12.579999
2021-09-08,13.791667
2021-09-09,16.243334
2021-09-10,16.635834
2021-09-11,16.733334
2021-09-12,16.733334
2021-09-13,16.015
2021-09-14,13.198333
2021-09-15,13.403333
2021-09-16,13.276669
2021-09-17,13.321666
2021-09-18,8.860833
2021-09-19,6.995001
2021-09-20,5.1349998
2021-09-21,7.0200005
2021-09-22,7.48
2021-09-23,8.622499
2021-09-24,10.805833
2021-09-25,12.657498
2021-09-26,12.614166
2021-09-27,10.074166
2021-09-28,9.733333
2021-09-29,10.349999
2021-09-30,8.630834
2021-10-01,10.349166
2021-10-02,10.553334
2021-10-03,12.955001
2021-10-04,12.2075
2021-10-05,13.636666
2021-10-06,13.05
2021-10-07,9.696667
2021-10-08,6.1625004
2021-10-09,6.1349998
2021-10-10,6.3483334
2021-10-11,5.0849996
2021-10-12,6.0733333
2021-10-13,4.5099998
2021-10-14,5.5725
2021-10-15,9.114167
2021-10-16,8.4991665
2021-10-17,7.830833
2021-10-18,6.781666
2021-10-19,4.6225
2021-10-20,11.354165
2021-10-21,13.399166
2021-10-22,8.911667
2021-10-23,6.1524997
2021-10-24,4.3700004
2021-10-25,4.5941663
2021-10-26,5.24
2021-10-27,8.855833
2021-10-28,11.668332
2021-10-29,10.4525
2021-10-30,9.594999
2021-10-31,10.463333
2021-11-01,6.9774995
2021-11-02,5.0524993
2021-11-03,6.459166
2021-11-04,6.26
2021-11-05,8.569166
2021-11-06,6.9391665
2021-11-07,6.7308335
2021-11-08,5.3683333
2021-11-09,1.2533333
2021-11-10,3.8183334
2021-11-11,3.3191664
2021-11-12,5.556667
2021-11-13,2.7108333
2021-11-14,3.9225
2021-11-15,2.7508333
2021-11-16,2.9608333
2021-11-17,2.3091667
2021-11-18,4.2991667
2021-11-19,8.004167
2021-11-20,8.316667
2021-11-21,6.4008336
2021-11-22,1.055
2021-11-23,-0.11416667
2021-11-24,2.5775
2021-11-25,3.5483332
2021-11-26,2.5783331
2021-11-27,1.2175001
2021-11-28,0.7241667
2021-11-29,0.6983333
2021-11-30,-0.52
2021-12-01,-2.0399997
2021-12-02,2.7066662
2021-12-03,0.36083332
2021-12-04,-0.7091667
2021-12-05,-0.94749993
2021-12-06,-4.39
2021-12-07,-8.9375
2021-12-08,-9.896667
2021-12-09,-7.7308326
2021-12-10,-1.4633332
2021-12-11,0.7916667
2021-12-12,-1.0616666
2021-12-13,-2.9858332
2021-12-14,-3.1733334
2021-12-15,0.5525
2021-12-16,4.2608333
2021-12-17,2.6866665
2021-12-18,2.0183334
2021-12-19,1.7091665
2021-12-20,-2.2224998
2021-12-21,-7.0924993
2021-12-22,-10.673332
2021-12-23,-8.271667
2021-12-24,-2.7849998
2021-12-25,-4.653333
2021-12-26,-5.700834
2021-12-27,-7.3975005
2021-12-28,-8.793333
2021-12-29,-7.949167
2021-12-30,-3.418333
2021-12-31,3.299167
