time,AT222
2021-01-01,2.4099998
2021-01-02,2.56
2021-01-03,2.6299999
2021-01-04,2.27
2021-01-05,2.35
2021-01-06,2.12
2021-01-07,1.9699999
2021-01-08,1.18
2021-01-09,-0.47
2021-01-10,0.41
2021-01-11,2.86
2021-01-12,4.8199997
2021-01-13,2.74
2021-01-14,1.29
2021-01-15,0.35999998
2021-01-16,0.19999999
2021-01-17,3.02
2021-01-18,4.67
2021-01-19,6.3999996
2021-01-20,9.03
2021-01-21,8.349999
2021-01-22,3.75
2021-01-23,3.25
2021-01-24,1.16
2021-01-25,1.37
2021-01-26,3.27
2021-01-27,3.53
2021-01-28,5.5899997
2021-01-29,8.83
2021-01-30,1.66
2021-01-31,0.04
2021-02-01,2.8999999
2021-02-02,6.94
2021-02-03,8.58
2021-02-04,6.96
2021-02-05,7.0699997
2021-02-06,4.1
2021-02-07,-3.07
2021-02-08,-5.93
2021-02-09,-6.95
2021-02-10,-5.89
2021-02-11,-6.23
2021-02-12,-5.93
2021-02-13,-5.72
2021-02-14,-0.78999996
2021-02-15,2.3799999
2021-02-16,6.6499996
2021-02-17,9.32
2021-02-18,7.6
2021-02-19,7.46
2021-02-20,11.259999
2021-02-21,11.46
2021-02-22,10.92
2021-02-23,13.54
2021-02-24,13.5
2021-02-25,12.16
2021-02-26,7.29
2021-02-27,5.08
2021-02-28,6.21
2021-03-01,4.73
2021-03-02,7.17
2021-03-03,9.0199995
2021-03-04,4.18
2021-03-05,2.3
2021-03-06,0.78
2021-03-07,1.3399999
2021-03-08,4.2
2021-03-09,4.92
2021-03-10,6.71
2021-03-11,9.84
2021-03-12,6.87
2021-03-13,6.93
2021-03-14,5.62
2021-03-15,6.23
2021-03-16,5.94
2021-03-17,4.77
2021-03-18,3.4299998
2021-03-19,4.5
2021-03-20,4.42
2021-03-21,6.24
2021-03-22,5.3399997
2021-03-23,7.66
2021-03-24,8.389999
2021-03-25,8.559999
2021-03-26,10.05
2021-03-27,6.37
2021-03-28,10.03
2021-03-29,13.509999
2021-03-30,12.83
2021-03-31,15.28
2021-04-01,11.73
2021-04-02,5.79
2021-04-03,7.2599998
2021-04-04,5.5899997
2021-04-05,3.6399999
2021-04-06,1.61
2021-04-07,2.29
2021-04-08,4.67
2021-04-09,8.429999
2021-04-10,7.1299996
2021-04-11,4.29
2021-04-12,2.9299998
2021-04-13,4.0
2021-04-14,3.86
2021-04-15,4.83
2021-04-16,7.19
2021-04-17,7.58
2021-04-18,9.22
2021-04-19,7.6299996
2021-04-20,10.12
2021-04-21,10.01
2021-04-22,6.83
2021-04-23,7.25
2021-04-24,7.87
2021-04-25,6.5499997
2021-04-26,8.2699995
2021-04-27,9.57
2021-04-28,12.639999
2021-04-29,8.429999
2021-04-30,7.72
2021-05-01,7.8599997
2021-05-02,7.0699997
2021-05-03,9.53
2021-05-04,9.69
2021-05-05,7.0
2021-05-06,7.6699996
2021-05-07,6.8799996
2021-05-08,11.07
2021-05-09,19.66
2021-05-10,18.22
2021-05-11,13.969999
2021-05-12,13.059999
2021-05-13,12.929999
2021-05-14,12.37
2021-05-15,11.08
2021-05-16,11.809999
2021-05-17,11.55
2021-05-18,11.98
2021-05-19,10.42
2021-05-20,12.36
2021-05-21,13.9
2021-05-22,10.67
2021-05-23,12.389999
2021-05-24,12.44
2021-05-25,9.87
2021-05-26,11.5
2021-05-27,10.63
2021-05-28,11.679999
2021-05-29,13.71
2021-05-30,15.83
2021-05-31,17.69
2021-06-01,18.789999
2021-06-02,20.96
2021-06-03,20.68
2021-06-04,20.88
2021-06-05,16.83
2021-06-06,16.26
2021-06-07,16.949999
2021-06-08,18.539999
2021-06-09,20.46
2021-06-10,20.9
2021-06-11,21.039999
2021-06-12,18.05
2021-06-13,16.56
2021-06-14,21.109999
2021-06-15,19.74
2021-06-16,23.269999
2021-06-17,26.349998
2021-06-18,25.71
2021-06-19,22.72
2021-06-20,22.029999
2021-06-21,15.83
2021-06-22,14.49
2021-06-23,15.059999
2021-06-24,16.99
2021-06-25,16.8
2021-06-26,20.06
2021-06-27,20.56
2021-06-28,20.6
2021-06-29,19.939999
2021-06-30,14.87
2021-07-01,13.74
2021-07-02,16.58
2021-07-03,19.039999
2021-07-04,17.609999
2021-07-05,16.57
2021-07-06,18.63
2021-07-07,18.49
2021-07-08,18.63
2021-07-09,18.64
2021-07-10,18.279999
2021-07-11,18.73
2021-07-12,19.51
2021-07-13,19.16
2021-07-14,18.52
2021-07-15,18.119999
2021-07-16,17.539999
2021-07-17,20.24
2021-07-18,20.6
2021-07-19,17.94
2021-07-20,16.69
2021-07-21,18.59
2021-07-22,19.33
2021-07-23,18.57
2021-07-24,18.31
2021-07-25,20.23
2021-07-26,19.67
2021-07-27,18.609999
2021-07-28,18.529999
2021-07-29,17.66
2021-07-30,18.99
2021-07-31,17.529999
2021-08-01,15.99
2021-08-02,14.969999
2021-08-03,14.73
2021-08-04,16.98
2021-08-05,19.06
2021-08-06,18.39
2021-08-07,17.74
2021-08-08,16.869999
2021-08-09,16.73
2021-08-10,16.55
2021-08-11,17.75
2021-08-12,19.39
2021-08-13,18.75
2021-08-14,18.17
2021-08-15,20.48
2021-08-16,14.969999
2021-08-17,13.75
2021-08-18,16.94
2021-08-19,17.1
2021-08-20,17.49
2021-08-21,19.52
2021-08-22,18.3
2021-08-23,17.59
2021-08-24,16.449999
2021-08-25,16.49
2021-08-26,15.639999
2021-08-27,14.96
2021-08-28,16.029999
2021-08-29,15.65
2021-08-30,17.32
2021-08-31,16.619999
2021-09-01,15.66
2021-09-02,16.119999
2021-09-03,17.71
2021-09-04,15.07
2021-09-05,17.15
2021-09-06,16.99
2021-09-07,18.91
2021-09-08,19.56
2021-09-09,20.27
2021-09-10,19.64
2021-09-11,17.91
2021-09-12,16.81
2021-09-13,15.42
2021-09-14,18.23
2021-09-15,18.27
2021-09-16,15.38
2021-09-17,16.22
2021-09-18,15.57
2021-09-19,14.98
2021-09-20,12.65
2021-09-21,12.759999
2021-09-22,12.53
2021-09-23,14.75
2021-09-24,16.77
2021-09-25,16.789999
2021-09-26,17.68
2021-09-27,15.67
2021-09-28,13.54
2021-09-29,11.08
2021-09-30,11.259999
2021-10-01,14.04
2021-10-02,15.139999
2021-10-03,15.0199995
2021-10-04,13.4
2021-10-05,12.58
2021-10-06,11.5199995
2021-10-07,11.889999
2021-10-08,10.92
2021-10-09,10.65
2021-10-10,9.36
2021-10-11,11.69
2021-10-12,9.53
2021-10-13,9.58
2021-10-14,12.07
2021-10-15,10.139999
2021-10-16,6.62
2021-10-17,8.97
2021-10-18,10.59
2021-10-19,15.299999
2021-10-20,16.18
2021-10-21,9.8
2021-10-22,8.19
2021-10-23,8.58
2021-10-24,7.31
2021-10-25,9.66
2021-10-26,12.259999
2021-10-27,13.03
2021-10-28,10.679999
2021-10-29,12.639999
2021-10-30,12.61
2021-10-31,12.559999
2021-11-01,10.24
2021-11-02,6.97
2021-11-03,5.3399997
2021-11-04,6.23
2021-11-05,7.23
2021-11-06,7.94
2021-11-07,9.429999
2021-11-08,7.31
2021-11-09,5.97
2021-11-10,3.21
2021-11-11,4.63
2021-11-12,5.22
2021-11-13,10.05
2021-11-14,8.78
2021-11-15,6.91
2021-11-16,5.47
2021-11-17,6.7599998
2021-11-18,8.0199995
2021-11-19,10.4
2021-11-20,9.349999
2021-11-21,7.1499996
2021-11-22,3.6899998
2021-11-23,3.46
2021-11-24,5.65
2021-11-25,2.46
2021-11-26,3.9199998
2021-11-27,3.6
2021-11-28,2.48
2021-11-29,2.77
2021-11-30,7.3199997
2021-12-01,7.68
2021-12-02,2.98
2021-12-03,2.96
2021-12-04,4.41
2021-12-05,4.0
2021-12-06,2.5
2021-12-07,3.9199998
2021-12-08,5.18
2021-12-09,3.05
2021-12-10,3.27
2021-12-11,3.07
2021-12-12,7.2599998
2021-12-13,8.86
2021-12-14,7.79
2021-12-15,9.16
2021-12-16,7.8999996
2021-12-17,7.75
2021-12-18,6.48
2021-12-19,6.08
2021-12-20,4.25
2021-12-21,-1.31
2021-12-22,-1.63
2021-12-23,2.06
2021-12-24,8.29
2021-12-25,1.37
2021-12-26,1.06
2021-12-27,6.14
2021-12-28,8.44
2021-12-29,9.73
2021-12-30,13.83
2021-12-31,13.099999
