time,DEA57
2021-01-01,1.2466668
2021-01-02,2.83
2021-01-03,3.9399998
2021-01-04,3.4166667
2021-01-05,1.91
2021-01-06,2.29
2021-01-07,1.93
2021-01-08,0.9333334
2021-01-09,-0.03333336
2021-01-10,-0.30999997
2021-01-11,-2.0666666
2021-01-12,-0.53666663
2021-01-13,2.82
2021-01-14,2.88
2021-01-15,1.3933333
2021-01-16,0.34
2021-01-17,0.6133333
2021-01-18,-0.24
2021-01-19,0.03666663
2021-01-20,1.3533334
2021-01-21,2.76
2021-01-22,4.483333
2021-01-23,5.096667
2021-01-24,2.9266665
2021-01-25,1.9466666
2021-01-26,2.5233333
2021-01-27,1.3266666
2021-01-28,2.6
2021-01-29,4.053333
2021-01-30,6.1766663
2021-01-31,4.4
2021-02-01,3.59
2021-02-02,4.0533333
2021-02-03,5.6733336
2021-02-04,7.513333
2021-02-05,7.4666667
2021-02-06,7.433333
2021-02-07,7.933333
2021-02-08,7.7233334
2021-02-09,7.276666
2021-02-10,6.596667
2021-02-11,5.89
2021-02-12,1.0099999
2021-02-13,-2.8166666
2021-02-14,-2.45
2021-02-15,0.39333335
2021-02-16,3.6566668
2021-02-17,6.0466666
2021-02-18,7.123333
2021-02-19,8.31
2021-02-20,8.673333
2021-02-21,7.44
2021-02-22,7.06
2021-02-23,8.9366665
2021-02-24,11.013333
2021-02-25,11.273334
2021-02-26,11.086666
2021-02-27,9.473333
2021-02-28,5.9799995
2021-03-01,5.859999
2021-03-02,7.186667
2021-03-03,8.12
2021-03-04,8.116667
2021-03-05,9.41
2021-03-06,5.16
2021-03-07,4.4266663
2021-03-08,5.2999997
2021-03-09,6.0166664
2021-03-10,6.4799995
2021-03-11,7.81
2021-03-12,9.916666
2021-03-13,9.303333
2021-03-14,7.7433333
2021-03-15,8.183333
2021-03-16,7.9733334
2021-03-17,6.929999
2021-03-18,4.61
2021-03-19,3.05
2021-03-20,2.6299999
2021-03-21,2.53
2021-03-22,5.623333
2021-03-23,6.283333
2021-03-24,8.483334
2021-03-25,10.186667
2021-03-26,10.466667
2021-03-27,10.743333
2021-03-28,11.63
2021-03-29,12.726666
2021-03-30,14.486667
2021-03-31,15.423333
2021-04-01,16.996666
2021-04-02,16.983332
2021-04-03,11.483333
2021-04-04,8.013333
2021-04-05,9.48
2021-04-06,4.7233334
2021-04-07,3.78
2021-04-08,7.4199996
2021-04-09,9.13
2021-04-10,9.126667
2021-04-11,8.563333
2021-04-12,9.303333
2021-04-13,5.7033334
2021-04-14,6.623333
2021-04-15,5.6766663
2021-04-16,6.396666
2021-04-17,6.903333
2021-04-18,7.81
2021-04-19,8.876666
2021-04-20,10.556666
2021-04-21,11.113332
2021-04-22,11.5
2021-04-23,12.413333
2021-04-24,13.936666
2021-04-25,15.56
2021-04-26,12.053333
2021-04-27,9.943334
2021-04-28,12.25
2021-04-29,13.7699995
2021-04-30,15.836667
2021-05-01,14.373333
2021-05-02,13.846667
2021-05-03,12.673332
2021-05-04,13.696667
2021-05-05,14.276666
2021-05-06,14.833333
2021-05-07,16.393333
2021-05-08,14.126666
2021-05-09,15.899999
2021-05-10,18.043333
2021-05-11,13.533333
2021-05-12,14.1466675
2021-05-13,14.173332
2021-05-14,12.28
2021-05-15,13.459999
2021-05-16,15.043332
2021-05-17,16.37
2021-05-18,16.01
2021-05-19,14.433333
2021-05-20,14.956666
2021-05-21,16.306665
2021-05-22,16.289999
2021-05-23,17.856667
2021-05-24,12.443333
2021-05-25,15.656666
2021-05-26,15.873333
2021-05-27,17.713333
2021-05-28,17.763334
2021-05-29,18.213333
2021-05-30,16.76
2021-05-31,16.703333
2021-06-01,17.72
2021-06-02,18.789999
2021-06-03,20.553331
2021-06-04,22.159998
2021-06-05,21.743332
2021-06-06,19.286667
2021-06-07,18.19
2021-06-08,18.523333
2021-06-09,20.64
2021-06-10,20.483332
2021-06-11,20.193333
2021-06-12,22.82
2021-06-13,24.896667
2021-06-14,23.086664
2021-06-15,22.483332
2021-06-16,22.713333
2021-06-17,24.58
2021-06-18,24.863333
2021-06-19,24.710001
2021-06-20,25.46
2021-06-21,25.279999
2021-06-22,24.776667
2021-06-23,23.726667
2021-06-24,23.803331
2021-06-25,22.5
2021-06-26,23.38
2021-06-27,24.793333
2021-06-28,25.483332
2021-06-29,25.37
2021-06-30,22.993332
2021-07-01,23.326666
2021-07-02,23.406668
2021-07-03,24.246666
2021-07-04,20.486666
2021-07-05,22.873331
2021-07-06,24.936666
2021-07-07,26.480001
2021-07-08,23.519999
2021-07-09,22.776667
2021-07-10,23.896667
2021-07-11,24.406668
2021-07-12,25.023333
2021-07-13,23.096666
2021-07-14,19.12
2021-07-15,20.72
2021-07-16,19.636667
2021-07-17,21.410002
2021-07-18,24.506666
2021-07-19,25.06
2021-07-20,25.893333
2021-07-21,25.746666
2021-07-22,24.813334
2021-07-23,25.01
2021-07-24,26.183334
2021-07-25,25.289999
2021-07-26,23.5
2021-07-27,22.779999
2021-07-28,24.016665
2021-07-29,24.766668
2021-07-30,25.683334
2021-07-31,26.333334
2021-08-01,22.163332
2021-08-02,20.319998
2021-08-03,21.76
2021-08-04,21.973333
2021-08-05,22.29
2021-08-06,23.373331
2021-08-07,24.756666
2021-08-08,25.003332
2021-08-09,24.803331
2021-08-10,24.58
2021-08-11,26.223333
2021-08-12,27.25
2021-08-13,27.51333
2021-08-14,28.176666
2021-08-15,28.479998
2021-08-16,26.736666
2021-08-17,23.446665
2021-08-18,21.93
2021-08-19,22.416666
2021-08-20,23.6
2021-08-21,24.75
2021-08-22,25.356667
2021-08-23,20.433332
2021-08-24,20.65
2021-08-25,20.55
2021-08-26,21.9
2021-08-27,17.653334
2021-08-28,17.37
2021-08-29,18.53
2021-08-30,19.113333
2021-08-31,18.446667
2021-09-01,20.093332
2021-09-02,20.136667
2021-09-03,19.346666
2021-09-04,19.466665
2021-09-05,20.416666
2021-09-06,20.343332
2021-09-07,20.409998
2021-09-08,20.206665
2021-09-09,20.08
