time,BE232
2021-01-01,0.57899994
2021-01-02,0.65999997
2021-01-03,1.905
2021-01-04,1.718
2021-01-05,1.9389999
2021-01-06,1.879
2021-01-07,1.739
2021-01-08,-0.32299998
2021-01-09,-0.116999984
2021-01-10,0.996
2021-01-11,1.665
2021-01-12,7.1829996
2021-01-13,9.280001
2021-01-14,9.695
2021-01-15,5.737
2021-01-16,2.973
2021-01-17,6.7479997
2021-01-18,3.1890001
2021-01-19,6.4210005
2021-01-20,8.486
2021-01-21,8.290999
2021-01-22,6.1999993
2021-01-23,4.08
2021-01-24,2.403
2021-01-25,3.515
2021-01-26,1.075
2021-01-27,6.706
2021-01-28,11.712999
2021-01-29,10.936999
2021-01-30,9.929001
2021-01-31,9.033999
2021-02-01,10.533999
2021-02-02,11.51
2021-02-03,10.551001
2021-02-04,8.8880005
2021-02-05,8.818
2021-02-06,7.3580003
2021-02-07,4.207
2021-02-08,1.5130001
2021-02-09,0.37799996
2021-02-10,-2.0479999
2021-02-11,-4.216
2021-02-12,-0.74399996
2021-02-13,-2.8009999
2021-02-14,-0.059999995
2021-02-15,7.04
2021-02-16,8.277
2021-02-17,11.023
2021-02-18,9.518999
2021-02-19,8.746
2021-02-20,13.563001
2021-02-21,11.719
2021-02-22,10.394
2021-02-23,11.258
2021-02-24,12.998999
2021-02-25,9.7109995
2021-02-26,7.6940002
2021-02-27,6.0879993
2021-02-28,5.941
2021-03-01,7.646
2021-03-02,8.235
2021-03-03,10.370001
2021-03-04,8.994
2021-03-05,6.5840006
2021-03-06,3.575
2021-03-07,3.425
2021-03-08,2.425
2021-03-09,4.014
2021-03-10,4.4730005
2021-03-11,10.637999
2021-03-12,7.7279997
2021-03-13,8.062
2021-03-14,6.982
2021-03-15,9.37
2021-03-16,9.341
2021-03-17,8.599
2021-03-18,5.9589996
2021-03-19,7.713
2021-03-20,5.352
2021-03-21,6.1489997
2021-03-22,5.3970003
2021-03-23,6.3310003
2021-03-24,7.3189993
2021-03-25,10.219
2021-03-26,9.823999
2021-03-27,7.632
2021-03-28,8.681999
2021-03-29,11.661999
2021-03-30,14.421
2021-03-31,14.958
2021-04-01,16.363
2021-04-02,13.849001
2021-04-03,7.567
2021-04-04,7.5379996
2021-04-05,7.0549994
2021-04-06,3.243
2021-04-07,4.1169996
2021-04-08,7.7869997
2021-04-09,8.802
2021-04-10,9.882999
2021-04-11,6.439
2021-04-12,5.205
2021-04-13,5.509
2021-04-14,5.86
2021-04-15,5.5030003
2021-04-16,5.66
2021-04-17,7.6029997
2021-04-18,7.136
2021-04-19,6.7549996
2021-04-20,11.527999
2021-04-21,11.570001
2021-04-22,12.365
2021-04-23,12.925
2021-04-24,14.191
2021-04-25,12.561999
2021-04-26,11.108
2021-04-27,11.025999
2021-04-28,9.5789995
2021-04-29,8.452001
2021-04-30,9.538
2021-05-01,8.2560005
2021-05-02,8.544
2021-05-03,9.884
2021-05-04,13.454999
2021-05-05,9.1380005
2021-05-06,11.361
2021-05-07,8.829
2021-05-08,16.383999
2021-05-09,16.392002
2021-05-10,14.297
2021-05-11,11.692999
2021-05-12,10.647
2021-05-13,10.942999
2021-05-14,11.594999
2021-05-15,12.434999
2021-05-16,12.6
2021-05-17,13.142
2021-05-18,12.2300005
2021-05-19,12.539999
2021-05-20,11.179999
2021-05-21,13.080999
2021-05-22,12.174
2021-05-23,10.951001
2021-05-24,10.906
2021-05-25,10.499
2021-05-26,11.568999
2021-05-27,13.5789995
2021-05-28,15.360001
2021-05-29,16.784
2021-05-30,17.355999
2021-05-31,16.924
2021-06-01,19.737
2021-06-02,21.234999
2021-06-03,16.776
2021-06-04,15.114
2021-06-05,14.241
2021-06-06,15.839999
2021-06-07,17.859999
2021-06-08,18.759
2021-06-09,19.268997
2021-06-10,19.365
2021-06-11,20.176
2021-06-12,19.449001
2021-06-13,19.703
2021-06-14,21.522999
2021-06-15,20.670002
2021-06-16,22.582996
2021-06-17,21.441998
2021-06-18,18.498001
2021-06-19,17.692001
2021-06-20,17.788
2021-06-21,17.464998
2021-06-22,16.515
2021-06-23,14.471998
2021-06-24,15.227
2021-06-25,15.954999
2021-06-26,16.551
2021-06-27,17.355999
2021-06-28,14.556999
2021-06-29,14.686
2021-06-30,17.176
2021-07-01,17.946
2021-07-02,18.876997
2021-07-03,18.952
2021-07-04,18.347
2021-07-05,16.35
2021-07-06,16.836
2021-07-07,16.181
2021-07-08,16.483
2021-07-09,15.8619995
2021-07-10,16.442
2021-07-11,17.286999
2021-07-12,17.719
2021-07-13,17.591
2021-07-14,18.902
2021-07-15,18.543
2021-07-16,18.963001
2021-07-17,18.046
2021-07-18,22.192
2021-07-19,23.217
2021-07-20,23.151
2021-07-21,23.034
2021-07-22,23.222
2021-07-23,22.833002
2021-07-24,19.932
2021-07-25,18.855999
2021-07-26,18.668
2021-07-27,18.581999
2021-07-28,17.453
2021-07-29,17.140999
2021-07-30,17.512
2021-07-31,17.016
2021-08-01,17.055002
2021-08-02,17.139
2021-08-03,15.825
2021-08-04,15.639
2021-08-05,16.414
2021-08-06,17.972
2021-08-07,16.956
2021-08-08,16.510998
2021-08-09,17.394
2021-08-10,18.423
2021-08-11,18.397
2021-08-12,20.389
2021-08-13,20.095001
2021-08-14,20.529
2021-08-15,20.651999
2021-08-16,18.3
2021-08-17,16.079998
2021-08-18,16.285
2021-08-19,17.282999
2021-08-20,18.946001
2021-08-21,17.914999
2021-08-22,17.803
2021-08-23,16.953001
2021-08-24,18.939001
2021-08-25,18.412998
2021-08-26,17.150002
2021-08-27,15.912999
2021-08-28,16.076
2021-08-29,16.369
2021-08-30,17.281
2021-08-31,18.446
2021-09-01,18.133
2021-09-02,18.669
2021-09-03,19.906
2021-09-04,21.204998
2021-09-05,21.275997
2021-09-06,22.755001
2021-09-07,23.541
2021-09-08,22.399
2021-09-09,20.297998
2021-09-10,19.828999
2021-09-11,17.536999
2021-09-12,16.682999
2021-09-13,19.209997
2021-09-14,20.659
2021-09-15,18.687998
2021-09-16,17.117
2021-09-17,16.146
2021-09-18,16.677998
2021-09-19,16.735003
2021-09-20,15.580999
2021-09-21,15.999001
2021-09-22,14.708998
2021-09-23,14.984999
2021-09-24,15.438001
2021-09-25,15.381
2021-09-26,19.064999
2021-09-27,17.225
2021-09-28,13.601001
2021-09-29,14.117999
2021-09-30,11.052
2021-10-01,13.089
2021-10-02,13.743999
2021-10-03,14.045
2021-10-04,13.584
2021-10-05,13.870999
2021-10-06,12.961
2021-10-07,13.208
2021-10-08,13.648
2021-10-09,13.240999
2021-10-10,12.834999
2021-10-11,12.817999
2021-10-12,10.517
2021-10-13,11.2630005
2021-10-14,9.878
2021-10-15,11.085001
2021-10-16,11.615999
2021-10-17,11.931
2021-10-18,12.139
2021-10-19,18.703999
2021-10-20,16.864998
2021-10-21,12.6380005
2021-10-22,8.213
2021-10-23,10.756
2021-10-24,9.2630005
2021-10-25,13.896001
2021-10-26,12.242
2021-10-27,12.289999
2021-10-28,11.289
2021-10-29,13.506999
2021-10-30,12.823999
2021-10-31,12.335
2021-11-01,10.665999
2021-11-02,8.24
2021-11-03,8.809999
2021-11-04,7.7049994
2021-11-05,7.3569994
2021-11-06,4.866
2021-11-07,10.262999
2021-11-08,7.859999
2021-11-09,7.7899995
2021-11-10,6.5059996
2021-11-11,6.4130006
2021-11-12,6.8690004
2021-11-13,11.411
2021-11-14,10.962999
2021-11-15,8.292
2021-11-16,7.3459997
2021-11-17,9.674001
2021-11-18,6.8160005
2021-11-19,6.982
2021-11-20,5.901
2021-11-21,6.732
2021-11-22,6.238
2021-11-23,4.679
2021-11-24,4.476
2021-11-25,3.443
2021-11-26,4.8399997
2021-11-27,4.513
2021-11-28,4.1810007
2021-11-29,3.007
2021-11-30,5.6239996
2021-12-01,8.828
2021-12-02,4.227
2021-12-03,4.966
2021-12-04,8.6
