time,FRJ11
2021-01-01,-1.5977777
2021-01-02,-0.53333336
2021-01-03,0.72333336
2021-01-04,0.57555556
2021-01-05,1.2533333
2021-01-06,1.0899999
2021-01-07,-0.07888888
2021-01-08,-0.043333333
2021-01-09,-0.21
2021-01-10,0.21888888
2021-01-11,-0.96333325
2021-01-12,-0.08555555
2021-01-13,-0.44555554
2021-01-14,-1.2522222
2021-01-15,-2.9566667
2021-01-16,-3.6833334
2021-01-17,-9.924444
2021-01-18,-12.581111
2021-01-19,-4.5122223
2021-01-20,2.331111
2021-01-21,4.028889
2021-01-22,5.7866664
2021-01-23,3.3666666
2021-01-24,1.9922223
2021-01-25,0.43666667
2021-01-26,0.23333332
2021-01-27,0.13777778
2021-01-28,-0.41666666
2021-01-29,-1.0977777
2021-01-30,-2.0355556
2021-01-31,-4.584444
2021-02-01,-5.5822225
2021-02-02,-2.1611109
2021-02-03,1.2333332
2021-02-04,0.40888888
2021-02-05,-4.6200004
2021-02-06,-5.4644446
2021-02-07,-8.614445
2021-02-08,-10.745556
2021-02-09,-8.385555
2021-02-10,-9.45111
2021-02-11,-9.416666
2021-02-12,-8.764444
2021-02-13,-4.4111114
2021-02-14,-2.8933332
2021-02-15,-4.266667
2021-02-16,-4.392222
2021-02-17,-0.38888887
2021-02-18,-0.6766666
2021-02-19,0.36111107
2021-02-20,2.9333334
2021-02-21,3.668889
2021-02-22,3.5122223
2021-02-23,3.872222
2021-02-24,8.707777
2021-02-25,8.918888
2021-02-26,6.8700004
2021-02-27,5.287778
2021-02-28,3.4888887
2021-03-01,3.8966665
2021-03-02,4.116667
2021-03-03,4.058889
2021-03-04,3.6166666
2021-03-05,0.5244444
2021-03-06,0.19444443
2021-03-07,2.3122222
2021-03-08,0.34333333
2021-03-09,-1.6488888
2021-03-10,-0.19888888
2021-03-11,0.33888885
2021-03-12,6.003333
2021-03-13,5.9955554
2021-03-14,5.458889
2021-03-15,4.113333
2021-03-16,3.5888891
2021-03-17,3.301111
2021-03-18,1.6588887
2021-03-19,-0.12555556
2021-03-20,-1.6222223
2021-03-21,1.8188888
2021-03-22,2.9699998
2021-03-23,5.127777
2021-03-24,5.463333
2021-03-25,7.295556
2021-03-26,8.575555
2021-03-27,10.660001
2021-03-28,7.153333
2021-03-29,9.265554
2021-03-30,13.923333
2021-03-31,13.85
2021-04-01,11.995556
2021-04-02,6.4055552
2021-04-03,4.543333
2021-04-04,3.6911113
2021-04-05,4.636667
2021-04-06,3.4755557
2021-04-07,2.708889
2021-04-08,4.508889
2021-04-09,6.3177776
2021-04-10,6.102222
2021-04-11,12.024443
2021-04-12,9.596666
2021-04-13,5.9066663
2021-04-14,4.88
2021-04-15,3.4544444
2021-04-16,5.4055557
2021-04-17,7.9644437
2021-04-18,9.683333
2021-04-19,11.317778
2021-04-20,10.538888
2021-04-21,10.491111
2021-04-22,8.075556
2021-04-23,6.174444
2021-04-24,6.301111
2021-04-25,4.4322224
2021-04-26,3.048889
2021-04-27,4.261111
2021-04-28,8.114444
2021-04-29,11.747778
2021-04-30,9.812222
2021-05-01,7.121111
2021-05-02,7.0211105
2021-05-03,6.743334
2021-05-04,8.336666
2021-05-05,11.426666
2021-05-06,9.153333
2021-05-07,7.1488886
2021-05-08,7.9811115
2021-05-09,13.187778
2021-05-10,18.519999
2021-05-11,21.247778
2021-05-12,21.097776
2021-05-13,18.012222
2021-05-14,14.215556
2021-05-15,13.967777
2021-05-16,14.357778
2021-05-17,13.182221
2021-05-18,13.238888
2021-05-19,12.756667
2021-05-20,11.246666
2021-05-21,13.130001
2021-05-22,13.172222
2021-05-23,12.881112
2021-05-24,12.607777
2021-05-25,14.483334
2021-05-26,12.198889
2021-05-27,12.925554
2021-05-28,11.818889
2021-05-29,10.746666
2021-05-30,12.815556
2021-05-31,13.15111
2021-06-01,13.20111
2021-06-02,16.253334
2021-06-03,15.555555
2021-06-04,16.566668
2021-06-05,18.82
2021-06-06,17.963333
2021-06-07,18.513332
2021-06-08,18.677774
2021-06-09,18.705557
2021-06-10,18.018888
2021-06-11,19.146666
2021-06-12,18.495554
2021-06-13,15.234445
2021-06-14,16.072222
2021-06-15,19.082222
2021-06-16,17.795555
2021-06-17,21.09222
2021-06-18,24.327778
2021-06-19,25.78222
2021-06-20,26.666664
2021-06-21,26.923332
2021-06-22,24.315556
2021-06-23,20.546667
2021-06-24,20.665556
2021-06-25,19.08
2021-06-26,19.09
2021-06-27,18.88
2021-06-28,20.327778
2021-06-29,21.83111
2021-06-30,22.397776
2021-07-01,19.492222
2021-07-02,19.09889
2021-07-03,18.932222
2021-07-04,20.402224
2021-07-05,21.5
2021-07-06,21.553333
2021-07-07,23.385555
2021-07-08,20.377777
2021-07-09,20.587778
2021-07-10,19.308887
2021-07-11,19.806667
2021-07-12,21.873331
2021-07-13,22.671108
2021-07-14,24.942223
2021-07-15,23.51
2021-07-16,22.984444
2021-07-17,23.289999
2021-07-18,22.844444
2021-07-19,19.232222
2021-07-20,18.196665
2021-07-21,17.872223
2021-07-22,18.86222
2021-07-23,19.548887
2021-07-24,20.364443
2021-07-25,21.719997
2021-07-26,22.38
2021-07-27,23.443333
2021-07-28,22.492224
2021-07-29,21.575554
2021-07-30,19.386665
2021-07-31,20.536665
2021-08-01,18.696667
2021-08-02,18.150002
2021-08-03,17.407778
2021-08-04,17.41111
2021-08-05,16.576666
2021-08-06,17.968887
2021-08-07,18.581112
2021-08-08,20.144444
