time,DE27E
2021-10-05,17.406666
2021-10-06,15.0575
2021-10-07,14.026666
2021-10-08,11.804166
2021-10-09,8.337499
2021-10-10,9.666667
2021-10-11,10.103333
2021-10-12,10.511666
2021-10-13,8.459167
2021-10-14,7.4091663
2021-10-15,7.8941665
2021-10-16,10.3324995
2021-10-17,9.295
2021-10-18,9.454999
2021-10-19,9.365001
2021-10-20,11.733333
2021-10-21,14.475833
2021-10-22,14.209999
2021-10-23,10.796666
2021-10-24,6.7233334
2021-10-25,7.3991666
2021-10-26,7.455
2021-10-27,7.3524995
2021-10-28,7.72
2021-10-29,9.686666
2021-10-30,10.511666
2021-10-31,9.085834
2021-11-01,8.69
2021-11-02,8.161666
2021-11-03,9.169167
2021-11-04,16.078333
2021-11-05,11.3725
2021-11-06,7.9516664
2021-11-07,8.605833
2021-11-08,8.798333
2021-11-09,7.1674995
2021-11-10,5.595
2021-11-11,5.1116667
2021-11-12,4.1516666
2021-11-13,3.1333332
2021-11-14,6.3199997
2021-11-15,6.1699996
2021-11-16,6.1141663
2021-11-17,5.0674996
2021-11-18,3.9099998
2021-11-19,5.658333
2021-11-20,8.341666
2021-11-21,6.308333
2021-11-22,5.2991667
2021-11-23,5.433333
2021-11-24,1.4033333
2021-11-25,2.8158333
2021-11-26,5.5541663
2021-11-27,5.7683334
2021-11-28,9.0199995
2021-11-29,5.8558335
2021-11-30,2.0308332
2021-12-01,5.3224998
2021-12-02,8.094167
2021-12-03,5.0649996
2021-12-04,-1.1866666
2021-12-05,2.0483332
2021-12-06,4.48
2021-12-07,2.3241665
2021-12-08,0.4608333
2021-12-09,1.4316667
2021-12-10,2.4599998
2021-12-11,3.1508331
2021-12-12,2.4391665
2021-12-13,0.8516666
2021-12-14,0.17333333
2021-12-15,0.8999999
2021-12-16,2.6916666
2021-12-17,3.5974998
2021-12-18,2.9591665
2021-12-19,3.3216667
2021-12-20,2.6641667
2021-12-21,-1.1025
2021-12-22,-3.2475002
2021-12-23,-4.0841665
2021-12-24,3.6091664
2021-12-25,5.97
2021-12-26,1.0383333
2021-12-27,-1.5866666
2021-12-28,0.24916665
2021-12-29,1.7716666
2021-12-30,2.75
2021-12-31,6.401666
