time,FRG02
2021-04-21,11.132857
2021-04-22,9.187858
2021-04-23,6.2957144
2021-04-24,6.68
2021-04-25,5.306428
2021-04-26,3.6578572
2021-04-27,4.0671425
2021-04-28,8.657142
2021-04-29,12.059999
2021-04-30,11.392858
2021-05-01,7.882142
2021-05-02,7.462857
2021-05-03,6.7742853
2021-05-04,8.913572
2021-05-05,11.033571
2021-05-06,9.320714
2021-05-07,8.113571
2021-05-08,8.118571
2021-05-09,13.337143
2021-05-10,18.598572
2021-05-11,20.924286
2021-05-12,21.134998
2021-05-13,18.305714
2021-05-14,14.475715
2021-05-15,14.006429
2021-05-16,14.812142
2021-05-17,13.291429
2021-05-18,13.908571
2021-05-19,12.857142
2021-05-20,11.745714
2021-05-21,13.249285
2021-05-22,13.917857
2021-05-23,13.179999
2021-05-24,12.636429
2021-05-25,14.864285
2021-05-26,12.554999
2021-05-27,13.502856
2021-05-28,12.189285
2021-05-29,11.139285
2021-05-30,12.960714
2021-05-31,12.875
2021-06-01,13.227858
2021-06-02,16.685
2021-06-03,15.740714
2021-06-04,16.614285
2021-06-05,19.256428
2021-06-06,18.23357
2021-06-07,18.807858
2021-06-08,18.982141
2021-06-09,18.90643
2021-06-10,17.959286
2021-06-11,19.085714
2021-06-12,19.205715
2021-06-13,15.812857
2021-06-14,15.786428
2021-06-15,18.966429
2021-06-16,19.285
2021-06-17,21.69
2021-06-18,23.886427
2021-06-19,25.319998
2021-06-20,26.261427
2021-06-21,26.50357
2021-06-22,24.40643
2021-06-23,21.549286
2021-06-24,21.273571
2021-06-25,19.724285
2021-06-26,19.477858
2021-06-27,18.904285
2021-06-28,20.449999
2021-06-29,21.769285
2021-06-30,22.712858
2021-07-01,19.560715
2021-07-02,18.894999
2021-07-03,19.232143
2021-07-04,20.127142
2021-07-05,21.405714
2021-07-06,21.881426
2021-07-07,23.815714
2021-07-08,22.272142
2021-07-09,21.012142
2021-07-10,19.426428
2021-07-11,19.764997
2021-07-12,21.815714
2021-07-13,22.649998
2021-07-14,25.185713
2021-07-15,23.692858
2021-07-16,23.131428
2021-07-17,23.499285
2021-07-18,23.480713
2021-07-19,20.258572
2021-07-20,18.427856
2021-07-21,18.159286
2021-07-22,19.286428
2021-07-23,20.017141
2021-07-24,20.274282
2021-07-25,21.912144
2021-07-26,23.012857
2021-07-27,23.284285
2021-07-28,22.927141
2021-07-29,22.226427
2021-07-30,20.148571
2021-07-31,20.760712
2021-08-01,19.490713
2021-08-02,18.359285
2021-08-03,17.515715
2021-08-04,17.865713
2021-08-05,16.675
2021-08-06,18.105713
2021-08-07,18.689999
2021-08-08,20.300001
2021-08-09,19.450714
2021-08-10,19.702143
2021-08-11,18.960714
2021-08-12,18.337858
2021-08-13,20.448568
2021-08-14,22.692856
2021-08-15,21.434284
2021-08-16,22.434286
2021-08-17,19.04357
2021-08-18,16.535715
2021-08-19,18.530714
2021-08-20,18.545
2021-08-21,18.133572
2021-08-22,17.928572
2021-08-23,18.303572
2021-08-24,15.691428
2021-08-25,13.5
2021-08-26,15.280714
2021-08-27,14.056428
2021-08-28,14.167857
2021-08-29,15.315001
2021-08-30,15.402857
2021-08-31,16.116428
2021-09-01,16.071428
2021-09-02,15.937142
2021-09-03,15.205
2021-09-04,14.597142
2021-09-05,14.230714
2021-09-06,13.537857
2021-09-07,16.588572
2021-09-08,16.590715
2021-09-09,18.717144
2021-09-10,19.462141
2021-09-11,18.908571
2021-09-12,19.09
2021-09-13,17.89
2021-09-14,16.401428
2021-09-15,17.362143
2021-09-16,19.273571
2021-09-17,16.108572
2021-09-18,13.618571
2021-09-19,10.774285
2021-09-20,10.662857
2021-09-21,9.988571
2021-09-22,11.103571
2021-09-23,13.477857
2021-09-24,14.627856
2021-09-25,16.035715
2021-09-26,16.839283
2021-09-27,15.8550005
2021-09-28,14.669286
2021-09-29,12.635714
2021-09-30,12.739286
2021-10-01,10.474999
2021-10-02,13.7771435
2021-10-03,15.310715
2021-10-04,15.762143
2021-10-05,16.782856
2021-10-06,16.399286
2021-10-07,13.077142
2021-10-08,9.075714
2021-10-09,7.950714
2021-10-10,6.6671424
2021-10-11,6.531429
2021-10-12,8.9800005
2021-10-13,7.0835714
2021-10-14,7.085714
2021-10-15,11.565714
2021-10-16,9.365714
2021-10-17,8.507142
2021-10-18,9.307857
2021-10-19,11.125714
2021-10-20,15.533571
2021-10-21,15.183571
2021-10-22,9.696428
2021-10-23,7.3828573
2021-10-24,5.702857
2021-10-25,7.9949994
2021-10-26,7.863571
2021-10-27,10.432142
2021-10-28,11.727142
2021-10-29,10.173571
2021-10-30,10.844286
2021-10-31,13.166429
2021-11-01,11.796428
2021-11-02,9.008571
2021-11-03,8.123571
2021-11-04,9.022857
2021-11-05,8.815715
2021-11-06,8.367143
2021-11-07,7.548571
2021-11-08,7.752143
2021-11-09,5.5350003
2021-11-10,6.2
2021-11-11,5.2642856
2021-11-12,5.714286
2021-11-13,5.7778573
2021-11-14,4.3014283
2021-11-15,4.9757147
2021-11-16,5.7621427
2021-11-17,4.232143
2021-11-18,6.890714
2021-11-19,9.822858
2021-11-20,10.865714
2021-11-21,8.692143
2021-11-22,5.4071426
2021-11-23,2.6407142
2021-11-24,5.6492853
2021-11-25,3.6092856
2021-11-26,3.0564287
2021-11-27,1.5207144
2021-11-28,0.5428571
2021-11-29,0.9771428
2021-11-30,1.857857
2021-12-01,2.2014284
2021-12-02,4.2442856
2021-12-03,0.8
2021-12-04,0.51285714
2021-12-05,-0.16714285
2021-12-06,-0.3307143
2021-12-07,-1.4092857
2021-12-08,-3.3771427
2021-12-09,-3.2164285
2021-12-10,-0.88
2021-12-11,-4.2035713
2021-12-12,-3.3885713
2021-12-13,-1.1064286
2021-12-14,1.9049999
2021-12-15,4.7971425
2021-12-16,6.696429
2021-12-17,8.125
2021-12-18,3.4007144
2021-12-19,3.993571
2021-12-20,1.9592856
2021-12-21,-1.1092857
2021-12-22,-3.6264286
2021-12-23,-3.572857
2021-12-24,0.14428571
2021-12-25,-4.9435716
2021-12-26,-8.946428
2021-12-27,-9.901428
2021-12-28,-5.470714
2021-12-29,-0.66642857
2021-12-30,3.3464284
2021-12-31,8.334286
