time,FRG02
2021-01-01,-1.6107142
2021-01-02,-0.66571426
2021-01-03,1.0514286
2021-01-04,1.1721429
2021-01-05,1.6092856
2021-01-06,1.2792857
2021-01-07,0.28857142
2021-01-08,0.2442857
2021-01-09,-0.52
2021-01-10,0.15785715
2021-01-11,-0.88785714
2021-01-12,-0.20714283
2021-01-13,-0.054285713
2021-01-14,-0.6092857
2021-01-15,-3.1371427
2021-01-16,-3.6907141
2021-01-17,-9.777857
2021-01-18,-12.967142
2021-01-19,-4.1392856
2021-01-20,2.9421427
2021-01-21,4.232143
2021-01-22,6.230714
2021-01-23,4.952857
2021-01-24,3.315
2021-01-25,0.6771428
2021-01-26,0.3257143
2021-01-27,0.24714287
2021-01-28,-0.18357144
2021-01-29,-1.4692857
2021-01-30,-1.9228572
2021-01-31,-4.537857
2021-02-01,-6.77
2021-02-02,-1.5014286
2021-02-03,2.472857
2021-02-04,1.8764286
2021-02-05,-2.4628568
2021-02-06,-3.3799999
2021-02-07,-6.925714
2021-02-08,-9.624285
2021-02-09,-8.157144
2021-02-10,-8.683572
2021-02-11,-9.375714
2021-02-12,-9.363571
2021-02-13,-4.7821426
2021-02-14,-3.1992855
2021-02-15,-4.6171427
2021-02-16,-4.490714
2021-02-17,0.14285715
2021-02-18,0.5478571
2021-02-19,1.2557143
2021-02-20,2.7914288
2021-02-21,4.5514283
2021-02-22,4.0757146
2021-02-23,4.6135716
2021-02-24,9.048571
2021-02-25,9.559286
2021-02-26,8.339286
2021-02-27,5.5499997
2021-02-28,4.1149993
2021-03-01,3.924286
2021-03-02,5.1742854
2021-03-03,5.1549997
2021-03-04,6.033571
2021-03-05,1.245
2021-03-06,0.51285714
2021-03-07,2.5385716
2021-03-08,0.6185714
2021-03-09,-0.88499993
2021-03-10,0.16714285
2021-03-11,1.2478572
2021-03-12,6.2728567
2021-03-13,6.2664285
2021-03-14,6.135714
2021-03-15,4.412857
2021-03-16,4.010714
2021-03-17,3.6821427
2021-03-18,1.8514284
2021-03-19,0.19214284
2021-03-20,-1.452857
2021-03-21,1.2657144
2021-03-22,3.212857
2021-03-23,5.252143
2021-03-24,6.1392856
2021-03-25,6.765
2021-03-26,9.199286
2021-03-27,11.076429
2021-03-28,8.162143
2021-03-29,9.183572
2021-03-30,13.885714
2021-03-31,14.161429
2021-04-01,13.235715
2021-04-02,8.286428
2021-04-03,5.5385714
2021-04-04,3.7821426
2021-04-05,5.542857
2021-04-06,4.0864286
2021-04-07,2.642857
2021-04-08,4.197143
2021-04-09,6.3342853
2021-04-10,7.259285
2021-04-11,12.000714
2021-04-12,11.205714
2021-04-13,6.2164283
2021-04-14,5.1892858
2021-04-15,3.6849997
2021-04-16,5.039285
2021-04-17,7.113571
2021-04-18,9.114285
2021-04-19,11.065713
2021-04-20,10.658571
