time,ITI33
2021-01-01,0.32999998
2021-01-02,2.77
2021-01-03,2.59
2021-01-04,3.25
2021-01-05,2.52
2021-01-06,3.22
2021-01-07,0.45999998
2021-01-08,-0.44
2021-01-09,0.63
2021-01-10,0.62
2021-01-11,5.44
2021-01-12,7.0099998
2021-01-13,3.9499998
2021-01-14,6.3199997
2021-01-15,1.36
2021-01-16,3.6999998
2021-01-17,5.2799997
2021-01-18,4.5299997
2021-01-19,8.349999
2021-01-20,9.34
2021-01-21,4.92
2021-01-22,3.12
2021-01-23,1.39
2021-01-24,-1.0
2021-01-25,1.11
2021-01-26,2.34
2021-01-27,6.37
2021-01-28,9.07
2021-01-29,9.22
2021-01-30,5.31
2021-01-31,1.23
2021-02-01,3.1999998
2021-02-02,7.22
2021-02-03,8.42
2021-02-04,5.66
2021-02-05,7.91
2021-02-06,4.89
2021-02-07,2.24
2021-02-08,-1.22
2021-02-09,-0.81
2021-02-10,-0.34
2021-02-11,-2.24
2021-02-12,-0.81
2021-02-13,-1.56
2021-02-14,1.37
2021-02-15,7.48
2021-02-16,9.03
2021-02-17,8.5199995
2021-02-18,8.559999
2021-02-19,6.5899997
2021-02-20,11.309999
2021-02-21,11.63
2021-02-22,8.48
2021-02-23,9.24
2021-02-24,13.25
2021-02-25,10.24
2021-02-26,6.58
2021-02-27,5.67
2021-02-28,5.72
2021-03-01,5.5299997
2021-03-02,5.65
2021-03-03,5.37
2021-03-04,5.22
2021-03-05,4.22
2021-03-06,2.6599998
2021-03-07,3.1499999
2021-03-08,4.88
2021-03-09,7.04
2021-03-10,6.71
2021-03-11,9.54
2021-03-12,7.12
2021-03-13,7.52
2021-03-14,6.74
2021-03-15,9.44
2021-03-16,9.42
2021-03-17,7.35
2021-03-18,6.62
2021-03-19,8.179999
2021-03-20,7.18
2021-03-21,8.2
2021-03-22,6.8799996
2021-03-23,7.54
2021-03-24,8.639999
2021-03-25,8.26
2021-03-26,10.059999
2021-03-27,6.33
2021-03-28,10.38
2021-03-29,13.45
2021-03-30,12.92
2021-03-31,14.17
2021-04-01,10.58
2021-04-02,7.46
2021-04-03,6.8799996
2021-04-04,8.0199995
2021-04-05,5.8399997
2021-04-06,3.36
2021-04-07,2.47
2021-04-08,7.37
2021-04-09,7.93
2021-04-10,6.1
2021-04-11,4.5099998
2021-04-12,3.9299998
2021-04-13,5.6
2021-04-14,6.31
2021-04-15,5.46
2021-04-16,5.5699997
2021-04-17,6.31
2021-04-18,7.24
2021-04-19,9.4
2021-04-20,9.889999
2021-04-21,9.38
2021-04-22,7.23
2021-04-23,8.75
2021-04-24,9.429999
2021-04-25,8.03
2021-04-26,7.8199997
2021-04-27,8.17
2021-04-28,8.78
2021-04-29,6.73
2021-04-30,7.12
2021-05-01,6.94
2021-05-02,8.139999
2021-05-03,9.03
2021-05-04,10.15
2021-05-05,7.2799997
2021-05-06,6.37
2021-05-07,8.42
2021-05-08,10.86
2021-05-09,15.36
2021-05-10,13.509999
2021-05-11,11.32
2021-05-12,12.259999
2021-05-13,12.15
2021-05-14,10.36
2021-05-15,11.07
2021-05-16,11.28
2021-05-17,12.559999
2021-05-18,10.76
2021-05-19,12.67
2021-05-20,9.86
2021-05-21,11.67
2021-05-22,11.04
2021-05-23,8.88
2021-05-24,10.13
2021-05-25,10.75
2021-05-26,10.67
2021-05-27,12.87
2021-05-28,13.759999
2021-05-29,15.71
2021-05-30,13.94
2021-05-31,15.469999
2021-06-01,17.58
2021-06-02,19.49
2021-06-03,19.09
2021-06-04,14.87
2021-06-05,15.889999
2021-06-06,16.82
2021-06-07,17.48
2021-06-08,17.18
2021-06-09,17.9
2021-06-10,19.34
2021-06-11,19.6
2021-06-12,17.74
2021-06-13,19.21
2021-06-14,20.88
2021-06-15,18.26
2021-06-16,20.76
2021-06-17,19.16
2021-06-18,15.28
2021-06-19,14.0199995
2021-06-20,14.62
2021-06-21,12.74
2021-06-22,14.15
2021-06-23,14.04
2021-06-24,15.46
2021-06-25,17.289999
2021-06-26,17.359999
2021-06-27,17.27
2021-06-28,16.89
2021-06-29,16.38
2021-06-30,15.13
2021-07-01,15.65
2021-07-02,18.73
2021-07-03,18.8
2021-07-04,18.539999
2021-07-05,17.16
2021-07-06,16.48
2021-07-07,17.46
2021-07-08,17.359999
2021-07-09,18.33
2021-07-10,16.51
2021-07-11,16.31
2021-07-12,17.47
2021-07-13,18.369999
2021-07-14,18.8
2021-07-15,17.82
2021-07-16,18.529999
2021-07-17,21.16
2021-07-18,22.789999
2021-07-19,23.029999
2021-07-20,23.119999
2021-07-21,22.699999
2021-07-22,22.09
2021-07-23,19.619999
2021-07-24,19.08
2021-07-25,18.9
2021-07-26,19.85
2021-07-27,19.46
2021-07-28,18.27
2021-07-29,17.25
2021-07-30,16.5
2021-07-31,17.23
2021-08-01,16.71
2021-08-02,15.91
2021-08-03,16.15
2021-08-04,16.66
2021-08-05,17.1
2021-08-06,18.08
2021-08-07,16.66
2021-08-08,16.859999
2021-08-09,17.06
2021-08-10,17.699999
2021-08-11,17.18
2021-08-12,18.21
2021-08-13,17.779999
2021-08-14,18.57
2021-08-15,18.3
2021-08-16,15.36
2021-08-17,14.79
2021-08-18,18.25
2021-08-19,16.88
2021-08-20,17.56
2021-08-21,18.1
2021-08-22,17.949999
2021-08-23,17.8
2021-08-24,17.18
2021-08-25,17.19
2021-08-26,16.46
2021-08-27,15.42
2021-08-28,15.799999
2021-08-29,15.4
2021-08-30,15.929999
2021-08-31,16.17
2021-09-01,16.25
2021-09-02,16.99
2021-09-03,17.029999
2021-09-04,16.76
2021-09-05,18.96
2021-09-06,20.16
2021-09-07,21.64
2021-09-08,21.82
2021-09-09,19.92
2021-09-10,19.47
2021-09-11,18.52
2021-09-12,15.87
2021-09-13,16.199999
2021-09-14,17.94
2021-09-15,17.48
2021-09-16,16.369999
2021-09-17,16.779999
2021-09-18,18.26
2021-09-19,16.96
2021-09-20,15.48
2021-09-21,15.16
2021-09-22,15.96
2021-09-23,16.0
2021-09-24,17.39
2021-09-25,17.0
2021-09-26,17.22
2021-09-27,16.08
2021-09-28,14.259999
2021-09-29,12.17
2021-09-30,11.719999
2021-10-01,15.16
2021-10-02,10.639999
2021-10-03,12.74
2021-10-04,13.23
2021-10-05,12.34
2021-10-06,12.7699995
2021-10-07,14.599999
2021-10-08,15.33
2021-10-09,13.389999
2021-10-10,13.42
2021-10-11,11.59
2021-10-12,11.84
2021-10-13,12.37
2021-10-14,13.049999
2021-10-15,11.8
2021-10-16,11.849999
2021-10-17,12.95
2021-10-18,12.84
2021-10-19,17.71
2021-10-20,15.559999
2021-10-21,9.599999
2021-10-22,9.15
2021-10-23,10.78
2021-10-24,12.309999
2021-10-25,12.67
2021-10-26,11.7699995
2021-10-27,14.58
2021-10-28,13.44
2021-10-29,13.07
2021-10-30,11.53
2021-10-31,10.139999
2021-11-01,10.92
2021-11-02,7.3999996
2021-11-03,5.52
2021-11-04,7.33
2021-11-05,6.1
2021-11-06,9.91
2021-11-07,10.29
2021-11-08,7.16
2021-11-09,11.69
2021-11-10,10.84
2021-11-11,11.0
2021-11-12,10.46
2021-11-13,11.349999
2021-11-14,10.75
2021-11-15,9.94
2021-11-16,7.49
2021-11-17,9.07
2021-11-18,8.63
2021-11-19,10.92
2021-11-20,9.639999
2021-11-21,6.81
2021-11-22,6.19
2021-11-23,5.0
2021-11-24,5.17
2021-11-25,4.71
2021-11-26,4.93
2021-11-27,3.06
2021-11-28,1.41
2021-11-29,0.26
2021-11-30,7.0299997
2021-12-01,9.36
2021-12-02,3.25
2021-12-03,4.35
2021-12-04,5.5299997
2021-12-05,4.71
2021-12-06,4.1
2021-12-07,4.02
2021-12-08,5.47
2021-12-09,5.5699997
2021-12-10,5.29
2021-12-11,4.38
2021-12-12,10.16
2021-12-13,10.34
2021-12-14,10.0199995
2021-12-15,10.179999
2021-12-16,9.3
2021-12-17,7.7799997
2021-12-18,6.83
2021-12-19,4.61
2021-12-20,5.14
2021-12-21,4.15
2021-12-22,1.17
2021-12-23,5.72
2021-12-24,7.62
2021-12-25,7.02
2021-12-26,6.98
2021-12-27,7.43
2021-12-28,9.38
2021-12-29,9.969999
2021-12-30,12.17
2021-12-31,13.219999
