time,ITI14
2021-01-01,2.61
2021-01-02,0.575
2021-01-03,1.875
2021-01-04,2.025
2021-01-05,2.965
2021-01-06,1.3399999
2021-01-07,-0.175
2021-01-08,0.22
2021-01-09,-1.155
2021-01-10,1.55
2021-01-11,5.765
2021-01-12,2.645
2021-01-13,2.205
2021-01-14,4.965
2021-01-15,2.8799999
2021-01-16,5.4399996
2021-01-17,4.915
2021-01-18,4.3199997
2021-01-19,3.84
2021-01-20,2.8449998
2021-01-21,2.82
2021-01-22,2.415
2021-01-23,-0.96999997
2021-01-24,-0.825
2021-01-25,1.105
2021-01-26,1.52
2021-01-27,4.1499996
2021-01-28,4.63
2021-01-29,4.595
2021-01-30,2.29
2021-01-31,0.68999994
2021-02-01,1.31
2021-02-02,2.355
2021-02-03,4.7
2021-02-04,4.31
2021-02-05,3.795
2021-02-06,3.4499998
2021-02-07,1.3399999
2021-02-08,0.16
2021-02-09,-0.04
2021-02-10,-0.79999995
2021-02-11,-1.375
2021-02-12,-0.285
2021-02-13,1.095
2021-02-14,3.7649999
2021-02-15,7.21
2021-02-16,8.4
2021-02-17,5.88
2021-02-18,5.5249996
2021-02-19,5.5249996
2021-02-20,8.305
2021-02-21,7.8949995
2021-02-22,5.885
2021-02-23,6.45
2021-02-24,9.615
2021-02-25,5.995
2021-02-26,5.085
2021-02-27,7.4849997
2021-02-28,6.035
2021-03-01,5.065
2021-03-02,3.32
2021-03-03,2.3649998
2021-03-04,3.4699998
2021-03-05,2.87
2021-03-06,2.82
2021-03-07,4.71
2021-03-08,6.9849997
2021-03-09,7.3499994
2021-03-10,6.96
2021-03-11,6.095
2021-03-12,4.66
2021-03-13,3.685
2021-03-14,5.8149996
2021-03-15,6.7349997
2021-03-16,9.235
2021-03-17,7.1449995
2021-03-18,8.43
2021-03-19,8.28
2021-03-20,8.07
2021-03-21,7.8
2021-03-22,7.04
2021-03-23,8.085
2021-03-24,6.865
2021-03-25,7.9049997
2021-03-26,6.095
2021-03-27,4.25
2021-03-28,8.190001
2021-03-29,11.525
2021-03-30,11.049999
2021-03-31,8.28
2021-04-01,5.6749997
2021-04-02,5.35
2021-04-03,6.1549997
2021-04-04,6.18
2021-04-05,2.175
2021-04-06,1.9699999
2021-04-07,2.54
2021-04-08,6.04
2021-04-09,3.815
2021-04-10,1.6399999
2021-04-11,1.5699999
2021-04-12,3.03
2021-04-13,4.225
2021-04-14,5.425
2021-04-15,5.7149997
2021-04-16,6.215
2021-04-17,7.04
2021-04-18,6.805
