time,ITF22
2021-01-01,0.16499999
2021-01-02,-0.9499999
2021-01-03,0.995
2021-01-04,1.525
2021-01-05,2.3049998
2021-01-06,1.7549999
2021-01-07,-1.4649999
2021-01-08,-0.48
2021-01-09,-0.42999998
2021-01-10,1.7249999
2021-01-11,5.1949997
2021-01-12,3.2199998
2021-01-13,1.55
2021-01-14,3.165
2021-01-15,0.22999999
2021-01-16,3.32
2021-01-17,5.075
2021-01-18,4.08
2021-01-19,6.3149996
2021-01-20,5.47
2021-01-21,2.74
2021-01-22,1.53
2021-01-23,-0.33999997
2021-01-24,-1.635
2021-01-25,-0.050000004
2021-01-26,1.7
2021-01-27,4.615
2021-01-28,5.0950003
2021-01-29,5.4449997
2021-01-30,3.445
2021-01-31,-0.45999998
2021-02-01,2.605
2021-02-02,3.82
2021-02-03,5.545
2021-02-04,5.145
2021-02-05,5.455
2021-02-06,3.795
2021-02-07,1.49
2021-02-08,-0.21
2021-02-09,-0.80499995
2021-02-10,-0.925
2021-02-11,-1.7149999
2021-02-12,-0.29
2021-02-13,0.09499999
2021-02-14,3.62
2021-02-15,7.345
2021-02-16,8.7
2021-02-17,7.105
2021-02-18,7.1899996
2021-02-19,6.12
2021-02-20,9.09
2021-02-21,8.71
2021-02-22,8.18
2021-02-23,7.3599997
2021-02-24,10.965
2021-02-25,7.43
2021-02-26,5.3
2021-02-27,5.74
2021-02-28,5.545
2021-03-01,4.2549996
2021-03-02,3.485
2021-03-03,3.23
2021-03-04,4.16
2021-03-05,3.4299998
2021-03-06,2.16
2021-03-07,3.185
2021-03-08,5.16
2021-03-09,7.095
2021-03-10,7.8450003
2021-03-11,7.615
2021-03-12,5.615
2021-03-13,4.925
2021-03-14,6.1749997
2021-03-15,7.875
2021-03-16,9.174999
2021-03-17,6.805
2021-03-18,7.26
2021-03-19,8.054999
2021-03-20,8.1
2021-03-21,7.74
2021-03-22,6.755
2021-03-23,7.435
2021-03-24,8.26
2021-03-25,7.665
2021-03-26,8.255
2021-03-27,5.1049995
2021-03-28,9.254999
2021-03-29,11.549999
2021-03-30,11.43
2021-03-31,10.945
2021-04-01,7.365
2021-04-02,5.64
2021-04-03,5.71
2021-04-04,6.75
2021-04-05,3.9399998
2021-04-06,2.695
2021-04-07,2.52
2021-04-08,6.31
2021-04-09,4.7349997
2021-04-10,2.435
2021-04-11,2.585
2021-04-12,3.26
2021-04-13,4.635
2021-04-14,5.865
2021-04-15,5.55
2021-04-16,5.27
2021-04-17,6.19
2021-04-18,6.3199997
2021-04-19,8.7699995
2021-04-20,8.375
2021-04-21,8.175
2021-04-22,6.1099997
2021-04-23,7.935
2021-04-24,8.29
2021-04-25,6.915
2021-04-26,6.185
2021-04-27,7.26
2021-04-28,6.89
2021-04-29,5.3599997
2021-04-30,5.935
2021-05-01,5.295
2021-05-02,6.13
2021-05-03,7.58
2021-05-04,7.2799997
2021-05-05,5.5
2021-05-06,5.0
2021-05-07,6.19
2021-05-08,8.11
2021-05-09,10.905
2021-05-10,11.325
2021-05-11,10.035
2021-05-12,8.955
2021-05-13,9.974999
2021-05-14,9.52
2021-05-15,9.61
2021-05-16,9.995
2021-05-17,10.315
2021-05-18,10.365
2021-05-19,10.225
2021-05-20,9.014999
2021-05-21,10.09
2021-05-22,8.865
2021-05-23,7.91
2021-05-24,8.7
2021-05-25,10.125
2021-05-26,9.57
2021-05-27,10.535
2021-05-28,11.764999
2021-05-29,14.129999
2021-05-30,12.904999
2021-05-31,14.045
2021-06-01,16.285
2021-06-02,16.45
2021-06-03,14.605
2021-06-04,13.129999
2021-06-05,13.865
2021-06-06,15.205
2021-06-07,14.66
2021-06-08,14.994999
2021-06-09,16.259998
2021-06-10,17.705
2021-06-11,16.38
2021-06-12,14.599999
2021-06-13,16.915
2021-06-14,15.735
2021-06-15,13.825
2021-06-16,16.029999
2021-06-17,14.809999
2021-06-18,13.084999
2021-06-19,12.764999
2021-06-20,13.264999
2021-06-21,12.610001
2021-06-22,12.08
2021-06-23,13.125
2021-06-24,15.67
2021-06-25,12.424999
2021-06-26,13.405
2021-06-27,15.24
2021-06-28,15.58
2021-06-29,16.329998
2021-06-30,14.535
2021-07-01,14.62
2021-07-02,16.425
2021-07-03,17.029999
2021-07-04,17.125
2021-07-05,15.315
2021-07-06,14.049999
2021-07-07,16.125
2021-07-08,16.395
2021-07-09,16.24
2021-07-10,16.73
2021-07-11,15.875
2021-07-12,16.525
2021-07-13,17.355
2021-07-14,16.895
2021-07-15,17.509998
2021-07-16,18.685
2021-07-17,20.009998
2021-07-18,20.2
2021-07-19,20.24
2021-07-20,20.305
2021-07-21,19.974998
2021-07-22,20.45
2021-07-23,18.515
2021-07-24,17.105
2021-07-25,17.07
2021-07-26,18.619999
2021-07-27,18.05
2021-07-28,16.380001
2021-07-29,15.695
2021-07-30,15.23
2021-07-31,15.844999
2021-08-01,14.66
2021-08-02,13.735
2021-08-03,14.004999
2021-08-04,15.309999
2021-08-05,15.709999
2021-08-06,16.23
2021-08-07,15.369999
2021-08-08,15.82
2021-08-09,15.455
2021-08-10,16.165
2021-08-11,15.549999
2021-08-12,15.054999
2021-08-13,16.375
2021-08-14,15.86
2021-08-15,15.48
2021-08-16,14.37
2021-08-17,14.5199995
2021-08-18,16.2
2021-08-19,15.4
2021-08-20,16.135
2021-08-21,16.93
2021-08-22,16.474998
2021-08-23,16.074999
2021-08-24,15.82
2021-08-25,16.055
2021-08-26,15.32
2021-08-27,13.844999
2021-08-28,14.405
2021-08-29,14.455
2021-08-30,15.084999
2021-08-31,14.379999
2021-09-01,13.99
2021-09-02,14.219999
2021-09-03,14.014999
2021-09-04,15.025
2021-09-05,16.064999
2021-09-06,18.224998
2021-09-07,19.48
2021-09-08,19.3
2021-09-09,17.244999
2021-09-10,17.505001
2021-09-11,16.95
2021-09-12,13.405
2021-09-13,13.86
2021-09-14,15.174999
2021-09-15,15.025
2021-09-16,14.49
2021-09-17,15.629999
2021-09-18,15.775
2021-09-19,15.504999
2021-09-20,12.6449995
2021-09-21,14.165
2021-09-22,15.469999
2021-09-23,14.99
2021-09-24,15.75
2021-09-25,16.81
2021-09-26,16.689999
2021-09-27,12.974999
2021-09-28,12.584999
2021-09-29,10.379999
2021-09-30,11.355
2021-10-01,12.53
2021-10-02,9.73
2021-10-03,10.065
2021-10-04,11.66
2021-10-05,10.379999
2021-10-06,11.36
2021-10-07,14.844999
2021-10-08,15.795
2021-10-09,13.855
2021-10-10,11.775
2021-10-11,11.184999
2021-10-12,11.405
2021-10-13,12.799999
2021-10-14,12.385
2021-10-15,9.71
2021-10-16,9.71
2021-10-17,12.33
2021-10-18,12.775
2021-10-19,15.2
2021-10-20,11.844999
2021-10-21,7.495
2021-10-22,9.205
2021-10-23,10.219999
2021-10-24,12.184999
2021-10-25,11.23
2021-10-26,10.235
2021-10-27,14.264999
2021-10-28,12.945
2021-10-29,11.190001
2021-10-30,8.98
2021-10-31,8.025
2021-11-01,7.93
2021-11-02,6.3849998
2021-11-03,5.4249997
2021-11-04,5.8599997
2021-11-05,6.375
2021-11-06,10.35
2021-11-07,9.815001
2021-11-08,7.8349996
2021-11-09,11.45
2021-11-10,9.299999
2021-11-11,8.62
2021-11-12,10.155
2021-11-13,10.34
2021-11-14,8.8949995
2021-11-15,8.6
2021-11-16,8.28
2021-11-17,7.97
2021-11-18,9.914999
2021-11-19,11.625
2021-11-20,9.75
2021-11-21,6.01
2021-11-22,3.83
2021-11-23,5.46
2021-11-24,4.995
2021-11-25,3.0749998
2021-11-26,5.0
2021-11-27,2.56
2021-11-28,0.995
2021-11-29,1.65
2021-11-30,7.39
2021-12-01,6.48
2021-12-02,2.04
2021-12-03,4.755
2021-12-04,4.11
2021-12-05,3.94
2021-12-06,2.1699998
2021-12-07,2.8
2021-12-08,3.8449998
2021-12-09,4.63
2021-12-10,3.92
2021-12-11,4.7
2021-12-12,9.26
2021-12-13,7.7549996
2021-12-14,7.865
2021-12-15,9.575
2021-12-16,7.455
2021-12-17,6.33
2021-12-18,4.43
2021-12-19,3.315
2021-12-20,4.38
2021-12-21,3.3049998
2021-12-22,0.575
2021-12-23,4.81
2021-12-24,5.605
2021-12-25,4.285
2021-12-26,4.25
2021-12-27,5.8949995
2021-12-28,5.595
2021-12-29,5.6499996
2021-12-30,10.084999
2021-12-31,11.155
