time,DEC03
2021-01-01,7.623077
2021-01-02,6.0423074
2021-01-03,4.2200003
2021-01-04,5.410769
2021-01-05,4.269231
2021-01-06,5.4399996
2021-01-07,7.266154
2021-01-08,6.607692
2021-01-09,4.4700003
2021-01-10,5.0899997
2021-01-11,5.123077
2021-01-12,4.3261533
2021-01-13,4.49
2021-01-14,5.2669225
2021-01-15,5.461538
2021-01-16,5.550769
2021-01-17,6.7938457
2021-01-18,7.2176924
2021-01-19,8.376924
2021-01-20,12.666154
2021-01-21,13.497694
2021-01-22,12.75846
2021-01-23,12.18923
2021-01-24,13.523848
2021-01-25,14.782308
2021-01-26,15.730768
2021-01-27,14.970768
2021-01-28,13.844614
2021-01-29,12.720769
2021-01-30,13.802308
2021-01-31,13.779231
2021-02-01,13.980001
2021-02-02,14.8099985
2021-02-03,15.670768
2021-02-04,12.453846
2021-02-05,10.443847
2021-02-06,11.144614
2021-02-07,10.109231
2021-02-08,13.389231
2021-02-09,12.96
2021-02-10,14.969232
2021-02-11,15.776154
2021-02-12,13.136153
2021-02-13,13.571538
2021-02-14,13.495383
2021-02-15,15.101537
2021-02-16,12.315384
2021-02-17,12.88
2021-02-18,12.316923
2021-02-19,12.696923
2021-02-20,13.21077
2021-02-21,9.501538
2021-02-22,9.651537
2021-02-23,11.783845
2021-02-24,12.822307
2021-02-25,12.253845
2021-02-26,14.431538
2021-02-27,13.289999
2021-02-28,12.889999
2021-03-01,13.183077
2021-03-02,13.783846
2021-03-03,13.889999
2021-03-04,13.71846
2021-03-05,12.884615
2021-03-06,13.893846
2021-03-07,12.531539
2021-03-08,10.973077
2021-03-09,11.995385
2021-03-10,11.866922
2021-03-11,12.323846
2021-03-12,13.003845
2021-03-13,11.776154
2021-03-14,13.13923
2021-03-15,14.179231
2021-03-16,15.212309
2021-03-17,15.611538
2021-03-18,14.156923
2021-03-19,12.063847
2021-03-20,11.553846
2021-03-21,10.344615
2021-03-22,11.808461
2021-03-23,12.952308
2021-03-24,13.175383
2021-03-25,13.110001
2021-03-26,13.286155
2021-03-27,16.209229
2021-03-28,16.914616
2021-03-29,17.199999
2021-03-30,17.573078
2021-03-31,19.603077
2021-04-01,16.78
2021-04-02,14.929232
2021-04-03,15.083845
2021-04-04,16.27
2021-04-05,16.32846
2021-04-06,17.034615
2021-04-07,16.78923
2021-04-08,15.856154
2021-04-09,16.297693
2021-04-10,15.523075
2021-04-11,16.626152
2021-04-12,15.962307
2021-04-13,16.823076
2021-04-14,16.757692
2021-04-15,16.31
2021-04-16,16.134615
2021-04-17,15.811539
2021-04-18,16.342308
2021-04-19,17.043844
2021-04-20,15.190769
2021-04-21,14.687693
2021-04-22,17.471539
2021-04-23,16.470001
2021-04-24,16.782307
2021-04-25,15.95846
2021-04-26,16.483845
2021-04-27,16.90231
2021-04-28,14.896922
2021-04-29,13.406155
2021-04-30,12.479231
2021-05-01,12.326923
2021-05-02,13.693076
2021-05-03,15.330769
2021-05-04,17.446924
2021-05-05,18.046925
2021-05-06,18.596153
2021-05-07,18.986155
2021-05-08,18.741539
2021-05-09,14.620769
2021-05-10,12.935384
2021-05-11,13.590001
2021-05-12,15.461538
2021-05-13,16.223076
2021-05-14,17.483076
2021-05-15,19.218462
2021-05-16,19.766924
2021-05-17,20.296923
2021-05-18,19.554613
2021-05-19,21.014616
2021-05-20,22.24846
2021-05-21,20.329231
2021-05-22,17.54846
2021-05-23,16.216152
2021-05-24,16.514616
2021-05-25,19.822306
2021-05-26,21.16
2021-05-27,19.321537
2021-05-28,21.511538
2021-05-29,22.804615
2021-05-30,23.407692
2021-05-31,21.150768
2021-06-01,18.003078
2021-06-02,18.576155
2021-06-03,18.58
2021-06-04,19.406153
2021-06-05,21.07154
2021-06-06,22.112307
2021-06-07,23.660767
2021-06-08,24.27692
2021-06-09,24.12923
2021-06-10,23.98846
2021-06-11,22.874615
2021-06-12,23.008461
2021-06-13,22.893847
2021-06-14,22.183846
2021-06-15,22.51923
2021-06-16,21.287691
2021-06-17,19.076921
2021-06-18,17.711538
2021-06-19,17.722307
2021-06-20,17.054615
2021-06-21,17.306923
2021-06-22,19.419231
2021-06-23,21.643847
2021-06-24,23.66769
2021-06-25,24.153076
2021-06-26,22.061537
2021-06-27,20.243076
2021-06-28,19.6
2021-06-29,20.396923
2021-06-30,20.887693
2021-07-01,21.756153
2021-07-02,22.202305
2021-07-03,22.695385
2021-07-04,22.157694
2021-07-05,22.790768
2021-07-06,20.855385
2021-07-07,20.59769
2021-07-08,23.02769
2021-07-09,25.36154
2021-07-10,27.454617
2021-07-11,27.181538
2021-07-12,21.326923
2021-07-13,21.403847
2021-07-14,23.835384
2021-07-15,25.619232
2021-07-16,26.844614
2021-07-17,26.689228
2021-07-18,25.51
2021-07-19,23.286924
2021-07-20,22.497692
2021-07-21,23.096153
2021-07-22,23.816154
2021-07-23,23.126152
2021-07-24,23.253845
2021-07-25,22.504616
2021-07-26,24.274614
2021-07-27,24.413847
2021-07-28,25.12846
2021-07-29,25.173845
2021-07-30,23.027689
2021-07-31,21.225384
2021-08-01,20.865385
2021-08-02,22.799229
2021-08-03,23.220768
2021-08-04,24.766153
2021-08-05,24.818462
2021-08-06,23.531538
2021-08-07,21.789232
2021-08-08,21.565382
2021-08-09,22.346922
2021-08-10,25.462307
2021-08-11,25.859999
2021-08-12,26.432308
2021-08-13,28.564613
2021-08-14,28.425383
2021-08-15,28.775383
2021-08-16,27.915386
2021-08-17,25.670767
2021-08-18,24.133078
2021-08-19,23.48077
2021-08-20,22.624615
2021-08-21,23.586924
2021-08-22,25.834614
2021-08-23,26.013075
2021-08-24,24.506924
2021-08-25,23.832308
2021-08-26,23.67846
2021-08-27,22.336153
2021-08-28,21.74923
2021-08-29,21.479229
2021-08-30,22.593845
2021-08-31,23.454613
2021-09-01,22.051537
2021-09-02,22.176151
2021-09-03,22.294615
2021-09-04,23.650002
2021-09-05,25.396152
2021-09-06,26.940002
2021-09-07,24.115383
2021-09-08,21.95923
2021-09-09,22.104614
2021-09-10,22.585384
2021-09-11,23.709227
2021-09-12,23.523846
2021-09-13,22.69077
2021-09-14,19.77
2021-09-15,20.676151
2021-09-16,21.215385
2021-09-17,21.558462
2021-09-18,19.972307
2021-09-19,20.781538
2021-09-20,21.037691
2021-09-21,21.826921
2021-09-22,20.954617
2021-09-23,19.182308
2021-09-24,19.243076
2021-09-25,18.386152
2021-09-26,19.283846
2021-09-27,20.391539
2021-09-28,19.782309
2021-09-29,19.154613
2021-09-30,20.428463
2021-10-01,21.42769
2021-10-02,21.633076
2021-10-03,17.135384
2021-10-04,17.68
2021-10-05,19.395384
2021-10-06,21.941538
2021-10-07,22.020765
2021-10-08,21.651539
2021-10-09,21.335388
2021-10-10,21.576921
2021-10-11,21.696922
2021-10-12,21.633076
2021-10-13,21.089998
2021-10-14,20.183075
2021-10-15,19.371538
2021-10-16,19.96692
2021-10-17,21.279232
2021-10-18,21.825382
2021-10-19,21.40846
2021-10-20,21.102306
2021-10-21,18.705385
2021-10-22,17.436924
2021-10-23,16.989231
2021-10-24,17.38923
2021-10-25,17.146152
2021-10-26,17.697691
2021-10-27,17.264616
2021-10-28,16.990767
2021-10-29,16.896923
2021-10-30,20.870768
2021-10-31,20.233847
2021-11-01,19.146152
2021-11-02,15.656153
2021-11-03,13.641539
2021-11-04,11.343846
2021-11-05,11.39
2021-11-06,10.871538
2021-11-07,9.706154
2021-11-08,11.9738455
2021-11-09,12.716155
2021-11-10,12.2930765
2021-11-11,11.995385
2021-11-12,11.340769
2021-11-13,12.551538
2021-11-14,13.153846
2021-11-15,11.761539
2021-11-16,12.106154
2021-11-17,11.984614
2021-11-18,13.220769
2021-11-19,14.695385
2021-11-20,14.065385
2021-11-21,13.403076
2021-11-22,11.733846
2021-11-23,8.046923
2021-11-24,8.330769
2021-11-25,8.626154
2021-11-26,7.8992305
2021-11-27,9.016153
2021-11-28,8.683077
2021-11-29,11.767692
2021-11-30,9.0976925
2021-12-01,8.639999
2021-12-02,10.89154
2021-12-03,9.095385
2021-12-04,11.026922
2021-12-05,11.493846
2021-12-06,11.073847
2021-12-07,10.646923
2021-12-08,11.787691
2021-12-09,11.994616
2021-12-10,12.9276905
2021-12-11,12.748461
2021-12-12,12.833847
2021-12-13,12.665384
2021-12-14,11.744615
2021-12-15,11.064615
2021-12-16,11.645385
2021-12-17,12.245385
2021-12-18,11.153845
2021-12-19,12.986922
2021-12-20,13.886155
2021-12-21,14.509232
2021-12-22,15.889231
2021-12-23,14.413844
2021-12-24,14.28923
2021-12-25,15.060767
2021-12-26,15.833076
2021-12-27,17.306923
2021-12-28,16.23
2021-12-29,14.981538
2021-12-30,13.175384
2021-12-31,14.299231
