time,ITH31
2021-01-01,-0.16333334
2021-01-02,1.2233332
2021-01-03,1.9066666
2021-01-04,2.3999999
2021-01-05,2.6499999
2021-01-06,2.1000001
2021-01-07,-1.92
2021-01-08,0.46333334
2021-01-09,0.89000005
2021-01-10,1.2299999
2021-01-11,5.75
2021-01-12,7.03
2021-01-13,5.433333
2021-01-14,7.963333
2021-01-15,0.81999993
2021-01-16,4.5366664
2021-01-17,5.5066667
2021-01-18,5.02
2021-01-19,9.306666
2021-01-20,9.803333
2021-01-21,4.57
2021-01-22,3.3033333
2021-01-23,0.8766666
2021-01-24,-1.1633333
2021-01-25,0.31666666
2021-01-26,2.5966666
2021-01-27,7.0766664
2021-01-28,9.283333
2021-01-29,8.753333
2021-01-30,5.0433335
2021-01-31,0.8066666
2021-02-01,2.5533333
2021-02-02,7.586666
2021-02-03,7.986666
2021-02-04,5.7533326
2021-02-05,6.7100005
2021-02-06,3.3633335
2021-02-07,1.9366666
2021-02-08,1.2066666
2021-02-09,-0.54333335
2021-02-10,-0.23333333
2021-02-11,-2.1733334
2021-02-12,0.35999998
2021-02-13,-1.38
2021-02-14,3.64
2021-02-15,8.373333
2021-02-16,9.37
2021-02-17,8.676666
2021-02-18,8.603333
2021-02-19,7.2099996
2021-02-20,10.756665
2021-02-21,9.06
2021-02-22,8.483334
2021-02-23,8.566667
2021-02-24,12.593333
2021-02-25,9.173333
2021-02-26,5.2566667
2021-02-27,5.363333
2021-02-28,5.03
2021-03-01,3.67
2021-03-02,4.5699997
2021-03-03,5.23
2021-03-04,4.8466663
2021-03-05,4.0099998
2021-03-06,1.8633333
2021-03-07,1.6166667
2021-03-08,4.7533336
2021-03-09,5.0533333
2021-03-10,8.36
2021-03-11,8.793332
2021-03-12,6.5899997
2021-03-13,6.5
2021-03-14,6.646666
2021-03-15,9.056666
2021-03-16,10.303333
2021-03-17,6.3133335
2021-03-18,6.3566666
2021-03-19,8.406667
2021-03-20,8.049999
2021-03-21,8.27
2021-03-22,5.8366666
2021-03-23,7.486666
2021-03-24,9.489999
2021-03-25,8.213333
2021-03-26,8.973332
2021-03-27,6.4133334
2021-03-28,10.083333
2021-03-29,12.263333
2021-03-30,12.1033325
2021-03-31,13.553333
2021-04-01,9.743333
2021-04-02,6.813333
2021-04-03,5.4933333
2021-04-04,6.7999997
2021-04-05,5.653333
2021-04-06,3.18
2021-04-07,1.9966666
2021-04-08,6.41
2021-04-09,6.4599996
2021-04-10,4.1299996
2021-04-11,3.71
2021-04-12,4.2433333
2021-04-13,5.56
2021-04-14,6.0766664
2021-04-15,4.566667
2021-04-16,4.346667
2021-04-17,5.4366665
2021-04-18,6.36
2021-04-19,8.043333
2021-04-20,9.096667
2021-04-21,9.493333
2021-04-22,7.193333
2021-04-23,9.233333
2021-04-24,9.303333
2021-04-25,8.099999
2021-04-26,6.8366666
2021-04-27,8.116667
2021-04-28,7.25
2021-04-29,5.1199994
2021-04-30,6.4166665
2021-05-01,5.2999997
2021-05-02,6.373333
2021-05-03,7.8033333
2021-05-04,9.406667
2021-05-05,5.4533334
2021-05-06,6.4166665
2021-05-07,6.7533336
2021-05-08,9.776667
2021-05-09,13.563333
2021-05-10,11.773334
2021-05-11,10.61
2021-05-12,10.093333
2021-05-13,10.7
2021-05-14,10.596667
2021-05-15,10.653333
2021-05-16,10.513333
2021-05-17,11.696667
2021-05-18,10.383333
