time,FRB02
2021-01-01,7.96
2021-01-02,9.91
2021-01-03,9.11
2021-01-04,7.5699997
2021-01-05,6.5
2021-01-06,8.3
2021-01-07,6.19
2021-01-08,6.69
2021-01-09,6.5
2021-01-10,5.99
2021-01-11,5.94
2021-01-12,4.75
2021-01-13,4.1
2021-01-14,2.83
2021-01-15,3.26
2021-01-16,2.3799999
2021-01-17,0.19999999
2021-01-18,1.6899999
2021-01-19,3.55
2021-01-20,5.9
2021-01-21,10.04
2021-01-22,11.96
2021-01-23,11.11
2021-01-24,9.8
2021-01-25,5.64
2021-01-26,4.48
2021-01-27,3.3899999
2021-01-28,4.49
2021-01-29,6.96
2021-01-30,10.55
2021-01-31,9.63
2021-02-01,8.23
2021-02-02,9.41
2021-02-03,10.349999
2021-02-04,11.92
2021-02-05,12.44
2021-02-06,12.759999
2021-02-07,13.24
2021-02-08,11.28
2021-02-09,10.36
2021-02-10,11.4
2021-02-11,8.389999
2021-02-12,1.14
2021-02-13,-1.13
2021-02-14,-0.06
2021-02-15,2.6
2021-02-16,3.6599998
2021-02-17,5.31
2021-02-18,7.83
2021-02-19,8.309999
2021-02-20,9.59
2021-02-21,10.17
2021-02-22,11.13
2021-02-23,10.92
2021-02-24,14.57
2021-02-25,14.509999
2021-02-26,12.99
2021-02-27,11.61
2021-02-28,10.99
2021-03-01,10.38
2021-03-02,11.61
2021-03-03,10.889999
2021-03-04,10.3
2021-03-05,10.62
2021-03-06,8.4
2021-03-07,6.87
2021-03-08,8.34
2021-03-09,8.0199995
2021-03-10,7.62
2021-03-11,7.75
2021-03-12,10.23
2021-03-13,12.509999
2021-03-14,12.389999
2021-03-15,7.5699997
2021-03-16,7.6299996
2021-03-17,7.2
2021-03-18,7.27
2021-03-19,6.94
2021-03-20,7.6499996
2021-03-21,7.31
2021-03-22,7.17
2021-03-23,6.99
2021-03-24,8.78
2021-03-25,9.69
2021-03-26,10.44
2021-03-27,11.219999
2021-03-28,14.07
2021-03-29,14.2
2021-03-30,16.13
2021-03-31,16.09
2021-04-01,16.92
2021-04-02,15.679999
2021-04-03,12.389999
2021-04-04,9.49
2021-04-05,9.42
2021-04-06,7.3399997
2021-04-07,6.24
2021-04-08,7.46
2021-04-09,9.12
2021-04-10,10.639999
2021-04-11,11.679999
2021-04-12,14.03
2021-04-13,11.32
2021-04-14,8.099999
2021-04-15,9.41
2021-04-16,10.95
2021-04-17,10.24
2021-04-18,10.74
2021-04-19,10.96
2021-04-20,11.12
2021-04-21,11.74
2021-04-22,11.37
2021-04-23,14.0199995
2021-04-24,14.65
2021-04-25,14.87
2021-04-26,14.53
2021-04-27,15.29
2021-04-28,15.17
2021-04-29,17.39
2021-04-30,19.01
2021-05-01,18.19
2021-05-02,19.17
2021-05-03,16.119999
2021-05-04,16.029999
2021-05-05,16.47
2021-05-06,17.039999
2021-05-07,17.27
2021-05-08,16.09
2021-05-09,17.81
2021-05-10,18.6
2021-05-11,20.01
2021-05-12,17.82
2021-05-13,14.61
2021-05-14,15.5199995
