time,ITH57
2021-01-01,1.8199999
2021-01-02,-1.22
2021-01-03,1.04
2021-01-04,1.61
2021-01-05,1.51
2021-01-06,0.78
2021-01-07,-1.65
2021-01-08,-0.78999996
2021-01-09,-3.03
2021-01-10,1.88
2021-01-11,5.5
2021-01-12,0.81
2021-01-13,-0.88
2021-01-14,2.26
2021-01-15,0.22999999
2021-01-16,3.56
2021-01-17,3.24
2021-01-18,3.4099998
2021-01-19,2.05
2021-01-20,1.61
2021-01-21,1.91
2021-01-22,2.24
2021-01-23,-1.63
2021-01-24,-1.92
2021-01-25,0.45999998
2021-01-26,0.65
2021-01-27,2.55
2021-01-28,2.1499999
2021-01-29,3.12
2021-01-30,1.16
2021-01-31,-0.38
2021-02-01,0.62
2021-02-02,1.5699999
2021-02-03,2.48
2021-02-04,3.22
2021-02-05,2.87
2021-02-06,2.7
2021-02-07,0.21
2021-02-08,-1.0
2021-02-09,-0.7
2021-02-10,-1.7199999
2021-02-11,-3.58
2021-02-12,-1.65
2021-02-13,-1.18
2021-02-14,1.67
2021-02-15,6.6099997
2021-02-16,7.99
2021-02-17,5.31
2021-02-18,5.64
2021-02-19,5.71
2021-02-20,8.0199995
2021-02-21,7.5299997
2021-02-22,5.17
2021-02-23,5.2599998
2021-02-24,8.42
2021-02-25,6.1299996
2021-02-26,4.6
2021-02-27,6.0099998
2021-02-28,6.1099997
2021-03-01,4.95
2021-03-02,3.02
2021-03-03,1.48
2021-03-04,3.01
2021-03-05,2.35
2021-03-06,1.89
2021-03-07,4.54
2021-03-08,6.5299997
2021-03-09,6.75
2021-03-10,6.49
2021-03-11,5.8199997
2021-03-12,4.33
2021-03-13,3.6299999
2021-03-14,5.04
2021-03-15,5.99
2021-03-16,8.88
2021-03-17,7.2
2021-03-18,8.63
2021-03-19,7.6
2021-03-20,7.79
2021-03-21,6.5
2021-03-22,5.92
2021-03-23,7.7999997
2021-03-24,6.68
2021-03-25,6.8799996
2021-03-26,6.79
2021-03-27,3.6799998
2021-03-28,8.15
2021-03-29,11.09
2021-03-30,10.58
2021-03-31,7.87
2021-04-01,4.93
2021-04-02,4.0299997
2021-04-03,5.73
2021-04-04,6.1
2021-04-05,1.43
2021-04-06,1.3
2021-04-07,1.51
2021-04-08,5.0499997
2021-04-09,3.36
2021-04-10,0.62
2021-04-11,1.11
2021-04-12,2.11
2021-04-13,2.6
2021-04-14,4.48
2021-04-15,4.64
2021-04-16,4.7999997
2021-04-17,5.38
2021-04-18,5.22
2021-04-19,9.41
2021-04-20,8.08
2021-04-21,6.21
2021-04-22,5.79
2021-04-23,7.0699997
2021-04-24,7.7
2021-04-25,5.7799997
2021-04-26,6.18
2021-04-27,6.25
2021-04-28,5.66
2021-04-29,3.6899998
2021-04-30,4.63
2021-05-01,3.98
2021-05-02,4.8399997
2021-05-03,4.39
2021-05-04,5.7799997
2021-05-05,5.85
2021-05-06,2.9299998
2021-05-07,5.0499997
2021-05-08,5.38
2021-05-09,8.929999
2021-05-10,10.309999
2021-05-11,10.92
2021-05-12,8.04
2021-05-13,6.94
2021-05-14,8.23
2021-05-15,7.72
2021-05-16,8.26
2021-05-17,9.44
2021-05-18,8.59
2021-05-19,8.38
2021-05-20,8.49
2021-05-21,8.73
2021-05-22,7.47
2021-05-23,6.18
2021-05-24,7.5499997
2021-05-25,8.349999
2021-05-26,9.49
2021-05-27,10.01
2021-05-28,9.22
2021-05-29,12.59
2021-05-30,11.5199995
2021-05-31,12.0199995
2021-06-01,13.219999
2021-06-02,13.13
2021-06-03,13.23
2021-06-04,12.889999
2021-06-05,12.34
2021-06-06,14.0199995
2021-06-07,13.2699995
2021-06-08,14.049999
2021-06-09,15.82
2021-06-10,16.24
2021-06-11,15.17
2021-06-12,13.25
2021-06-13,16.65
2021-06-14,13.65
2021-06-15,11.41
2021-06-16,14.38
2021-06-17,13.86
2021-06-18,10.55
2021-06-19,12.15
2021-06-20,12.849999
2021-06-21,11.86
2021-06-22,10.78
2021-06-23,13.5
2021-06-24,16.69
2021-06-25,11.73
2021-06-26,11.7
2021-06-27,13.67
2021-06-28,14.549999
2021-06-29,14.79
2021-06-30,13.349999
2021-07-01,12.5199995
2021-07-02,14.0
2021-07-03,14.61
2021-07-04,16.6
2021-07-05,14.49
2021-07-06,12.19
2021-07-07,15.12
2021-07-08,13.71
2021-07-09,14.9
2021-07-10,15.17
2021-07-11,16.39
2021-07-12,15.98
2021-07-13,15.71
2021-07-14,16.6
2021-07-15,16.279999
2021-07-16,17.71
2021-07-17,19.08
2021-07-18,17.48
2021-07-19,17.789999
2021-07-20,17.94
2021-07-21,18.73
2021-07-22,17.92
2021-07-23,17.8
2021-07-24,15.88
2021-07-25,14.66
2021-07-26,16.5
2021-07-27,16.18
2021-07-28,15.63
2021-07-29,15.37
2021-07-30,14.95
2021-07-31,14.07
2021-08-01,12.86
2021-08-02,11.059999
2021-08-03,12.55
2021-08-04,14.74
2021-08-05,14.929999
2021-08-06,15.17
2021-08-07,14.67
2021-08-08,14.969999
2021-08-09,14.45
2021-08-10,14.9
2021-08-11,14.29
2021-08-12,12.849999
2021-08-13,14.46
2021-08-14,14.23
2021-08-15,13.759999
2021-08-16,14.08
2021-08-17,15.79
2021-08-18,15.599999
2021-08-19,13.639999
2021-08-20,14.11
2021-08-21,15.7
2021-08-22,16.21
2021-08-23,15.63
2021-08-24,15.549999
2021-08-25,15.389999
2021-08-26,14.37
2021-08-27,13.15
2021-08-28,12.599999
2021-08-29,12.63
2021-08-30,13.07
2021-08-31,13.04
2021-09-01,12.84
2021-09-02,12.98
2021-09-03,11.9
2021-09-04,12.86
2021-09-05,13.62
2021-09-06,16.01
2021-09-07,17.83
2021-09-08,17.289999
2021-09-09,15.099999
2021-09-10,15.95
2021-09-11,15.91
2021-09-12,11.29
2021-09-13,12.33
2021-09-14,13.54
2021-09-15,13.73
2021-09-16,13.17
2021-09-17,14.57
2021-09-18,13.37
2021-09-19,13.84
