time,DEC06
2021-01-01,7.1075
2021-01-02,5.414166
2021-01-03,3.9875002
2021-01-04,4.8349996
2021-01-05,3.121667
2021-01-06,4.3458333
2021-01-07,5.824166
2021-01-08,5.633333
2021-01-09,3.9091666
2021-01-10,5.3858333
2021-01-11,4.4808335
2021-01-12,3.2875001
2021-01-13,3.4449997
2021-01-14,4.0225
2021-01-15,4.965833
2021-01-16,4.6608334
2021-01-17,6.212499
2021-01-18,6.3908334
2021-01-19,6.7199993
2021-01-20,12.38
2021-01-21,13.054999
2021-01-22,11.645
2021-01-23,11.315
2021-01-24,12.678333
2021-01-25,14.293332
2021-01-26,15.305833
2021-01-27,14.136668
2021-01-28,12.959999
2021-01-29,12.010833
2021-01-30,12.75
2021-01-31,13.381667
2021-02-01,13.263333
2021-02-02,14.564167
2021-02-03,15.234166
2021-02-04,11.499166
2021-02-05,9.6066675
2021-02-06,10.319166
2021-02-07,9.243332
2021-02-08,12.215833
2021-02-09,12.486667
2021-02-10,14.075
2021-02-11,14.794999
2021-02-12,12.888332
2021-02-13,13.545833
2021-02-14,13.541667
2021-02-15,14.6675005
2021-02-16,12.043334
2021-02-17,12.649166
2021-02-18,12.4141655
2021-02-19,12.462501
2021-02-20,12.770833
2021-02-21,9.0125
2021-02-22,9.276667
2021-02-23,10.879167
2021-02-24,12.752499
2021-02-25,11.827499
2021-02-26,13.8075
2021-02-27,13.165
2021-02-28,12.679999
2021-03-01,12.709167
2021-03-02,13.305835
2021-03-03,13.214999
2021-03-04,13.655833
2021-03-05,12.874166
2021-03-06,13.2925005
2021-03-07,12.287501
2021-03-08,10.506667
2021-03-09,11.614999
2021-03-10,11.361665
2021-03-11,11.879166
2021-03-12,12.53
2021-03-13,11.172501
2021-03-14,12.652499
2021-03-15,13.613334
2021-03-16,14.554999
2021-03-17,15.109168
2021-03-18,13.475834
2021-03-19,11.625833
2021-03-20,11.2825
2021-03-21,9.976666
2021-03-22,11.744166
2021-03-23,12.595
2021-03-24,13.174167
2021-03-25,12.451667
2021-03-26,12.566667
2021-03-27,15.396665
2021-03-28,16.561666
2021-03-29,16.697498
2021-03-30,17.289997
2021-03-31,20.040833
2021-04-01,16.783335
2021-04-02,14.839168
2021-04-03,15.108334
2021-04-04,15.990833
2021-04-05,16.298332
2021-04-06,16.6975
2021-04-07,16.810001
2021-04-08,15.889999
2021-04-09,15.975833
2021-04-10,15.599167
2021-04-11,16.035002
2021-04-12,15.198333
2021-04-13,16.518332
2021-04-14,16.665833
2021-04-15,16.314167
2021-04-16,15.909999
2021-04-17,15.236667
2021-04-18,15.775833
2021-04-19,16.882498
2021-04-20,14.925832
2021-04-21,14.2525
2021-04-22,16.906666
2021-04-23,16.457499
2021-04-24,17.0525
2021-04-25,15.802499
2021-04-26,16.306665
2021-04-27,16.374166
2021-04-28,14.668332
2021-04-29,12.935
2021-04-30,11.990833
2021-05-01,12.010833
2021-05-02,13.241666
2021-05-03,15.114166
2021-05-04,16.642498
2021-05-05,17.175
2021-05-06,17.948334
2021-05-07,18.530832
2021-05-08,18.205833
2021-05-09,14.086666
2021-05-10,12.135834
2021-05-11,13.279167
2021-05-12,15.515834
2021-05-13,15.244166
2021-05-14,16.814167
2021-05-15,18.115833
2021-05-16,18.661667
2021-05-17,19.163332
2021-05-18,18.403334
2021-05-19,19.995
2021-05-20,21.6325
2021-05-21,19.1375
2021-05-22,16.353333
2021-05-23,15.3966675
2021-05-24,15.986667
2021-05-25,18.801668
2021-05-26,20.630001
2021-05-27,19.186666
2021-05-28,21.0925
2021-05-29,22.401667
