time,FRK21
2021-01-01,1.2088889
2021-01-02,-1.8766665
2021-01-03,0.8322222
2021-01-04,2.5444446
2021-01-05,4.024444
2021-01-06,-0.3144444
2021-01-07,1.6611111
2021-01-08,-1.2411112
2021-01-09,-3.34
2021-01-10,-4.962222
2021-01-11,-3.5311112
2021-01-12,-3.3033333
2021-01-13,-2.7177777
2021-01-14,-6.5600004
2021-01-15,-8.156666
2021-01-16,-11.205555
2021-01-17,-12.997777
2021-01-18,-11.745555
2021-01-19,-11.389998
2021-01-20,-5.2499995
2021-01-21,-0.93
2021-01-22,-0.50111115
2021-01-23,1.8722223
2021-01-24,2.9644442
2021-01-25,0.49666664
2021-01-26,-2.9433334
2021-01-27,-5.4522223
2021-01-28,-6.337777
2021-01-29,-3.272222
2021-01-30,1.4855555
2021-01-31,0.29888883
2021-02-01,1.8955555
2021-02-02,1.231111
2021-02-03,1.9344444
2021-02-04,4.538889
2021-02-05,2.9322221
2021-02-06,3.3444445
2021-02-07,4.208889
2021-02-08,5.21
2021-02-09,5.925555
2021-02-10,5.243334
2021-02-11,4.394444
2021-02-12,-7.7688885
2021-02-13,-12.018888
2021-02-14,-9.827778
2021-02-15,-5.948889
2021-02-16,-6.9211106
2021-02-17,-6.1244445
2021-02-18,-1.7322222
2021-02-19,-3.3266666
2021-02-20,-0.74888885
2021-02-21,0.97111106
2021-02-22,2.6266665
2021-02-23,3.221111
2021-02-24,1.7899998
2021-02-25,4.5477777
2021-02-26,7.235555
2021-02-27,5.5188885
2021-02-28,2.7155554
2021-03-01,1.6788889
2021-03-02,3.35
2021-03-03,4.1133327
2021-03-04,3.1444445
2021-03-05,3.7577777
2021-03-06,1.4077777
2021-03-07,-4.113333
2021-03-08,-2.483333
2021-03-09,-2.3588889
2021-03-10,-1.9155555
2021-03-11,-2.0866666
2021-03-12,-0.060000047
2021-03-13,2.41
2021-03-14,3.7866664
2021-03-15,3.1477778
2021-03-16,0.8088888
2021-03-17,0.062222216
2021-03-18,-0.52888894
2021-03-19,0.25000003
2021-03-20,-2.1933334
2021-03-21,-2.5522223
2021-03-22,-1.351111
2021-03-23,-2.372222
2021-03-24,-3.4555557
2021-03-25,-2.11
2021-03-26,0.7588889
2021-03-27,3.9866667
2021-03-28,4.736666
2021-03-29,1.6633334
2021-03-30,2.8422222
2021-03-31,4.0944443
2021-04-01,8.258889
2021-04-02,7.461111
2021-04-03,5.2777777
2021-04-04,2.202222
2021-04-05,1.7522222
2021-04-06,2.6955554
2021-04-07,1.0755556
2021-04-08,-1.2199999
2021-04-09,-0.28777778
2021-04-10,3.1366665
2021-04-11,6.325556
2021-04-12,7.9222226
2021-04-13,9.494444
2021-04-14,5.496667
2021-04-15,2.5688887
2021-04-16,1.3177779
2021-04-17,2.6444445
2021-04-18,5.421111
2021-04-19,6.011111
2021-04-20,5.657778
2021-04-21,6.4555554
2021-04-22,6.17
2021-04-23,6.5344443
2021-04-24,4.6433334
2021-04-25,5.8333335
2021-04-26,5.321111
2021-04-27,6.1011105
2021-04-28,6.2411113
2021-04-29,9.25111
2021-04-30,12.048888
2021-05-01,13.444444
2021-05-02,15.804443
2021-05-03,12.215555
2021-05-04,7.491111
2021-05-05,11.274444
2021-05-06,10.135555
2021-05-07,10.205555
2021-05-08,9.593333
2021-05-09,6.037778
2021-05-10,10.849999
2021-05-11,12.43111
2021-05-12,12.688889
2021-05-13,11.287777
2021-05-14,11.672222
2021-05-15,11.945556
2021-05-16,12.169999
2021-05-17,12.107777
2021-05-18,10.502223
2021-05-19,11.208889
2021-05-20,9.872222
2021-05-21,10.582222
2021-05-22,11.43111
2021-05-23,14.605556
2021-05-24,12.938889
2021-05-25,15.291111
2021-05-26,15.328888
2021-05-27,14.672222
2021-05-28,13.96111
2021-05-29,13.755555
2021-05-30,12.32
2021-05-31,9.898889
2021-06-01,7.456667
2021-06-02,9.67
2021-06-03,10.5611105
2021-06-04,11.158888
