time,FRF33
2021-01-01,-1.255
2021-01-02,0.44
2021-01-03,1.74
2021-01-04,2.71
2021-01-05,1.63
2021-01-06,0.78499997
2021-01-07,0.0050000027
2021-01-08,0.485
2021-01-09,-1.4549999
2021-01-10,-1.2149999
2021-01-11,-2.8649998
2021-01-12,-2.65
2021-01-13,-0.72499996
2021-01-14,-1.15
2021-01-15,-3.4499998
2021-01-16,-5.59
2021-01-17,-8.58
2021-01-18,-12.35
2021-01-19,-3.855
2021-01-20,2.995
2021-01-21,3.085
2021-01-22,4.685
2021-01-23,5.5249996
2021-01-24,2.3999999
2021-01-25,-0.225
2021-01-26,-0.85
2021-01-27,-1.5999999
2021-01-28,-2.505
2021-01-29,-1.075
2021-01-30,-0.285
2021-01-31,-6.045
2021-02-01,-7.5
2021-02-02,-2.495
2021-02-03,4.645
2021-02-04,3.8999996
2021-02-05,-0.014999997
2021-02-06,-1.97
2021-02-07,-5.48
2021-02-08,-7.51
2021-02-09,-8.055
2021-02-10,-5.51
2021-02-11,-9.045
2021-02-12,-11.84
2021-02-13,-7.7149997
2021-02-14,-4.7
2021-02-15,-5.8099995
2021-02-16,-6.125
2021-02-17,0.21499999
2021-02-18,1.89
2021-02-19,1.265
2021-02-20,3.6499999
2021-02-21,3.1349998
2021-02-22,5.0299997
2021-02-23,4.5249996
2021-02-24,8.875
2021-02-25,9.295
2021-02-26,9.205
2021-02-27,5.3599997
2021-02-28,4.3999996
2021-03-01,4.015
2021-03-02,5.045
2021-03-03,6.6
2021-03-04,5.98
2021-03-05,2.21
2021-03-06,-0.565
2021-03-07,0.905
2021-03-08,0.10999999
2021-03-09,-2.195
2021-03-10,-1.9099998
2021-03-11,-1.26
2021-03-12,5.4449997
2021-03-13,5.595
2021-03-14,6.9249997
2021-03-15,3.8049998
2021-03-16,1.44
2021-03-17,3.185
2021-03-18,1.4449999
2021-03-19,-1.26
2021-03-20,-2.605
2021-03-21,-3.705
2021-03-22,1.0
2021-03-23,2.53
2021-03-24,9.855
2021-03-25,6.115
2021-03-26,7.5249996
2021-03-27,13.094999
2021-03-28,5.39
2021-03-29,6.4649997
2021-03-30,12.705
2021-03-31,13.08
2021-04-01,14.055
2021-04-02,8.71
2021-04-03,3.9249997
2021-04-04,2.9699998
2021-04-05,5.645
2021-04-06,7.73
2021-04-07,6.1949997
2021-04-08,1.52
2021-04-09,4.455
2021-04-10,9.949999
2021-04-11,9.155
2021-04-12,8.82
2021-04-13,3.09
2021-04-14,2.4499998
2021-04-15,1.73
2021-04-16,2.055
2021-04-17,3.395
2021-04-18,6.555
2021-04-19,7.835
2021-04-20,8.075
2021-04-21,9.795
2021-04-22,7.2799997
2021-04-23,4.35
2021-04-24,7.205
2021-04-25,5.785
2021-04-26,2.99
2021-04-27,4.06
2021-04-28,8.03
2021-04-29,10.465
2021-04-30,13.785
2021-05-01,10.26
2021-05-02,8.98
2021-05-03,7.2299995
2021-05-04,9.129999
2021-05-05,12.455
2021-05-06,7.665
2021-05-07,9.360001
2021-05-08,7.58
2021-05-09,11.75
2021-05-10,16.189999
2021-05-11,20.21
2021-05-12,18.64
2021-05-13,17.455
2021-05-14,13.08
2021-05-15,13.25
2021-05-16,12.929999
2021-05-17,11.03
2021-05-18,12.005
2021-05-19,10.855
2021-05-20,12.91
2021-05-21,11.974999
2021-05-22,11.74
2021-05-23,11.039999
2021-05-24,11.545
2021-05-25,13.379999
2021-05-26,11.965
2021-05-27,13.924999
2021-05-28,11.26
2021-05-29,11.344999
2021-05-30,11.860001
2021-05-31,12.684999
2021-06-01,10.764999
2021-06-02,13.065
2021-06-03,13.684999
2021-06-04,15.674999
2021-06-05,18.119999
2021-06-06,16.5
2021-06-07,17.125
2021-06-08,17.66
2021-06-09,17.515
2021-06-10,16.17
2021-06-11,16.619999
2021-06-12,17.805
2021-06-13,13.855
2021-06-14,14.605
2021-06-15,15.764999
2021-06-16,18.81
2021-06-17,20.625
2021-06-18,21.814999
2021-06-19,22.575
2021-06-20,23.21
2021-06-21,24.685
2021-06-22,23.59
2021-06-23,22.335
2021-06-24,24.48
2021-06-25,18.949999
2021-06-26,18.82
2021-06-27,18.794998
2021-06-28,19.765
2021-06-29,20.58
2021-06-30,20.68
2021-07-01,18.625
2021-07-02,18.335
2021-07-03,18.505001
2021-07-04,18.45
2021-07-05,19.545
2021-07-06,21.485
2021-07-07,23.425
2021-07-08,23.454998
2021-07-09,24.035
2021-07-10,18.765
2021-07-11,19.849998
2021-07-12,19.5
2021-07-13,22.3
2021-07-14,24.675
2021-07-15,21.869999
2021-07-16,22.239998
2021-07-17,22.720001
2021-07-18,22.22
2021-07-19,21.215
2021-07-20,17.83
2021-07-21,17.695
2021-07-22,17.735
2021-07-23,18.505
2021-07-24,20.005
2021-07-25,20.645
2021-07-26,22.614998
2021-07-27,23.265
2021-07-28,23.3
2021-07-29,22.09
2021-07-30,20.914999
2021-07-31,20.439999
2021-08-01,18.64
2021-08-02,17.3
2021-08-03,17.33
2021-08-04,17.5
2021-08-05,16.474998
2021-08-06,16.189999
2021-08-07,17.945
2021-08-08,20.0
2021-08-09,19.31
2021-08-10,20.395
2021-08-11,19.164999
2021-08-12,17.645
2021-08-13,18.985
2021-08-14,22.835
2021-08-15,23.07
2021-08-16,23.279999
2021-08-17,17.654999
2021-08-18,15.235
2021-08-19,16.759998
2021-08-20,18.75
2021-08-21,17.955
2021-08-22,18.05
2021-08-23,18.275
2021-08-24,14.82
2021-08-25,12.48
2021-08-26,12.605
2021-08-27,12.959999
2021-08-28,12.664999
2021-08-29,13.11
2021-08-30,13.0
2021-08-31,14.125
2021-09-01,14.855
2021-09-02,15.0
2021-09-03,15.37
2021-09-04,14.885
2021-09-05,12.77
2021-09-06,12.004999
2021-09-07,14.764999
2021-09-08,16.195
2021-09-09,16.33
2021-09-10,16.31
2021-09-11,16.75
2021-09-12,17.724998
2021-09-13,17.935001
2021-09-14,16.71
2021-09-15,17.04
2021-09-16,18.735
2021-09-17,15.525
2021-09-18,12.635
2021-09-19,9.82
2021-09-20,9.815
2021-09-21,8.715
2021-09-22,9.655
2021-09-23,12.24
2021-09-24,13.940001
2021-09-25,15.219999
2021-09-26,16.395
2021-09-27,15.885
2021-09-28,12.965
2021-09-29,10.455
2021-09-30,11.514999
2021-10-01,9.440001
2021-10-02,12.795
2021-10-03,13.094999
2021-10-04,14.905
2021-10-05,16.765
2021-10-06,14.285
2021-10-07,12.27
2021-10-08,7.67
2021-10-09,6.285
2021-10-10,5.25
2021-10-11,5.88
2021-10-12,8.01
2021-10-13,5.665
2021-10-14,6.38
2021-10-15,9.44
2021-10-16,7.6749997
2021-10-17,6.2349997
2021-10-18,6.6549997
2021-10-19,9.98
2021-10-20,14.07
2021-10-21,12.789999
2021-10-22,9.459999
2021-10-23,6.115
2021-10-24,5.015
2021-10-25,6.125
2021-10-26,5.96
2021-10-27,8.594999
2021-10-28,8.629999
2021-10-29,8.62
2021-10-30,10.11
2021-10-31,10.75
2021-11-01,8.75
2021-11-02,7.715
2021-11-03,8.45
2021-11-04,11.615
2021-11-05,6.785
2021-11-06,6.7749996
2021-11-07,5.1899996
2021-11-08,5.97
2021-11-09,5.5
2021-11-10,5.85
2021-11-11,5.265
2021-11-12,2.1999998
2021-11-13,4.01
2021-11-14,2.71
2021-11-15,4.59
2021-11-16,5.2299995
2021-11-17,2.625
2021-11-18,5.64
2021-11-19,7.21
2021-11-20,9.4
2021-11-21,7.785
2021-11-22,4.395
2021-11-23,1.4449999
2021-11-24,3.1349998
2021-11-25,1.275
2021-11-26,2.0549998
2021-11-27,1.5
2021-11-28,0.7
2021-11-29,0.755
2021-11-30,0.52
2021-12-01,2.745
2021-12-02,4.62
2021-12-03,0.2
2021-12-04,-0.57
2021-12-05,0.71
2021-12-06,0.42499998
2021-12-07,-1.47
2021-12-08,-3.0549998
2021-12-09,-2.545
2021-12-10,-1.44
2021-12-11,-1.905
2021-12-12,-2.3649998
2021-12-13,-3.9299998
2021-12-14,0.16499999
2021-12-15,2.565
2021-12-16,5.2699995
2021-12-17,4.27
2021-12-18,2.38
2021-12-19,3.92
2021-12-20,1.255
2021-12-21,-3.6999998
2021-12-22,-5.365
2021-12-23,-5.765
2021-12-24,1.965
2021-12-25,-1.1099999
2021-12-26,-8.8949995
2021-12-27,-9.789999
2021-12-28,-4.8949995
2021-12-29,-1.2049999
2021-12-30,2.94
2021-12-31,7.8099995
