time,MK004
2021-01-01,2.0325
2021-01-02,-0.53749996
2021-01-03,1.2825
2021-01-04,2.1
2021-01-05,2.675
2021-01-06,1.21
2021-01-07,-1.1125
2021-01-08,-0.06
2021-01-09,-1.9875
2021-01-10,1.7549999
2021-01-11,5.71
2021-01-12,2.4225
2021-01-13,1.6175001
2021-01-14,4.4725
2021-01-15,1.9824998
2021-01-16,5.2075
2021-01-17,4.6049995
2021-01-18,4.6675
2021-01-19,4.265
2021-01-20,2.8175
2021-01-21,2.51
2021-01-22,2.2949998
2021-01-23,-1.175
2021-01-24,-1.2524999
2021-01-25,0.7575
2021-01-26,1.605
2021-01-27,3.8375
2021-01-28,3.9524999
2021-01-29,4.1625
2021-01-30,2.1575
2021-01-31,0.30249998
2021-02-01,1.2475
2021-02-02,1.9649999
2021-02-03,4.2999997
2021-02-04,4.5475
2021-02-05,3.7
2021-02-06,3.1825
2021-02-07,0.8325
2021-02-08,-0.36249998
2021-02-09,-0.1225
2021-02-10,-0.9425
2021-02-11,-1.2874999
2021-02-12,-0.66499996
2021-02-13,0.047500007
2021-02-14,2.9775
2021-02-15,7.1324997
2021-02-16,8.0875
2021-02-17,5.6025
2021-02-18,5.77
2021-02-19,5.5775
2021-02-20,8.587501
2021-02-21,7.655
2021-02-22,5.8175
2021-02-23,6.25
2021-02-24,9.245
2021-02-25,6.1324997
2021-02-26,4.5025
2021-02-27,6.7499995
2021-02-28,5.7525
2021-03-01,4.6875
2021-03-02,3.4499998
2021-03-03,1.885
2021-03-04,3.135
2021-03-05,2.6374998
2021-03-06,2.4499998
2021-03-07,4.4874997
2021-03-08,6.38
2021-03-09,7.0474997
2021-03-10,6.8849998
2021-03-11,5.9275
2021-03-12,4.475
2021-03-13,3.6425
2021-03-14,5.4275
2021-03-15,6.83
2021-03-16,9.304999
2021-03-17,6.7874994
2021-03-18,8.202499
2021-03-19,8.255
2021-03-20,8.317499
2021-03-21,7.2749996
2021-03-22,6.3799996
2021-03-23,7.78
2021-03-24,6.6775
2021-03-25,7.5024996
2021-03-26,6.1724997
2021-03-27,4.035
2021-03-28,8.3225
2021-03-29,11.004999
2021-03-30,10.865
2021-03-31,8.4475
2021-04-01,5.6925
2021-04-02,5.2175
2021-04-03,5.8574996
2021-04-04,5.9325
2021-04-05,2.385
2021-04-06,1.675
2021-04-07,2.2525
2021-04-08,5.6574993
2021-04-09,3.8899999
2021-04-10,1.185
2021-04-11,1.325
2021-04-12,2.4775
2021-04-13,3.9650002
2021-04-14,5.125
2021-04-15,5.4799995
2021-04-16,5.5750003
2021-04-17,6.2474995
2021-04-18,6.355
2021-04-19,8.934999
2021-04-20,8.307499
2021-04-21,7.3424997
2021-04-22,6.5074997
2021-04-23,7.57
2021-04-24,8.674999
2021-04-25,6.7249994
2021-04-26,6.5575
2021-04-27,6.9125
2021-04-28,6.0224996
2021-04-29,4.5175
2021-04-30,5.08
2021-05-01,4.4375
2021-05-02,5.35
2021-05-03,5.7124996
2021-05-04,6.31
2021-05-05,5.7925
2021-05-06,3.5974998
2021-05-07,5.4449997
2021-05-08,6.3725
2021-05-09,9.33
2021-05-10,10.5625
2021-05-11,10.5475
2021-05-12,8.3375
2021-05-13,7.555
2021-05-14,8.4925
2021-05-15,8.605
2021-05-16,9.4825
2021-05-17,9.450001
2021-05-18,8.809999
2021-05-19,8.502501
2021-05-20,8.385
2021-05-21,9.41
2021-05-22,7.1324997
2021-05-23,6.7249994
2021-05-24,7.8
2021-05-25,8.72
2021-05-26,9.545
2021-05-27,10.27
2021-05-28,10.3075
2021-05-29,13.9175
2021-05-30,13.334999
2021-05-31,13.102499
2021-06-01,13.985
2021-06-02,13.555
2021-06-03,13.705
2021-06-04,12.7675
2021-06-05,12.3925
2021-06-06,13.6075
2021-06-07,13.0075
2021-06-08,13.942499
2021-06-09,15.587501
2021-06-10,16.095
2021-06-11,14.654999
2021-06-12,13.357499
2021-06-13,16.2925
2021-06-14,13.4975
2021-06-15,11.655001
2021-06-16,14.075
2021-06-17,13.1725
2021-06-18,10.602499
2021-06-19,12.0975
2021-06-20,13.182499
2021-06-21,11.985
2021-06-22,10.835
2021-06-23,13.162499
2021-06-24,15.335
2021-06-25,11.2725
2021-06-26,11.63
2021-06-27,13.88
2021-06-28,14.610001
2021-06-29,15.074999
2021-06-30,13.594999
2021-07-01,12.834999
2021-07-02,13.692499
2021-07-03,15.0925
2021-07-04,16.1325
2021-07-05,14.37
2021-07-06,12.475
2021-07-07,14.6425
2021-07-08,13.907499
2021-07-09,15.0875
2021-07-10,15.05
2021-07-11,16.1175
2021-07-12,15.922501
2021-07-13,15.9574995
2021-07-14,16.0625
2021-07-15,16.685
2021-07-16,17.91
2021-07-17,19.039999
2021-07-18,17.77
2021-07-19,17.742498
2021-07-20,18.5875
2021-07-21,18.785
2021-07-22,19.1775
2021-07-23,18.555
2021-07-24,16.415
2021-07-25,15.3175
2021-07-26,15.717501
2021-07-27,15.9825
2021-07-28,14.7925
2021-07-29,14.507501
2021-07-30,14.744999
2021-07-31,14.1275
2021-08-01,13.04
2021-08-02,11.3825
2021-08-03,13.0675
2021-08-04,15.004999
2021-08-05,14.977499
2021-08-06,15.105
2021-08-07,14.559999
2021-08-08,14.809999
2021-08-09,14.34
2021-08-10,14.65
2021-08-11,14.885
2021-08-12,13.155
2021-08-13,14.549999
2021-08-14,14.315001
2021-08-15,13.987499
2021-08-16,13.577499
2021-08-17,15.03
2021-08-18,14.8925
2021-08-19,13.969999
2021-08-20,14.735
2021-08-21,15.9375
2021-08-22,16.4025
2021-08-23,15.634999
2021-08-24,15.785
2021-08-25,15.849999
2021-08-26,14.9725
2021-08-27,13.772499
2021-08-28,12.759999
2021-08-29,12.66
2021-08-30,13.5824995
2021-08-31,13.01
2021-09-01,13.182499
2021-09-02,12.6475
2021-09-03,12.537499
2021-09-04,13.559999
2021-09-05,14.57
2021-09-06,16.617498
2021-09-07,18.1175
2021-09-08,18.015
2021-09-09,15.91
2021-09-10,15.7125
2021-09-11,15.497499
2021-09-12,11.8975
2021-09-13,12.5925
2021-09-14,13.885
2021-09-15,14.105
2021-09-16,13.1325
2021-09-17,14.9325
2021-09-18,13.139999
2021-09-19,13.345
2021-09-20,10.8025
2021-09-21,13.285
2021-09-22,15.2725
2021-09-23,13.775
2021-09-24,14.945
2021-09-25,15.64
2021-09-26,15.7225
2021-09-27,11.369999
2021-09-28,9.835
2021-09-29,8.559999
2021-09-30,9.5475
2021-10-01,10.7225
2021-10-02,8.9475
2021-10-03,8.945
2021-10-04,10.305
2021-10-05,7.9474993
2021-10-06,9.7675
2021-10-07,13.725
2021-10-08,15.567499
2021-10-09,14.084999
2021-10-10,10.102499
2021-10-11,10.3825
2021-10-12,10.7325
2021-10-13,11.73
2021-10-14,11.66
2021-10-15,7.8199997
2021-10-16,8.105
2021-10-17,11.872499
2021-10-18,13.45
2021-10-19,13.709999
2021-10-20,10.372499
2021-10-21,6.5599995
2021-10-22,8.815
2021-10-23,9.195
2021-10-24,12.7725
2021-10-25,10.375
2021-10-26,9.839999
2021-10-27,13.775
2021-10-28,12.334999
2021-10-29,9.755
2021-10-30,8.4275
2021-10-31,6.7225
2021-11-01,7.5099993
