time,CH040
2021-01-01,4.7966666
2021-01-02,5.193333
2021-01-03,6.8566666
2021-01-04,5.6800003
2021-01-05,5.8033333
2021-01-06,5.7766666
2021-01-07,5.67
2021-01-08,3.2666667
2021-01-09,0.75666666
2021-01-10,0.4433333
2021-01-11,0.54
2021-01-12,0.56666666
2021-01-13,-0.106666654
2021-01-14,-3.3966665
2021-01-15,-2.67
2021-01-16,-4.6566663
2021-01-17,-5.76
2021-01-18,-4.4133334
2021-01-19,-2.6766665
2021-01-20,-0.05
2021-01-21,4.0899997
2021-01-22,6.136667
2021-01-23,6.8799996
2021-01-24,6.5733333
2021-01-25,5.06
2021-01-26,-0.27666664
2021-01-27,-1.41
2021-01-28,0.5366667
2021-01-29,3.1266663
2021-01-30,6.58
2021-01-31,5.373333
2021-02-01,7.853333
2021-02-02,7.7999997
2021-02-03,9.386666
2021-02-04,9.009999
2021-02-05,9.15
2021-02-06,9.506667
2021-02-07,8.886666
2021-02-08,9.096667
2021-02-09,7.373333
2021-02-10,7.4799995
2021-02-11,8.976666
2021-02-12,-4.813333
2021-02-13,-7.386667
2021-02-14,-8.78
2021-02-15,-4.5499997
2021-02-16,-4.48
2021-02-17,-0.8366666
2021-02-18,3.8400002
2021-02-19,3.3666668
2021-02-20,3.6333332
2021-02-21,5.113333
2021-02-22,6.1299996
2021-02-23,8.48
2021-02-24,7.273333
2021-02-25,8.636666
2021-02-26,10.626666
2021-02-27,7.3799996
2021-02-28,4.943333
2021-03-01,3.9133332
2021-03-02,5.5066667
2021-03-03,7.066666
2021-03-04,7.733333
2021-03-05,6.023333
2021-03-06,2.9399998
2021-03-07,2.0633333
2021-03-08,3.9099998
2021-03-09,2.8033333
2021-03-10,1.1166667
2021-03-11,2.33
2021-03-12,3.33
2021-03-13,6.77
2021-03-14,6.8399997
2021-03-15,4.1966667
2021-03-16,1.4399999
2021-03-17,1.9433333
2021-03-18,1.2933333
2021-03-19,1.6266667
2021-03-20,0.8866666
2021-03-21,1.9133333
2021-03-22,-0.0033333201
2021-03-23,-0.47333336
2021-03-24,1.4166666
2021-03-25,1.5733334
2021-03-26,2.92
2021-03-27,5.0766664
2021-03-28,7.0933337
2021-03-29,7.726667
2021-03-30,7.433333
2021-03-31,8.11
2021-04-01,10.33
2021-04-02,10.206666
2021-04-03,10.63
2021-04-04,4.043333
2021-04-05,5.9733334
2021-04-06,7.44
2021-04-07,2.3933334
2021-04-08,2.3666666
2021-04-09,3.12
2021-04-10,5.5699997
2021-04-11,8.33
2021-04-12,12.823334
2021-04-13,11.446666
2021-04-14,4.6466665
2021-04-15,4.8933334
2021-04-16,4.94
2021-04-17,4.16
2021-04-18,5.6200004
2021-04-19,5.5099998
2021-04-20,7.306667
2021-04-21,8.866666
2021-04-22,8.5
