time,DEB36
2021-01-01,9.157499
2021-01-02,11.039999
2021-01-03,9.297501
2021-01-04,7.86
2021-01-05,6.6849995
2021-01-06,7.9249997
2021-01-07,4.975
2021-01-08,7.7075
2021-01-09,7.605
2021-01-10,8.06
2021-01-11,5.95
2021-01-12,6.7174997
2021-01-13,6.8374996
2021-01-14,7.4075
2021-01-15,7.4075
2021-01-16,5.7475
2021-01-17,2.7224998
2021-01-18,5.5575
2021-01-19,5.585
2021-01-20,8.075
2021-01-21,13.1875
2021-01-22,13.922501
2021-01-23,12.094999
2021-01-24,10.88
2021-01-25,7.6625
2021-01-26,7.1124997
2021-01-27,4.9049997
2021-01-28,6.1475
2021-01-29,10.0825
2021-01-30,10.65
2021-01-31,10.897499
2021-02-01,10.0475
2021-02-02,11.34
2021-02-03,11.05
2021-02-04,14.0125
2021-02-05,13.44
2021-02-06,12.349999
2021-02-07,13.424999
2021-02-08,10.842501
2021-02-09,12.2275
2021-02-10,11.9625
2021-02-11,11.119999
2021-02-12,8.02
2021-02-13,4.8675
2021-02-14,2.79
2021-02-15,4.5325
2021-02-16,3.77
2021-02-17,8.5525
2021-02-18,8.942499
2021-02-19,8.664999
2021-02-20,11.6475
2021-02-21,10.192499
2021-02-22,11.57
2021-02-23,11.2925
2021-02-24,12.6325
2021-02-25,12.675
2021-02-26,11.4725
2021-02-27,10.805
2021-02-28,9.744999
2021-03-01,8.7675
2021-03-02,9.74
2021-03-03,10.31
2021-03-04,8.7
2021-03-05,8.914999
2021-03-06,7.9474998
2021-03-07,7.4199996
2021-03-08,9.8025
2021-03-09,10.0425
2021-03-10,9.3425
2021-03-11,8.42
2021-03-12,11.3975
2021-03-13,12.497499
2021-03-14,10.2575
2021-03-15,8.76
2021-03-16,8.2225
2021-03-17,6.5225
2021-03-18,6.8824997
2021-03-19,6.035
2021-03-20,7.1324997
2021-03-21,7.935
2021-03-22,8.1375
2021-03-23,8.3825
2021-03-24,7.9449997
2021-03-25,9.535
2021-03-26,10.275
2021-03-27,11.285
2021-03-28,12.535
2021-03-29,12.215
2021-03-30,13.8575
2021-03-31,15.07
2021-04-01,16.3325
2021-04-02,15.1875
2021-04-03,14.1275
2021-04-04,11.869999
2021-04-05,9.804999
2021-04-06,9.914999
2021-04-07,8.0625
2021-04-08,6.915
2021-04-09,8.26
2021-04-10,9.5525
2021-04-11,12.5525
2021-04-12,11.51
2021-04-13,10.8925
2021-04-14,8.695
2021-04-15,9.985
2021-04-16,9.817499
2021-04-17,10.5175
2021-04-18,10.7325
2021-04-19,9.8025
2021-04-20,10.405001
2021-04-21,11.1275
2021-04-22,12.0824995
2021-04-23,13.115
2021-04-24,13.86
2021-04-25,13.9
2021-04-26,13.905
2021-04-27,15.0125
2021-04-28,16.494999
2021-04-29,16.4875
2021-04-30,18.477499
2021-05-01,16.5925
2021-05-02,16.4
2021-05-03,13.5475
2021-05-04,13.077499
2021-05-05,14.84
2021-05-06,15.54
2021-05-07,16.664999
2021-05-08,15.532499
2021-05-09,16.47
2021-05-10,18.74
2021-05-11,18.52
2021-05-12,16.4275
2021-05-13,15.46
2021-05-14,13.974999
2021-05-15,14.0575
2021-05-16,16.4175
2021-05-17,18.2675
2021-05-18,14.5975
2021-05-19,16.65
2021-05-20,15.434999
2021-05-21,15.66
2021-05-22,16.4975
2021-05-23,19.5125
2021-05-24,21.67
2021-05-25,18.294998
2021-05-26,16.8575
2021-05-27,17.5975
2021-05-28,17.025
2021-05-29,17.4325
2021-05-30,17.58
2021-05-31,17.6225
2021-06-01,17.0525
2021-06-02,18.29
2021-06-03,20.002499
2021-06-04,20.617498
2021-06-05,20.627499
2021-06-06,20.52
2021-06-07,19.8375
2021-06-08,18.682499
2021-06-09,20.252499
2021-06-10,21.1125
2021-06-11,20.782501
2021-06-12,21.2225
2021-06-13,20.6675
2021-06-14,22.494999
2021-06-15,22.1975
2021-06-16,19.9725
2021-06-17,22.617498
2021-06-18,23.0825
2021-06-19,22.919998
2021-06-20,24.2375
2021-06-21,26.07
2021-06-22,24.7925
2021-06-23,25.5225
2021-06-24,24.904999
2021-06-25,24.7625
2021-06-26,23.244999
2021-06-27,24.2575
2021-06-28,25.4875
2021-06-29,24.945
2021-06-30,24.04
2021-07-01,22.5125
2021-07-02,22.734999
2021-07-03,23.747498
2021-07-04,22.82
2021-07-05,24.515
2021-07-06,23.9125
2021-07-07,25.932499
2021-07-08,26.9375
2021-07-09,25.89
2021-07-10,23.365
2021-07-11,23.6225
2021-07-12,23.84
