time,FRF23
2021-01-01,-0.45666662
2021-01-02,0.53666663
2021-01-03,2.9666665
2021-01-04,3.0
2021-01-05,1.6033331
2021-01-06,0.67
2021-01-07,0.71000004
2021-01-08,1.02
2021-01-09,-0.49
2021-01-10,-0.59999996
2021-01-11,-1.7466666
2021-01-12,-1.5366665
2021-01-13,-0.32666662
2021-01-14,-0.51
2021-01-15,-2.9099998
2021-01-16,-4.213333
2021-01-17,-9.973332
2021-01-18,-11.523334
2021-01-19,-1.4133333
2021-01-20,4.16
2021-01-21,5.18
2021-01-22,6.56
2021-01-23,7.2166657
2021-01-24,2.09
2021-01-25,-0.17333333
2021-01-26,-0.35999998
2021-01-27,-0.89000005
2021-01-28,-1.5233332
2021-01-29,-0.11333334
2021-01-30,0.24000001
2021-01-31,-6.2433333
2021-02-01,-7.4366665
2021-02-02,-1.1999999
2021-02-03,4.7999997
2021-02-04,4.88
2021-02-05,0.89333326
2021-02-06,-0.89000005
2021-02-07,-4.7433333
2021-02-08,-7.0866666
2021-02-09,-8.599999
2021-02-10,-6.9233336
2021-02-11,-8.643333
2021-02-12,-10.686666
2021-02-13,-6.7466664
2021-02-14,-5.443333
2021-02-15,-9.239999
2021-02-16,-4.4166665
2021-02-17,1.41
2021-02-18,3.33
2021-02-19,2.0733335
2021-02-20,1.9266666
2021-02-21,2.9566667
2021-02-22,5.0099998
2021-02-23,4.36
2021-02-24,9.16
2021-02-25,9.909999
2021-02-26,9.156667
2021-02-27,5.0899997
2021-02-28,4.9533334
2021-03-01,3.3633335
2021-03-02,5.1699996
2021-03-03,7.506666
2021-03-04,6.383333
2021-03-05,2.6799996
2021-03-06,0.57
2021-03-07,1.7233334
2021-03-08,0.5833333
2021-03-09,-1.06
2021-03-10,-0.8666666
2021-03-11,0.63666666
2021-03-12,6.236666
2021-03-13,7.0899997
2021-03-14,6.806667
2021-03-15,4.66
2021-03-16,2.1866665
2021-03-17,3.1299999
2021-03-18,1.4966666
2021-03-19,0.2333333
2021-03-20,-2.22
2021-03-21,-1.8866667
2021-03-22,1.4699999
2021-03-23,2.6533334
2021-03-24,6.49
2021-03-25,7.156667
2021-03-26,9.2
2021-03-27,11.6033325
2021-03-28,5.7000003
2021-03-29,8.41
