time,SI031
2021-04-08,6.2599998
2021-04-09,7.23
2021-04-10,6.67
2021-04-11,5.49
2021-04-12,5.3199997
2021-04-13,5.43
2021-04-14,6.52
2021-04-15,5.66
2021-04-16,5.5699997
2021-04-17,6.56
2021-04-18,7.2999997
2021-04-19,6.99
2021-04-20,8.47
2021-04-21,9.58
2021-04-22,7.8399997
2021-04-23,8.61
2021-04-24,10.059999
2021-04-25,9.059999
2021-04-26,7.74
2021-04-27,6.8599997
2021-04-28,9.22
2021-04-29,7.2599998
2021-04-30,7.17
2021-05-01,6.5899997
2021-05-02,7.0099998
2021-05-03,8.03
2021-05-04,10.67
2021-05-05,7.7999997
2021-05-06,7.18
2021-05-07,7.44
2021-05-08,11.2699995
2021-05-09,13.11
2021-05-10,11.599999
2021-05-11,10.37
2021-05-12,11.33
2021-05-13,10.5
2021-05-14,10.559999
2021-05-15,10.88
2021-05-16,10.71
2021-05-17,11.98
2021-05-18,10.719999
2021-05-19,12.12
2021-05-20,9.74
2021-05-21,11.25
2021-05-22,11.7
2021-05-23,8.87
2021-05-24,9.929999
2021-05-25,10.7
2021-05-26,10.61
2021-05-27,11.599999
2021-05-28,13.04
2021-05-29,15.45
2021-05-30,12.87
2021-05-31,14.53
2021-06-01,17.109999
2021-06-02,17.789999
2021-06-03,14.349999
2021-06-04,14.349999
2021-06-05,13.83
2021-06-06,14.099999
2021-06-07,13.75
2021-06-08,13.92
2021-06-09,14.219999
2021-06-10,16.109999
2021-06-11,15.86
2021-06-12,16.43
2021-06-13,17.289999
2021-06-14,18.05
2021-06-15,17.949999
2021-06-16,16.52
2021-06-17,18.449999
2021-06-18,14.66
2021-06-19,13.21
2021-06-20,15.5199995
2021-06-21,12.44
2021-06-22,14.08
2021-06-23,13.0
2021-06-24,14.25
2021-06-25,15.7
2021-06-26,13.96
2021-06-27,17.359999
2021-06-28,16.74
2021-06-29,16.52
2021-06-30,15.759999
2021-07-01,16.83
2021-07-02,15.82
2021-07-03,16.42
2021-07-04,16.52
2021-07-05,14.86
2021-07-06,14.67
2021-07-07,15.44
2021-07-08,16.24
2021-07-09,16.09
2021-07-10,15.37
2021-07-11,14.389999
2021-07-12,16.71
2021-07-13,17.81
2021-07-14,18.39
2021-07-15,18.109999
2021-07-16,16.56
2021-07-17,19.48
2021-07-18,20.0
2021-07-19,21.199999
2021-07-20,20.77
2021-07-21,21.21
2021-07-22,20.539999
2021-07-23,18.89
2021-07-24,18.32
2021-07-25,17.81
2021-07-26,18.199999
2021-07-27,16.73
2021-07-28,17.25
2021-07-29,16.529999
2021-07-30,16.76
2021-07-31,16.9
2021-08-01,16.35
2021-08-02,16.44
2021-08-03,14.719999
2021-08-04,16.27
2021-08-05,15.78
2021-08-06,17.21
2021-08-07,16.34
2021-08-08,16.17
2021-08-09,16.16
2021-08-10,16.68
2021-08-11,15.74
2021-08-12,17.81
2021-08-13,17.23
2021-08-14,17.449999
2021-08-15,17.32
2021-08-16,16.16
2021-08-17,15.83
2021-08-18,17.97
2021-08-19,16.0
2021-08-20,16.94
2021-08-21,17.56
2021-08-22,18.57
2021-08-23,17.46
2021-08-24,17.039999
2021-08-25,16.99
2021-08-26,16.63
2021-08-27,14.719999
2021-08-28,15.49
2021-08-29,15.679999
2021-08-30,15.67
2021-08-31,16.32
2021-09-01,16.64
2021-09-02,17.039999
2021-09-03,16.58
2021-09-04,16.85
2021-09-05,18.26
2021-09-06,19.77
2021-09-07,20.33
2021-09-08,20.71
2021-09-09,18.0
2021-09-10,18.56
2021-09-11,18.24
2021-09-12,15.049999
2021-09-13,16.42
2021-09-14,18.279999
2021-09-15,17.609999
2021-09-16,16.19
2021-09-17,16.65
2021-09-18,17.4
2021-09-19,16.779999
2021-09-20,16.279999
2021-09-21,15.17
2021-09-22,15.08
2021-09-23,15.7
2021-09-24,16.51
2021-09-25,16.84
2021-09-26,16.94
2021-09-27,17.39
2021-09-28,14.62
2021-09-29,12.759999
2021-09-30,12.24
2021-10-01,16.05
2021-10-02,12.679999
2021-10-03,13.639999
2021-10-04,13.59
2021-10-05,13.46
2021-10-06,13.48
2021-10-07,15.33
2021-10-08,15.65
2021-10-09,13.73
2021-10-10,14.509999
2021-10-11,10.98
2021-10-12,11.78
2021-10-13,12.65
2021-10-14,14.2699995
2021-10-15,13.59
2021-10-16,14.48
2021-10-17,14.19
2021-10-18,13.4
2021-10-19,17.07
2021-10-20,16.21
2021-10-21,10.71
2021-10-22,9.34
2021-10-23,11.75
2021-10-24,13.509999
2021-10-25,13.57
2021-10-26,13.41
2021-10-27,15.549999
2021-10-28,14.559999
2021-10-29,14.57
2021-10-30,13.49
2021-10-31,12.469999
2021-11-01,11.91
2021-11-02,8.07
2021-11-03,6.8399997
2021-11-04,7.72
2021-11-05,6.2599998
2021-11-06,10.76
2021-11-07,10.49
2021-11-08,8.2699995
2021-11-09,12.73
2021-11-10,13.16
2021-11-11,11.28
2021-11-12,12.84
2021-11-13,11.65
2021-11-14,11.46
2021-11-15,10.82
2021-11-16,8.639999
2021-11-17,10.23
2021-11-18,9.17
2021-11-19,11.099999
2021-11-20,9.8
2021-11-21,8.21
2021-11-22,6.41
2021-11-23,5.81
2021-11-24,5.1
2021-11-25,5.44
2021-11-26,6.41
2021-11-27,4.36
2021-11-28,2.79
2021-11-29,2.04
2021-11-30,8.059999
2021-12-01,9.65
2021-12-02,2.9099998
2021-12-03,5.3599997
2021-12-04,7.4199996
2021-12-05,5.18
2021-12-06,5.3599997
2021-12-07,6.18
2021-12-08,7.6499996
2021-12-09,7.46
2021-12-10,6.3799996
2021-12-11,6.5299997
2021-12-12,11.09
2021-12-13,10.5
2021-12-14,10.59
2021-12-15,11.01
2021-12-16,10.21
2021-12-17,9.889999
2021-12-18,8.05
2021-12-19,5.96
2021-12-20,5.68
2021-12-21,6.0299997
2021-12-22,4.0
2021-12-23,8.91
2021-12-24,9.07
2021-12-25,8.38
2021-12-26,10.28
2021-12-27,8.72
2021-12-28,10.21
2021-12-29,10.86
2021-12-30,12.5199995
2021-12-31,12.0199995
